quarter,mean,lo,hi,lo68,hi68
2020Q1,0.003565708796522357,0.0010836960558082249,0.00712861564466692,0.0020335381470095956,0.005123669853381658
2020Q2,0.004601753290716323,0.001706013901507173,0.008526819870830009,0.002875177636011272,0.006323768989033812
2020Q3,0.00620876380776331,0.002841019256111007,0.010652961766164036,0.004249385597197686,0.008176178467679209
2020Q4,0.008775851921542522,0.004918851883675925,0.013607220412611346,0.00652887629275639,0.010981854450853994
2021Q1,0.010379118660929129,0.006283673706585225,0.015285918645476395,0.00814426148505059,0.012683336129728185
2021Q2,0.0121551267008768,0.007776944048976553,0.01744500692876812,0.009674220123620314,0.014682149390831314
2021Q3,0.014529431917774767,0.009706746780304351,0.020489982421712585,0.011826206462384685,0.017248464378464504
2021Q4,0.016353439970769837,0.011003957621580605,0.022934511418151258,0.013351108383487386,0.019356461401119032
2022Q1,0.018582297047187724,0.012808066244343639,0.02564253343377491,0.015256717091601448,0.021932184958643845
2022Q2,0.020672201612606144,0.01424139837225496,0.029003463164882996,0.01706512171142364,0.024236525680598968
2022Q3,0.02653579878524259,0.018154547454760358,0.03741676615288574,0.021617824983799033,0.03152372136711058
2022Q4,0.034460688645459404,0.02367132773460991,0.047944868778412086,0.028262376962003188,0.04056839935168519
2023Q1,0.051220183470949865,0.0356401286656709,0.07046082889508551,0.04272454863335935,0.06021882416442703
2023Q2,0.09414155684060484,0.07379292519009985,0.1178419721751041,0.0832978450818747,0.10523838268923749
2023Q3,0.1725076119452981,0.1456015176750856,0.20006622765250215,0.15864351506562469,0.1863819863513475
2023Q4,0.21997787286235257,0.19236125126702822,0.2486613232255409,0.20538000628812914,0.23472045985192447
2024Q1,0.2848149299696314,0.25398729524151464,0.3149843959351329,0.2692515358416054,0.30031455091085574
2024Q2,0.3094132081018052,0.2794023175676805,0.3420450627494083,0.2935362785117677,0.3249193579438238
2024Q3,0.39944195713970115,0.36078848258836127,0.4415821776585152,0.3784611813728513,0.4201405953015905
2024Q4,0.4982235953901413,0.45157601990449037,0.5497168168212986,0.47295375119801464,0.5225961003823285
2025Q1,0.5909575829754575,0.5424892451753226,0.6449635913479319,0.5642703583508416,0.6174216586564167
2025Q2,0.7385892592222278,0.6820123613986228,0.7969037751143919,0.7092988650011127,0.7677473104672384
2025Q3,0.8916914820399784,0.8286664789013543,0.9487549768772094,0.8614825721259339,0.9223384823364921
2025Q4,0.9602445725223566,0.9215808409043287,0.9867076634654405,0.944203729992884,0.9766457514666879
2026Q1,0.9803004011925229,0.9562119199029293,0.9951294198114263,0.9707970136161801,0.9899275190570931
2026Q2,0.9879263742500033,0.9694642792817789,0.9979091436034419,0.9810404975448321,0.9947747016959596
