word,base_df,base_slope,disc_df,val_df,disc_ratio,val_ratio,in_dict,is_seed,is_control,disc_rank
ameliorate,0.0039045030556565273,-0.015913095674415494,0.004693230211886582,0.004222691600389922,1.3329915406614155,1.2381316893198282,True,False,False,1563
solanki,0.006559207177198016,-0.05212558000677958,0.006230398143218611,0.005582368861102648,1.3329396544642695,1.325528045463447,False,False,False,1564
saitama,0.0035403128369387027,0.011307917299029264,0.0050789257671296035,0.003442699911324396,1.3329349207529517,0.8833123790240395,False,False,False,1565
superscripts,0.008362068551664843,-0.00789938896149772,0.01058803468550702,0.010841378570602822,1.3329103140310246,1.3865368141919765,False,False,False,1566
catania,0.004231227314703774,-0.027081557710140924,0.0047291987431503256,0.004016483229878462,1.3328157612986546,1.1949541847865448,False,False,False,1567
title,0.010189725187570067,0.010696016222731674,0.01455734623678312,0.016461236959198555,1.3326797685842626,1.4750801479382685,True,False,False,1568
sects,0.013047633439736459,-0.015463588972307141,0.015721592822105904,0.02058062635501902,1.332346486164815,1.798915349437801,False,False,False,1569
fuels,0.003830198662273049,0.01798626781693441,0.005735162509705328,0.006355634281221127,1.3321426672877201,1.424102455575636,False,False,False,1570
touches,0.005294591075881854,-0.04577699365509828,0.0052376616342798285,0.004139964241289063,1.3320776374192096,1.153851929019386,False,False,False,1571
kolchin,0.009837389749698049,-0.015445684845464836,0.01185049513953899,0.00964979415636829,1.3318596458684844,1.1185514486947423,False,False,False,1572
spectrogram,0.003372957918453774,0.050268163919538034,0.00622722680454151,0.008117737889193068,1.3316222722502031,1.5698531139166567,True,False,False,1573
eris,0.0022851468754982365,0.042253853142142715,0.00400473817963203,0.003232831377368817,1.331622147978107,0.987844767563633,False,False,False,1574
congruences,0.004015593642643455,-0.055573747129543716,0.003725500218507538,0.0014695077149155032,1.3314190034100486,0.5869117065652403,False,False,False,1575
tamura,0.005348578540296423,-0.0527515774144641,0.005053466203187421,0.0052433150819570645,1.3312639185883526,1.5349710537101735,False,False,False,1576
spruit,0.010873122370412784,-0.05763050937496961,0.009952273974666605,0.008129146356751877,1.3312328525648058,1.2202080074120987,True,False,False,1577
ineffective,0.010767832086657648,-0.02127530027095501,0.012481361172697901,0.015870340939306275,1.3310428038137625,1.7660208188637618,True,False,False,1578
triplets,0.008228625364943438,-0.03983770199911372,0.008453792864892978,0.012089807303317667,1.3310143091269937,2.0613564141390768,False,False,False,1579
minority,0.012490063750428765,-0.014119093939308979,0.015165382141769136,0.02311375329346042,1.330900821173341,2.0865389557795178,True,False,False,1580
worsens,0.005962141139026932,0.008026175984859555,0.00835965643162578,0.01132448820662761,1.3308495764391544,1.774139142130304,False,False,False,1581
komar,0.004744097105770917,-0.04721521706357953,0.004644576325914433,0.0005998643784883418,1.3306904429561552,0.18888376166098017,False,False,False,1582
piskunov,0.0060947295063627,-0.04297262252842391,0.0061335434196567555,0.003207970371915915,1.33065365662432,0.7584194846497685,False,False,False,1583
conformity,0.003356626310484931,-0.05097815943703837,0.0032066172145818446,0.002711210178683303,1.3306109468422365,1.2457939724547258,True,False,False,1584
redistribution,0.027897203990225983,-0.029731177055485527,0.030586807922632797,0.05502539610474036,1.3301543455976514,2.5395410166337964,True,False,False,1585
pervasive,0.004539825650122438,-0.028146648202221975,0.005028912736010124,0.005099259225077861,1.3301189973714145,1.4268271182366996,True,False,False,1586
koss,0.003347643306744104,0.010679007329350993,0.004772416048533158,0.003624047276382953,1.3300047722780544,0.9886284142727481,False,False,False,1587
axi,0.0038644838345039097,-0.03560852966300065,0.004077039436016589,0.0014866204162537165,1.3297599203468844,0.520664053781744,False,False,False,1588
cameron,0.016959353194143396,0.00027666292149544847,0.022588204724547374,0.01868607337704041,1.329509468733835,1.0992271916769918,False,False,False,1589
vedantham,0.002354861759721992,-0.017839497301907016,0.0027877602728951087,0.0016952688957279224,1.329380722133102,0.8377756550106824,False,False,False,1590
menou,0.004217730461583028,-0.03904115280181346,0.004349934719786877,0.0021386469146106096,1.3292716400806581,0.7066116667492769,False,False,False,1591
winding,0.010734905752020862,-0.016630148067338996,0.012807351971739399,0.011772350404808327,1.3292497555194818,1.2631507597907556,True,False,False,1592
establishment,0.00841251684533471,0.016558349301169933,0.012444939593051714,0.013604750869154676,1.3283852595318226,1.4048807080931858,True,False,False,1593
matt,0.010202145986425604,-0.04673008080644504,0.010002287005786084,0.0103686553669692,1.32838139344257,1.5119420435367958,True,False,False,1594
starspots,0.008140169917251455,-0.0530453832467067,0.007658843238519895,0.010205244719102769,1.328226901539752,1.967918686091158,False,False,False,1595
narrowband,0.010135964624394986,-3.429154389683788e-05,0.013457699085343363,0.020805167481350063,1.3280136200937833,2.053206910994439,False,False,False,1596
hinted,0.011636015084097947,0.005892915366214244,0.016055827346556747,0.016433935844782907,1.3279851534882738,1.3433327299424769,False,False,False,1597
accomplishes,0.00215724749356867,-0.031080609903560156,0.002340725476971531,0.0008345939178968233,1.3279704217728556,0.50385945211128,False,False,False,1598
parameterizes,0.006930265494110755,0.010513511167430907,0.009853607057574976,0.008880814896234112,1.3279038429206353,1.1719046745726114,False,False,False,1599
painleve,0.002402463160103352,-0.010780711381388666,0.0029742209458997306,0.0,1.3278515152514563,0.0,False,False,False,1600
psf,0.08803801497627203,-0.03313101969799126,0.09425155253208543,0.11685732285578651,1.3278355587617787,1.7590936164528543,False,False,False,1601
awkward,0.002434535266324121,-0.044806130237487696,0.0024157450236507493,0.00041729695894841167,1.3277578623717237,0.25085982689309866,True,False,False,1602
peebles,0.017555427333376304,-0.04672287153757713,0.017203222287203765,0.018174640591432333,1.327678889416264,1.5400401762166418,False,False,False,1603
reddish,0.003460703988334063,0.010294523413859587,0.004912488077477847,0.0052636919081119355,1.3276282967045505,1.3935538097152969,True,False,False,1604
visualise,0.005911848322891497,0.045550488908675094,0.010552608057151091,0.012366510549517266,1.3275515863587963,1.4202804805181413,False,False,False,1605
monomial,0.004428445282236172,-0.04785743960240076,0.004307170462786487,0.004403016930280836,1.3275112788618646,1.4933615283741453,True,False,False,1606
bluer,0.047824796461429495,-0.0352073074167617,0.05050095874252268,0.06323766585922055,1.3274974588521293,1.7835717520490892,True,False,False,1607
primarily,0.1808500652141058,0.019744621645587296,0.27293735693653537,0.4988254771853453,1.3274156709280225,2.332075599967198,True,False,False,1608
inaf,0.047302336297969184,-0.03385100266986421,0.05038824732557532,0.04983889340266462,1.3274101520667227,1.4049047493918487,False,False,False,1609
syntheses,0.0023654304539216455,-0.04673932679599815,0.0023170781065591207,0.0013040529967137864,1.3273076454295694,0.8202069164669774,True,False,False,1610
gallagher,0.008777526102753553,-0.03958049924855981,0.009007196400409714,0.008206367501387061,1.327241197208645,1.3088514778901001,False,False,False,1611
consume,0.00525782131588504,-0.016374213514849443,0.006272709351836558,0.00750768509762729,1.3270043325199297,1.6411402063397273,True,False,False,1612
commutative,0.00969197036778356,-0.05845915381845841,0.008795276163462911,0.0023381290161750227,1.326974490871307,0.39651401399021463,True,False,False,1613
precludes,0.012461357944153654,-0.04766626133318401,0.012130186149045923,0.015820420909086738,1.3269661892950746,1.903762702860737,False,False,False,1614
employ,0.12999289540645523,0.03044846700897549,0.21021317696902636,0.28264482209580755,1.3267433234395232,1.6784979162429667,True,False,False,1615
pinhole,0.0027335825136010957,-0.029333984942398965,0.002996962219547255,0.0016952688957279224,1.3266501215151976,0.7957797844203927,True,False,False,1616
cranmer,0.004698918141394399,0.043777193300671736,0.008285542981711448,0.007263987199622747,1.3266117438511733,1.0655492954118904,False,False,False,1617
encountering,0.008740067213934421,0.019539405263580566,0.013163963575980694,0.014358859517599656,1.3265201036675276,1.3914749712345635,False,False,False,1618
aluminium,0.005974467122159341,-0.028731886760520704,0.006575141634991016,0.0054144740339381854,1.3265193396600183,1.1569669385151915,True,False,False,1619
abba,0.003508592351214946,-0.0465858627713988,0.0034381073864990725,0.003907476791529597,1.3264607859987274,1.6547612852151323,True,False,False,1620
catastrophically,0.002984452550643733,-0.044280148856176677,0.002968331316927971,0.004728420152218596,1.3263152205858921,2.308403306451763,True,False,False,1621
exceedingly,0.010215500002683614,0.018549142416745094,0.015284072042213631,0.016225287365308698,1.326223782324285,1.3566210527881006,True,False,False,1622
tightness,0.0031868382063570426,-0.024434298399915035,0.0036054511729157156,0.004077613708343076,1.3260977236168887,1.5748723335200965,True,False,False,1623
diffusing,0.006614495491568407,-0.035775043619241435,0.006951234319677362,0.0085032495544278,1.326035282943735,1.7424161367968107,False,False,False,1624
paradigmatic,0.0026428478290160184,-0.012296282049692098,0.0032352481172011286,0.0010954045172395807,1.3260099522616553,0.4601443914676104,True,False,False,1625
rydberg,0.0031614758309632617,-0.0466475656307469,0.003094723039873997,0.0031988039940061214,1.325604575457275,1.5041716413355024,False,False,False,1626
magnelli,0.004396563798979741,-0.05784413737589853,0.004001566840954928,0.001538782536122268,1.3255793465579364,0.572263018612187,False,False,False,1627
periapsis,0.006260491477182492,0.023117960833888205,0.0096430459657755,0.011758699847600503,1.3253964100435722,1.5431596253577093,False,False,False,1628
consumed,0.01153725802257332,-0.029224914675991073,0.012644085620764745,0.016448608437158375,1.3252086051455478,1.8277231801911407,False,False,False,1629
pinned,0.004093578344115911,-0.03544877953554077,0.00430762351116893,0.004561745379535506,1.3249622138621233,1.506215851356265,True,False,False,1630
adjust,0.04491128408671481,-0.0019280479716619562,0.05876430235349442,0.06640936675812475,1.3249540775582989,1.5031117221723975,True,False,False,1631
degli,0.012554034766236528,0.03515980443128492,0.02090145074823935,0.019263516859038595,1.324768506796833,1.1380457556017973,False,False,False,1632
elegantly,0.003317611433337423,-0.010838149636839257,0.004095703274222125,0.00419436845080663,1.3246408137472998,1.386277332302492,True,False,False,1633
gandhi,0.004591781736602474,0.0179212395306314,0.006833903564380198,0.007055338720148541,1.3246388534227225,1.319411670191928,False,False,False,1634
tavecchio,0.005555919912889272,-0.04347249560761196,0.005547342691553376,0.0031036461321788116,1.3244883447732547,0.8083418683240011,False,False,False,1635
addressing,0.032003880379738656,0.057970393431427264,0.06178246021673554,0.08595469703920117,1.3243937324337094,1.6408507828647032,False,False,False,1636
calderon,0.0022492555940655133,0.019233425617220475,0.003375320146145817,0.001251890876845235,1.3242861996580737,0.4726366713549168,False,False,False,1637
clausius,0.002532043016426829,-0.05217170819141959,0.0023884732661787946,0.0008345939178968233,1.3241145488857984,0.513565874821284,False,False,False,1638
genuine,0.03798104679141483,-0.0313400264528841,0.04101429454745982,0.08964010475196146,1.3238492065975949,3.0805426782854752,True,False,False,1639
reminder,0.007461280559286463,0.011011505799198788,0.010610322910772102,0.009596411982018365,1.3238253564518998,1.17124164509271,True,False,False,1640
ultrarelativistic,0.007310661878111259,-0.027390850254394934,0.008098176211941938,0.009048709723398574,1.3235871519181286,1.5622242215544175,False,False,False,1641
uppermost,0.007153069636462573,-0.039253818381605354,0.007335481875247685,0.0063273111316378364,1.323568290660339,1.234901532414878,True,False,False,1642
smit,0.002508231138723722,-0.0006174468270052535,0.003306190228438359,0.0018778363152678525,1.3234370302900538,0.7526091348664417,True,False,False,1643
dexter,0.005041947604323,-0.01476001126997936,0.006062148260037082,0.005383908794705878,1.3234101762026025,1.2105590903872039,True,False,False,1644
knot,0.012875488069598096,-0.051610983820763096,0.012179293083400516,0.013889400438782694,1.3229753620272502,1.6727918536089157,True,False,False,1645
dyson,0.005892692134448112,-0.009958891290946008,0.007306397924245958,0.004426855900566096,1.3228258234957093,0.8176075846550735,False,False,False,1646
possess,0.06812152405652165,-0.01110668083052989,0.08382406590725841,0.09529418854323361,1.3226275757105685,1.5373841780993467,True,False,False,1647
permeates,0.0022446930474555996,-0.013806211010800895,0.0027136468229807765,0.0035559925096575614,1.3224221382035979,1.7814332201689955,False,False,False,1648
diatomic,0.00335059606641649,-0.046586734587872554,0.003273028841994644,0.0043530969000613005,1.3223246975355227,1.9304178972689576,True,False,False,1649
converges,0.04701702146470899,-0.0039034339986022365,0.06061151553595707,0.0676563774170445,1.322266786632992,1.487521206718734,False,False,False,1650
italy,0.08597007325829334,-0.032129846583636726,0.09221969087014795,0.07925549286093744,1.32183170123813,1.2114053919242855,False,False,False,1651
verification,0.034957638876829636,-0.02085768366768887,0.04034256530535567,0.04792623762677915,1.321602553336546,1.636919977158275,True,False,False,1652
gce,0.00262420729942114,0.0008973468385804784,0.003488120417618551,0.004533422229952215,1.3214787901909593,1.7144130823955415,False,False,False,1653
physikalisches,0.005284689360090319,-0.05629975986582473,0.0048429051113879455,0.005294455166657973,1.3213439591125526,1.6167115792330284,False,False,False,1654
subalgebra,0.004973785941820352,-0.04787291262114764,0.004813732305860848,0.0,1.3211008329418785,0.0,True,False,False,1655
torino,0.006597515470320002,-0.03257341196198433,0.007052619527063649,0.0049814824474466645,1.3210582968549525,0.9959167535705707,False,False,False,1656
guy,0.00400532452288013,0.021946867499869946,0.006099475936448154,0.006198125886447831,1.3203853291356185,1.284120424674511,True,False,False,1657
albrecht,0.007510688532539898,-0.022086213352948914,0.008590693555160565,0.008405849602951473,1.3203709445178973,1.3503090803091087,True,False,False,1658
advocates,0.00251219420006307,0.011923744548895917,0.0035840690444155204,0.00312280290385231,1.3202721180948,1.1232458585367242,False,False,False,1659
suitability,0.006955762427425341,0.024808337681466276,0.010789987858040077,0.01428856266122525,1.3202142271858137,1.6636568326659984,True,False,False,1660
susceptible,0.030278796295279475,0.013216053510877537,0.04355063051961021,0.0658058422161923,1.3199213587563583,1.9424003298837957,True,False,False,1661
ticks,0.005115881569169515,0.000978299126722202,0.006795216742821797,0.009306058178610943,1.319839668320205,1.803989007494347,False,False,False,1662
deforms,0.005066238902245097,-0.00851360655266871,0.006325893721633138,0.005005123398418194,1.3196823433435587,1.0620797506327764,False,False,False,1663
glassgold,0.002161606183741438,-0.0520828886270334,0.002033309661610199,0.0007563507380939961,1.319630888729415,0.5447670174015743,False,False,False,1664
treu,0.007969720082790607,-0.008717576859217611,0.009937687571903057,0.008295821129434966,1.319627148866525,1.1209784747844573,False,False,False,1665
reinterpreted,0.003523139895904677,-0.020431843235203983,0.004070243710279943,0.006039199417879429,1.319373826896112,2.0392651371465367,False,False,False,1666
schreiber,0.011322124786915602,0.012229505721053701,0.016173158101853914,0.013651406774557555,1.3193014822031552,1.08668635094525,False,False,False,1667
mao,0.013145132909034133,-0.009112764873617637,0.016343673226947658,0.015523538856046001,1.319195744463111,1.2760437104028077,True,False,False,1668
thorough,0.05558859292276027,-0.0033559411319386717,0.07174443469223979,0.06079438858745452,1.319094988621108,1.1252947197031247,True,False,False,1669
evaluations,0.013971488272229753,0.03336423793753686,0.02289018395931939,0.034520968859188886,1.3189314787152016,1.8606989727182004,False,False,False,1670
signpost,0.002268923186478266,-0.018790796271244217,0.0026481412923328625,0.0027032638552548826,1.3187612101459152,1.3977674634051698,True,False,False,1671
cosmos,0.04162664250932194,0.01318480145825405,0.059800709216198476,0.06039400631053059,1.3186070364740956,1.2970320905277872,True,False,False,1672
focusing,0.09969573497632836,0.03434581797780308,0.16432281592373488,0.22566028039049357,1.3184570726002125,1.6904053190774064,False,False,False,1673
designated,0.023766102596258342,0.0077728401547171415,0.03295126962454211,0.04206063726984359,1.3181721290962483,1.6566257873606487,False,False,False,1674
clones,0.002170487579867422,-0.03678620553829222,0.0022524786726760932,0.003534395629021317,1.3180979423573698,2.2261490973816414,False,False,False,1675
panagia,0.002901113126945029,-0.05948534559910032,0.002597675212830941,0.0014605393563194408,1.3180813313033202,0.8347163829275168,True,False,False,1676
osborne,0.002278594823298175,0.004093360971640761,0.0030843029270778066,0.0014083772364508894,1.3180585817390273,0.5969545075847862,False,False,False,1677
asserted,0.004034541020273664,-0.024310516409130022,0.004540472828233487,0.003385855592844083,1.3180547360525026,1.0318501761243912,False,False,False,1678
combustion,0.002566941954817132,-0.02113332888453479,0.0029487613819575483,0.001721349955662198,1.3178960452208504,0.8025403433803235,True,False,False,1679
selectively,0.005563394253347728,0.0021954935336697665,0.007436502888776899,0.012378941052243717,1.3177445347350885,2.1839313677552754,True,False,False,1680
asi,0.008856702903702943,-0.031543517296134416,0.009506145275507914,0.010747440763256885,1.317580052387613,1.5866311456357374,False,False,False,1681
poole,0.004338709567285869,-0.05283972709920128,0.004054751210751508,0.0035979662164486777,1.317545569852261,1.2994348733157397,False,False,False,1682
superfluidity,0.004048116067795343,-0.04874628527099233,0.0038851421824226493,0.00419436845080663,1.317530077974716,1.568052809456177,False,False,False,1683
graphically,0.013957252689419945,-0.032112879713815115,0.014924742147677679,0.008673386471241279,1.3175247956935705,0.8164574417865624,True,False,False,1684
emerged,0.03891748441183597,0.02434656167697883,0.06005176932308613,0.08930286508523844,1.317203252766402,1.8657146621366896,False,False,False,1685
bertin,0.02460283343212612,-0.04675331383106453,0.02391381661278967,0.017452515256014763,1.317177666751884,1.0555113380218017,False,False,False,1686
danish,0.0048996102580813935,-0.04913723122567725,0.004689152776444595,0.0052636919081119355,1.3171736432489303,1.6312449019589474,True,False,False,1687
differed,0.011068119954066799,-0.0391473108854063,0.011302981232994013,0.014361101607248673,1.3171300141536537,1.8097822189515176,False,False,False,1688
bootstrapping,0.011979467855381972,0.024141632284836966,0.018456168725204433,0.02303000389919192,1.3169044655959377,1.565804636255327,False,False,False,1689
oversampling,0.00566469274870221,-0.004694580017114024,0.007235455813008727,0.010981972283351637,1.3168670559768048,2.01759522375205,False,False,False,1690
taipei,0.00836823263704655,-0.002339689703691347,0.010850421001955747,0.01020890488254689,1.3164900692127222,1.2444641328437516,False,False,False,1691
pixelated,0.002879654267045248,0.02694099113730661,0.00451591936105619,0.005583390896270291,1.3162964936882617,1.5420729980717274,False,False,False,1692
wherein,0.02296932863504438,0.04792794321193762,0.04128501344384326,0.039351669180809304,1.3162781151250644,1.139957620959653,True,False,False,1693
eliminated,0.04671912604099905,-0.04398632930425223,0.04620140124771236,0.034239979453004984,1.3162247962198648,1.0651590366933743,False,False,False,1694
lws,0.002309799605904133,-0.0447419158197482,0.0022729547044114022,0.0014866204162537165,1.316191448298467,0.9414358031958738,False,False,False,1695
phys,0.018594820218869393,-0.0402577863673635,0.018839057135627425,0.018076218604788363,1.3161683816824195,1.3687601227445307,False,False,False,1696
overturning,0.002466487441158186,-0.047281806140455226,0.0023871141210314653,0.003018478664115207,1.3160329171363767,1.8291534297752177,False,False,False,1697
dulk,0.002464709658630909,-0.028600218652539595,0.0026927177428630244,0.0017995931354650252,1.3157125778395582,0.9310786250957986,False,False,False,1698
insofar,0.005783380691400752,-0.026755394973872113,0.0063941175425757096,0.004376935870346561,1.315609550398408,0.9500709219067458,True,False,False,1699
ethernet,0.0030891437943006517,-0.05806596175476377,0.0027864011277477794,0.0015648635960565436,1.3155905245375141,0.8298298267285411,False,False,False,1700
wetherill,0.0020568065346094093,-0.056575181019331636,0.001873214649312645,0.0008345939178968233,1.315530677631246,0.6563405368524208,False,False,False,1701
predominantly,0.08592815377844573,0.01240648077183274,0.12253132949134264,0.22292790130840048,1.3154951008329714,2.334696243426944,True,False,False,1702
deducing,0.0037090018770513356,0.011838455344392316,0.005269010827193771,0.0016170257159250953,1.315385635778594,0.3942377240627728,False,False,False,1703
spanish,0.017724033487279016,-0.05276840033487677,0.016544267254333386,0.02004677267292078,1.3153630508427792,1.7712367598952103,True,False,False,1704
seeks,0.00899390399733679,0.026864005128491544,0.014085757973682247,0.01484074909914307,1.3152163365432072,1.3132246232479357,False,False,False,1705
webbink,0.005911723050616246,-0.030708301856604194,0.006368204930251085,0.0031036461321788116,1.3151940931564767,0.681581681570129,False,False,False,1706
gilbert,0.005436203260976029,-0.03198434653241204,0.005806557669325,0.006726473354080392,1.3149587242550036,1.6239103644181896,True,False,False,1707
legacy,0.04291833464238485,0.05199937620062124,0.07912268082448785,0.1160101004158495,1.3148262253591994,1.7373890609177207,True,False,False,1708
underlines,0.005666006057063218,-0.008650338074450597,0.0070412933175025725,0.00647585116781507,1.314602830835665,1.230134430671148,False,False,False,1709
irregularities,0.0120672586686402,-0.050891923998209174,0.011392587182436778,0.015106043877783859,1.3142478342717463,1.9293446480051626,False,False,False,1710
haleakala,0.0024053727586585897,-0.0031984879772971463,0.0030956291366388833,0.003969827324475585,1.31400069337467,1.6958852259701704,False,False,False,1711
jenkins,0.015101367749808517,-0.00036493322506172263,0.019795007871062947,0.016139295881391184,1.3139219571707774,1.0720510142526571,False,False,False,1712
snii,0.0031116839083038155,-0.048923569511322706,0.002974673994282174,0.0016170257159250953,1.3138655895693436,0.7876312901856879,False,False,False,1713
belloni,0.006063896076622596,0.0038705253875871595,0.008169571371561612,0.006966907127268277,1.313776111215542,1.111732277675111,False,False,False,1714
introduces,0.11246250857791526,0.007888758877476719,0.1555196602287197,0.256628948842068,1.3137364303949532,2.1339119753030196,False,False,False,1715
strings,0.02534799553113413,-0.011986320649203177,0.030801721789205965,0.02550302239433635,1.3136138716985344,1.1140266240952563,False,False,False,1716
reserved,0.008617154060128657,0.019951780415000897,0.012886084760003531,0.017317229738417893,1.3135147780227863,1.69614314657631,True,False,False,1717
das,0.0161150759427586,0.029665388751055035,0.025667071071035864,0.02924748457662698,1.3134123980449057,1.4104129592475374,True,False,False,1718
relied,0.025622149828018588,0.013963281764389504,0.03684728496814339,0.06439156272664828,1.3133267231177015,2.2318648930957288,False,False,False,1719
polygons,0.003560264587293108,-0.009463732493655997,0.004396776412229254,0.005137770787738588,1.3133104828774056,1.5639679480352513,False,False,False,1720
lesser,0.03589654130233224,-0.014660609759528537,0.042857972197388294,0.04478305789677197,1.3133021514687788,1.4131258006134944,True,False,False,1721
arcminutes,0.01256437551283163,-0.03089090034377578,0.013497745052049094,0.016072263149833434,1.3131752000198054,1.6632976771064656,False,False,False,1722
abovementioned,0.0020812532859401903,0.040448488991259066,0.0035540789966489075,0.0018517552553335768,1.3128633627774704,0.6308744323792901,False,False,False,1723
senses,0.003675143218056618,-0.038940343493132655,0.003745976250242847,0.002737291238617578,1.3128526877606457,1.0370391163860122,False,False,False,1724
mathematica,0.012078614592322658,0.01072675005814882,0.01700036301790582,0.01006240891670494,1.3126845597901888,0.7604786172251442,False,False,False,1725
contaminant,0.010400424143015143,-0.0011375798115395481,0.0135459458896388,0.01653479794038962,1.3121079770260262,1.6052667888383887,True,False,False,1726
collated,0.0028916917488340855,0.0404747679301182,0.004935682399507813,0.004932584452394771,1.31201383864479,1.209232477110559,False,False,False,1727
hallmark,0.00403140808420538,0.0117765553624264,0.005709702945763145,0.012071672566811811,1.3119356912041955,2.7091777123700274,True,False,False,1728
kann,0.0021265176634854637,-0.010817494781662287,0.0026003935031255997,0.0011214855771738564,1.3119187430725388,0.5781726099256668,False,False,False,1729
reinforce,0.009293616277660819,0.002149672811291681,0.012363488514492923,0.030735951043902247,1.3118613918684001,3.247329777220447,True,False,False,1730
footpoint,0.010213255899590438,-0.05511512790922934,0.00936380800465101,0.011553513512256686,1.311817923044874,1.8072054530855508,False,False,False,1731
resample,0.004818456398179298,0.03553895091480392,0.007962723521347052,0.013133049700688697,1.3116872477703059,2.0149557216725147,True,False,False,1732
modality,0.003938926524415649,0.031049514105498888,0.006320457141043821,0.007744656726684788,1.3113556714929915,1.5100972468025144,True,False,False,1733
baumann,0.0029602846239051165,-0.010598039514920754,0.003623208914356366,0.007901143086290443,1.3112251248951245,2.920647560277516,False,False,False,1734
pointings,0.031391662966950784,-0.04522016712854396,0.03067360672725554,0.03890707110744524,1.3110014468225972,1.8203068470997248,False,False,False,1735
neas,0.002246536694531948,-0.026139073947225498,0.0024848749413582073,0.0025467774956492283,1.3109296343099832,1.4156958512212774,False,False,False,1736
bangalore,0.006331905308129837,-0.056755714840476854,0.005739692993529758,0.003468780971258672,1.3109036158395642,0.8874754818108793,False,False,False,1737
assess,0.13534607865465692,0.02606155176157623,0.21017339756589676,0.37881313815476636,1.3108788137790413,2.2427096738070205,True,False,False,1738
compactly,0.00852405111869185,-0.010698427614303452,0.010422956141002592,0.008570084266671819,1.3108276912624508,1.1011141036911836,True,False,False,1739
bordering,0.0020203516879157566,-0.019048148714889582,0.0023398193802066447,0.002564912232155084,1.3107704654674872,1.4926632274688019,True,False,False,1740
comptonized,0.006256974561279559,-0.01791648668466891,0.007299149150126868,0.010562433234754209,1.310643422266947,1.9657955769478657,False,False,False,1741
plaza,0.0036824159807982643,-0.0025977095566194976,0.004745144291061203,0.0029471597725731573,1.3105382091305606,0.8182015292525554,True,False,False,1742
vii,0.037221715880125066,-0.012471399510607406,0.044981252002298334,0.06862668482976465,1.3105115097131905,2.0499102166724805,False,False,False,1743
swift,0.052318036091128714,-0.033655021948791365,0.05508039373164628,0.06653611189435202,1.3102399585466404,1.6929479405937315,True,False,False,1744
hermite,0.008889597359519334,-0.03234675391165319,0.009438374502947785,0.011787022997183795,1.3101687112893925,1.7455415152641054,False,False,False,1745
transposed,0.002720186660036479,-0.002130380911979238,0.0035144860783256193,0.004168287390872355,1.3100172163473556,1.560354421309186,False,False,False,1746
linking,0.03332016031818036,-0.014868687513825201,0.03962598427338964,0.08456039833718455,1.3099237267705823,2.8797032981525756,True,False,False,1747
cape,0.010209215729510711,-0.05257422140563971,0.009501614791683483,0.00790806737455122,1.309837896072484,1.2110327303515267,True,False,False,1748
amorphous,0.01380766301762953,-0.048651659385626725,0.013182085511278417,0.015844259879371998,1.309795222655466,1.7351999602253692,True,False,False,1749
accommodate,0.04082450921798637,-7.844441885328339e-05,0.0534420183019787,0.06839683550828166,1.3097346607940707,1.6765040781181089,True,False,False,1750
jain,0.0075729767365577795,-0.03078554616511314,0.008119558340442133,0.013340676144995262,1.3096967121446876,2.2885276173094664,True,False,False,1751
flavours,0.005841826593532007,-0.03276796026579031,0.006182650354011348,0.005802227788821932,1.3095653134230327,1.3122275156185708,False,False,False,1752
url,0.004993717010725633,-0.02583928417492257,0.005528225804965396,0.007901143086290443,1.309495247704458,1.9708419447343184,False,False,False,1753
carve,0.003236789458802944,0.008209452176177898,0.004470436813761143,0.007509927187276306,1.3093656131546734,2.16379472200184,True,False,False,1754
entail,0.0076646282500491825,0.009620019609139592,0.010682171118774217,0.007427199828175447,1.309217934280241,0.8929387725818129,True,False,False,1755
discern,0.01907664804055746,0.04107123269955495,0.032616946245565895,0.025207162376463255,1.3091839352093417,0.9319815376375669,True,False,False,1756
incorporation,0.013459435906964395,0.05599342182534409,0.025355577820232546,0.030729224774955204,1.309127757961811,1.4184853520331362,True,False,False,1757
oversampled,0.004443536095540676,-0.04856552081652666,0.004242117980521017,0.005948525735350151,1.3090321876907902,2.022834737064382,False,False,False,1758
undergo,0.08760604510033657,0.01092618440581267,0.12311363926881036,0.17577308305071826,1.3089661447438758,1.8284548964233125,True,False,False,1759
trending,0.0029482598145602165,0.027415978046305665,0.004611867987853161,0.0043304779842574135,1.3089352469675253,1.1634933736716,False,False,False,1760
abel,0.012060928023639918,-0.03277610278850031,0.01275733894061992,0.01035622486424275,1.3088910322528728,1.1345243746032527,True,False,False,1761
weg,0.005354193988661574,-0.05185443043810771,0.0050024582207776865,0.00409472640968129,1.3087900136828716,1.1883697216805402,False,False,False,1762
quest,0.014963283176414512,-0.010338118505181012,0.0183110243095275,0.012827001269738167,1.308788182944906,0.9359689449468597,True,False,False,1763
elusive,0.024401461702344952,0.020037923722401905,0.03637886804371962,0.04856012938863019,1.3087840725364865,1.6783940662273622,True,False,False,1764
rees,0.03557904156144536,-0.048088486820351065,0.03405844088943266,0.02704668514838411,1.3085194651394494,1.1440331228742229,True,False,False,1765
hobbs,0.010739139500029207,-0.019098252135020404,0.012411236303700186,0.008620202316205085,1.3084534795756975,0.9441679016588317,False,False,False,1766
mendoza,0.003960035637227589,-0.028394088366294052,0.004308076559551373,0.003912158990141359,1.3083935414825243,1.2575760767685624,False,False,False,1767
