quarter,mean,lo,hi,lo68,hi68
2020Q1,0.0072044598810694065,0.0005223621685189437,0.03198437609759048,0.0014153633905836082,0.01190407237751055
2020Q2,0.009412060699144739,0.00086396276655364,0.0386341139852451,0.0020357904953790472,0.015864339254139576
2020Q3,0.012209978771765103,0.0013168433505336447,0.04998356023440706,0.0030043169813079354,0.02043930457718386
2020Q4,0.015891666516558167,0.0019860736998659244,0.057262123536187724,0.004424089589567916,0.02680054092435449
2021Q1,0.02095460870838779,0.0031579472195869224,0.07364166233969281,0.0066092190768138525,0.03504136638833166
2021Q2,0.027576722542848448,0.0047783786825920755,0.08846786462102209,0.009486356721740013,0.04474112316118431
2021Q3,0.036300666049663144,0.0073896703567709774,0.10943121446452563,0.0137295585952639,0.05879161137741925
2021Q4,0.048244429290019895,0.010791246986029913,0.13569129882945727,0.020137914491847292,0.0751727804493057
2022Q1,0.06452654703706064,0.016759649866688292,0.1703042768758694,0.02952463139196349,0.09831045049529032
2022Q2,0.08815835542403691,0.02611016231830768,0.21458352901234135,0.043769027000343595,0.13175386445068726
2022Q3,0.1204167569931247,0.04252551463047698,0.2630123641874021,0.0650282757575011,0.17470240111855745
2022Q4,0.16428136441072785,0.06789653669521543,0.3426751594041745,0.09827862591324249,0.2268862613477043
2023Q1,0.22161065522054413,0.10605194237230148,0.42284974451860863,0.1468316869997855,0.2898425436873438
2023Q2,0.30075702343168614,0.17384505258350694,0.5417702367477821,0.21980589009217785,0.3763683954018374
2023Q3,0.34292517417188706,0.21169798216962005,0.5781579739263253,0.2581545640613647,0.42401957802347834
2023Q4,0.36672484154862994,0.23064940209338053,0.6029706315139074,0.280771877857815,0.45010819071888236
2024Q1,0.3800865653346647,0.24206874968157024,0.6227865806564541,0.2920373809691516,0.46317125356426914
2024Q2,0.4102418544553577,0.26275252381208036,0.6518814037350703,0.31903531315137273,0.495906512280159
2024Q3,0.49085556169720085,0.3303571647880806,0.720731025714925,0.39153450369260934,0.5897283623231934
2024Q4,0.6029520983951449,0.43066067349531434,0.8212186338281113,0.5063346551837357,0.6994680169775827
2025Q1,0.6553476012765065,0.4871008579284349,0.8499263005633871,0.5602103205936813,0.747202391638697
2025Q2,0.7272921171553258,0.5591931628576648,0.9041189770789752,0.6404114280247474,0.8155014117876972
2025Q3,0.775662866173028,0.6120951569875569,0.9276457628326387,0.6951734526385874,0.8573149104721016
2025Q4,0.8320744461807903,0.6803981963034337,0.9554661556860969,0.762716124512532,0.9019193910917176
2026Q1,0.8650019409704649,0.7201706033146151,0.9721347317283706,0.798675943920098,0.930031257684333
2026Q2,0.9011021442078802,0.7710774514800857,0.9841809272197496,0.8459268919417979,0.9568308010611273
