quarter,mean,lo,hi,lo68,hi68
2020Q1,0.43911677097868723,0.0005785744786555634,0.7053597078190103,0.0013160342267896702,0.6428470040446743
2020Q2,0.5071219992004923,0.0008067722549763003,0.7513546743735268,0.0015898122190896292,0.710689634316129
2020Q3,0.5387789096134258,0.0010584759109598877,0.7796978124926637,0.001957378490929097,0.7480389216512223
2020Q4,0.558284544250762,0.0014263920703371,0.800318877927692,0.002446450821130738,0.7714605574589251
2021Q1,0.5846895211278349,0.0017202499618408393,0.8249645361438694,0.0027912056678304894,0.8008983471504679
2021Q2,0.607914306364725,0.0021034402596379715,0.8436045797985067,0.0031554709969238565,0.8269656492419933
2021Q3,0.6227558472106975,0.0024357156719937963,0.8562790654198805,0.0036149078214122933,0.8428938201016838
2021Q4,0.6344655865871028,0.0026856767097111285,0.8651705039348955,0.0040072304312078035,0.8546495826384068
2022Q1,0.6406587959356187,0.0030896985669224435,0.8701861730054498,0.004522985148504665,0.8608707320665938
2022Q2,0.644859864747166,0.003481999152598808,0.8742778293721729,0.0050541747928497475,0.865398530416095
2022Q3,0.6469678267059824,0.004365680019749422,0.8761608027389081,0.006381532717334814,0.8675620871637104
2022Q4,0.6485715993376079,0.005681119518486871,0.8774132637621261,0.00829706831434444,0.8690136318588361
2023Q1,0.6505274307277517,0.00910389563856143,0.8783421514110423,0.013366378043436718,0.8699233974166668
2023Q2,0.6563674383180422,0.02750759114781293,0.879042247942241,0.03530389519468763,0.8708613728309471
2023Q3,0.668245205988986,0.06816937972253165,0.8796970491327784,0.08252606674694737,0.8714673974631332
2023Q4,0.6773139160447182,0.10054490553664974,0.8805901458091596,0.11643117914755664,0.8722355018255877
2024Q1,0.6858015016621694,0.12925969296562675,0.8817601469394033,0.14748104702394488,0.873384361518167
2024Q2,0.6910186536546727,0.14202163693140596,0.8848401809519469,0.1600275476790528,0.8758755333877258
2024Q3,0.7085229589228587,0.17754412240326153,0.8958817202767216,0.20501207780236066,0.8859216381516208
2024Q4,0.7431712344681493,0.2141003996544631,0.9285605330449177,0.24507241852577585,0.9192686323889165
2025Q1,0.7730350300889693,0.27536946127510664,0.944996854858335,0.3125381996352824,0.9361426124166506
2025Q2,0.8269982011451447,0.39013313253266957,0.9710432584109769,0.44103626498460186,0.9648580685561868
2025Q3,0.882713018999844,0.5221371440440676,0.9880827821021831,0.6046445640757937,0.9843316403699334
2025Q4,0.9383335212412799,0.7036138592004233,0.9952772507667997,0.8023607388627908,0.9935257291909175
2026Q1,0.9648997663151336,0.810587827614127,0.9976803004273423,0.8945913668799269,0.9965930973577395
2026Q2,0.9794327182969473,0.8765219571330013,0.9988583883109572,0.9437099495849415,0.9981446992314262
