word,group,year,quarter,yq,n,total,freq
pivotal,strong,2020,4,2020.75,4,4648,0.0008605851979345956
pivotal,strong,2021,1,2021.0,3,4096,0.000732421875
pivotal,strong,2021,2,2021.25,4,4077,0.0009811135638950208
pivotal,strong,2021,3,2021.5,3,4387,0.0006838386140870754
pivotal,strong,2021,4,2021.75,8,4558,0.0017551557700745941
pivotal,strong,2022,1,2022.0,6,4068,0.0014749262536873156
pivotal,strong,2022,2,2022.25,5,4146,0.00120598166907863
pivotal,strong,2022,3,2022.5,10,4452,0.0022461814914645105
pivotal,strong,2022,4,2022.75,15,4476,0.003351206434316354
pivotal,strong,2023,1,2023.0,5,4266,0.0011720581340834506
pivotal,strong,2023,2,2023.25,10,4297,0.0023272050267628577
pivotal,strong,2023,3,2023.5,12,4702,0.002552105487026797
pivotal,strong,2023,4,2023.75,15,4738,0.0031658927817644574
pivotal,strong,2024,1,2024.0,25,4408,0.0056715063520871144
pivotal,strong,2024,2,2024.25,33,4905,0.00672782874617737
pivotal,strong,2024,3,2024.5,21,4808,0.004367720465890183
pivotal,strong,2024,4,2024.75,22,5105,0.004309500489715965
pivotal,strong,2025,1,2025.0,27,4932,0.005474452554744526
pivotal,strong,2025,2,2025.25,27,5094,0.00530035335689046
pivotal,strong,2025,3,2025.5,28,5832,0.004801097393689987
pivotal,strong,2025,4,2025.75,21,6011,0.00349359507569456
pivotal,strong,2026,1,2026.0,14,5455,0.0025664527956003667
pivotal,strong,2026,2,2026.25,27,6008,0.004494007989347537
pivotal,strong,2026,3,2026.5,4,634,0.006309148264984227
plethora,soft,2015,1,2015.0,5,3620,0.0013812154696132596
plethora,soft,2015,2,2015.25,1,3633,0.0002752546105147261
plethora,soft,2015,3,2015.5,8,3733,0.0021430484864720066
plethora,soft,2015,4,2015.75,3,3952,0.0007591093117408907
plethora,soft,2016,1,2016.0,3,3706,0.0008094981111710739
plethora,soft,2016,2,2016.25,3,3726,0.0008051529790660225
plethora,soft,2016,3,2016.5,3,3863,0.000776598498576236
plethora,soft,2016,4,2016.75,1,3884,0.00025746652935118434
plethora,soft,2017,1,2017.0,4,3613,0.0011071132023249377
plethora,soft,2017,2,2017.25,5,3611,0.0013846579894765993
plethora,soft,2017,3,2017.5,2,3735,0.000535475234270415
plethora,soft,2017,4,2017.75,4,4178,0.0009573958831977022
plethora,soft,2018,1,2018.0,1,3795,0.00026350461133069827
plethora,soft,2018,2,2018.25,5,3994,0.0012518778167250877
plethora,soft,2018,3,2018.5,3,3977,0.0007543374402816193
plethora,soft,2018,4,2018.75,5,4181,0.001195886151638364
plethora,soft,2019,1,2019.0,8,4148,0.0019286403085824494
plethora,soft,2019,2,2019.25,3,3979,0.0007539582809751194
plethora,soft,2019,3,2019.5,5,4382,0.0011410314924691922
plethora,soft,2019,4,2019.75,5,4093,0.001221597849987784
plethora,soft,2020,1,2020.0,4,3777,0.0010590415673815197
plethora,soft,2020,2,2020.25,10,4352,0.002297794117647059
plethora,soft,2020,3,2020.5,8,4512,0.0017730496453900709
plethora,soft,2020,4,2020.75,11,4648,0.0023666092943201377
plethora,soft,2021,1,2021.0,4,4096,0.0009765625
plethora,soft,2021,2,2021.25,5,4077,0.0012263919548687761
plethora,soft,2021,3,2021.5,5,4387,0.0011397310234784591
plethora,soft,2021,4,2021.75,10,4558,0.002193944712593243
plethora,soft,2022,1,2022.0,9,4068,0.0022123893805309734
plethora,soft,2022,2,2022.25,7,4146,0.001688374336710082
plethora,soft,2022,3,2022.5,4,4452,0.0008984725965858042
plethora,soft,2022,4,2022.75,6,4476,0.0013404825737265416
plethora,soft,2023,1,2023.0,8,4266,0.001875293014533521
plethora,soft,2023,2,2023.25,7,4297,0.0016290435187340006
plethora,soft,2023,3,2023.5,6,4702,0.0012760527435133986
plethora,soft,2023,4,2023.75,11,4738,0.002321654706627269
plethora,soft,2024,1,2024.0,5,4408,0.001134301270417423
plethora,soft,2024,2,2024.25,7,4905,0.0014271151885830785
plethora,soft,2024,3,2024.5,6,4808,0.0012479201331114808
plethora,soft,2024,4,2024.75,5,5105,0.0009794319294809011
plethora,soft,2025,1,2025.0,7,4932,0.001419302514193025
plethora,soft,2025,2,2025.25,7,5094,0.0013741656851197488
plethora,soft,2025,3,2025.5,14,5832,0.0024005486968449933
plethora,soft,2025,4,2025.75,3,6011,0.0004990850108135085
plethora,soft,2026,1,2026.0,8,5455,0.001466544454628781
plethora,soft,2026,2,2026.25,7,6008,0.0011651131824234355
plethora,soft,2026,3,2026.5,1,634,0.0015772870662460567
presented,control,2015,1,2015.0,195,3620,0.05386740331491713
presented,control,2015,2,2015.25,173,3633,0.047619047619047616
presented,control,2015,3,2015.5,204,3733,0.05464773640503617
presented,control,2015,4,2015.75,191,3952,0.04832995951417004
presented,control,2016,1,2016.0,177,3706,0.04776038855909336
presented,control,2016,2,2016.25,150,3726,0.040257648953301126
presented,control,2016,3,2016.5,216,3863,0.055915091897489
presented,control,2016,4,2016.75,197,3884,0.050720906282183315
presented,control,2017,1,2017.0,172,3613,0.04760586769997232
presented,control,2017,2,2017.25,170,3611,0.047078371642204374
presented,control,2017,3,2017.5,210,3735,0.05622489959839357
presented,control,2017,4,2017.75,193,4178,0.046194351364289135
presented,control,2018,1,2018.0,163,3795,0.04295125164690382
presented,control,2018,2,2018.25,191,3994,0.047821732598898346
presented,control,2018,3,2018.5,199,3977,0.05003771687201408
presented,control,2018,4,2018.75,177,4181,0.042334369767998085
presented,control,2019,1,2019.0,176,4148,0.04243008678881389
presented,control,2019,2,2019.25,188,3979,0.047248052274440816
presented,control,2019,3,2019.5,205,4382,0.04678229119123688
presented,control,2019,4,2019.75,189,4093,0.046176398729538236
presented,control,2020,1,2020.0,170,3777,0.045009266613714585
presented,control,2020,2,2020.25,192,4352,0.04411764705882353
presented,control,2020,3,2020.5,180,4512,0.0398936170212766
presented,control,2020,4,2020.75,213,4648,0.04582616179001721
presented,control,2021,1,2021.0,195,4096,0.047607421875
presented,control,2021,2,2021.25,156,4077,0.03826342899190582
presented,control,2021,3,2021.5,201,4387,0.04581718714383406
presented,control,2021,4,2021.75,163,4558,0.035761298815269855
presented,control,2022,1,2022.0,153,4068,0.03761061946902655
presented,control,2022,2,2022.25,167,4146,0.040279787747226244
presented,control,2022,3,2022.5,160,4452,0.03593890386343217
presented,control,2022,4,2022.75,147,4476,0.03284182305630027
presented,control,2023,1,2023.0,152,4266,0.03563056727613689
presented,control,2023,2,2023.25,135,4297,0.03141726786129858
presented,control,2023,3,2023.5,166,4702,0.03530412590387069
presented,control,2023,4,2023.75,167,4738,0.03524693963697763
presented,control,2024,1,2024.0,187,4408,0.042422867513611615
presented,control,2024,2,2024.25,157,4905,0.03200815494393476
presented,control,2024,3,2024.5,160,4808,0.033277870216306155
presented,control,2024,4,2024.75,156,5105,0.030558276199804113
presented,control,2025,1,2025.0,138,4932,0.027980535279805353
presented,control,2025,2,2025.25,152,5094,0.0298390263054574
presented,control,2025,3,2025.5,162,5832,0.027777777777777776
presented,control,2025,4,2025.75,152,6011,0.025286973881217766
presented,control,2026,1,2026.0,149,5455,0.027314390467461046
presented,control,2026,2,2026.25,132,6008,0.021970705725699067
presented,control,2026,3,2026.5,16,634,0.025236593059936908
realm,strong,2015,1,2015.0,3,3620,0.0008287292817679558
realm,strong,2015,2,2015.25,2,3633,0.0005505092210294523
realm,strong,2015,3,2015.5,0,3733,0.0
realm,strong,2015,4,2015.75,5,3952,0.0012651821862348178
realm,strong,2016,1,2016.0,5,3706,0.0013491635186184566
realm,strong,2016,2,2016.25,1,3726,0.00026838432635534085
realm,strong,2016,3,2016.5,3,3863,0.000776598498576236
realm,strong,2016,4,2016.75,6,3884,0.001544799176107106
realm,strong,2017,1,2017.0,1,3613,0.0002767783005812344
realm,strong,2017,2,2017.25,0,3611,0.0
realm,strong,2017,3,2017.5,2,3735,0.000535475234270415
realm,strong,2017,4,2017.75,2,4178,0.0004786979415988511
realm,strong,2018,1,2018.0,0,3795,0.0
realm,strong,2018,2,2018.25,2,3994,0.000500751126690035
realm,strong,2018,3,2018.5,3,3977,0.0007543374402816193
realm,strong,2018,4,2018.75,5,4181,0.001195886151638364
realm,strong,2019,1,2019.0,3,4148,0.0007232401157184186
realm,strong,2019,2,2019.25,4,3979,0.0010052777079668257
realm,strong,2019,3,2019.5,6,4382,0.0013692377909630307
realm,strong,2019,4,2019.75,2,4093,0.0004886391399951136
realm,strong,2020,1,2020.0,4,3777,0.0010590415673815197
realm,strong,2020,2,2020.25,3,4352,0.0006893382352941177
realm,strong,2020,3,2020.5,5,4512,0.0011081560283687944
realm,strong,2020,4,2020.75,2,4648,0.0004302925989672978
realm,strong,2021,1,2021.0,4,4096,0.0009765625
realm,strong,2021,2,2021.25,3,4077,0.0007358351729212656
realm,strong,2021,3,2021.5,3,4387,0.0006838386140870754
realm,strong,2021,4,2021.75,0,4558,0.0
realm,strong,2022,1,2022.0,4,4068,0.0009832841691248771
realm,strong,2022,2,2022.25,2,4146,0.000482392667631452
realm,strong,2022,3,2022.5,1,4452,0.00022461814914645105
realm,strong,2022,4,2022.75,0,4476,0.0
realm,strong,2023,1,2023.0,0,4266,0.0
realm,strong,2023,2,2023.25,2,4297,0.00046544100535257155
realm,strong,2023,3,2023.5,7,4702,0.0014887282007656317
realm,strong,2023,4,2023.75,8,4738,0.0016884761502743773
realm,strong,2024,1,2024.0,5,4408,0.001134301270417423
realm,strong,2024,2,2024.25,6,4905,0.0012232415902140672
realm,strong,2024,3,2024.5,4,4808,0.0008319467554076539
realm,strong,2024,4,2024.75,1,5105,0.0001958863858961802
realm,strong,2025,1,2025.0,1,4932,0.00020275750202757503
realm,strong,2025,2,2025.25,3,5094,0.0005889281507656066
realm,strong,2025,3,2025.5,1,5832,0.00017146776406035664
realm,strong,2025,4,2025.75,6,6011,0.000998170021627017
realm,strong,2026,1,2026.0,2,5455,0.00036663611365719525
realm,strong,2026,2,2026.25,3,6008,0.0004993342210386152
realm,strong,2026,3,2026.5,0,634,0.0
realms,strong,2015,1,2015.0,0,3620,0.0
realms,strong,2015,2,2015.25,1,3633,0.0002752546105147261
realms,strong,2015,3,2015.5,0,3733,0.0
realms,strong,2015,4,2015.75,0,3952,0.0
realms,strong,2016,1,2016.0,0,3706,0.0
realms,strong,2016,2,2016.25,1,3726,0.00026838432635534085
realms,strong,2016,3,2016.5,0,3863,0.0
realms,strong,2016,4,2016.75,1,3884,0.00025746652935118434
realms,strong,2017,1,2017.0,0,3613,0.0
realms,strong,2017,2,2017.25,0,3611,0.0
realms,strong,2017,3,2017.5,0,3735,0.0
realms,strong,2017,4,2017.75,0,4178,0.0
realms,strong,2018,1,2018.0,1,3795,0.00026350461133069827
realms,strong,2018,2,2018.25,0,3994,0.0
realms,strong,2018,3,2018.5,0,3977,0.0
realms,strong,2018,4,2018.75,0,4181,0.0
realms,strong,2019,1,2019.0,1,4148,0.00024108003857280618
realms,strong,2019,2,2019.25,0,3979,0.0
realms,strong,2019,3,2019.5,0,4382,0.0
realms,strong,2019,4,2019.75,0,4093,0.0
realms,strong,2020,1,2020.0,0,3777,0.0
realms,strong,2020,2,2020.25,0,4352,0.0
realms,strong,2020,3,2020.5,1,4512,0.00022163120567375886
realms,strong,2020,4,2020.75,0,4648,0.0
realms,strong,2021,1,2021.0,1,4096,0.000244140625
realms,strong,2021,2,2021.25,1,4077,0.0002452783909737552
realms,strong,2021,3,2021.5,0,4387,0.0
realms,strong,2021,4,2021.75,2,4558,0.00043878894251864854
realms,strong,2022,1,2022.0,0,4068,0.0
realms,strong,2022,2,2022.25,0,4146,0.0
realms,strong,2022,3,2022.5,0,4452,0.0
realms,strong,2022,4,2022.75,0,4476,0.0
realms,strong,2023,1,2023.0,0,4266,0.0
realms,strong,2023,2,2023.25,1,4297,0.00023272050267628578
realms,strong,2023,3,2023.5,2,4702,0.0004253509145044662
realms,strong,2023,4,2023.75,0,4738,0.0
realms,strong,2024,1,2024.0,0,4408,0.0
realms,strong,2024,2,2024.25,1,4905,0.00020387359836901122
realms,strong,2024,3,2024.5,0,4808,0.0
realms,strong,2024,4,2024.75,1,5105,0.0001958863858961802
realms,strong,2025,1,2025.0,1,4932,0.00020275750202757503
realms,strong,2025,2,2025.25,0,5094,0.0
realms,strong,2025,3,2025.5,0,5832,0.0
realms,strong,2025,4,2025.75,0,6011,0.0
realms,strong,2026,1,2026.0,0,5455,0.0
realms,strong,2026,2,2026.25,0,6008,0.0
realms,strong,2026,3,2026.5,0,634,0.0
redshift,control,2015,1,2015.0,377,3620,0.10414364640883977
redshift,control,2015,2,2015.25,357,3633,0.09826589595375723
redshift,control,2015,3,2015.5,349,3733,0.09349049022234128
redshift,control,2015,4,2015.75,381,3952,0.09640688259109312
redshift,control,2016,1,2016.0,379,3706,0.10226659471127901
redshift,control,2016,2,2016.25,377,3726,0.1011808910359635
redshift,control,2016,3,2016.5,367,3863,0.09500388299249288
redshift,control,2016,4,2016.75,368,3884,0.09474768280123584
redshift,control,2017,1,2017.0,334,3613,0.0924439523941323
redshift,control,2017,2,2017.25,350,3611,0.09692605926336195
redshift,control,2017,3,2017.5,359,3735,0.0961178045515395
redshift,control,2017,4,2017.75,420,4178,0.10052656773575874
redshift,control,2018,1,2018.0,340,3795,0.08959156785243742
redshift,control,2018,2,2018.25,331,3994,0.0828743114672008
redshift,control,2018,3,2018.5,365,3977,0.09177772190093035
redshift,control,2018,4,2018.75,397,4181,0.09495336044008611
redshift,control,2019,1,2019.0,380,4148,0.09161041465766634
redshift,control,2019,2,2019.25,359,3979,0.09022367429002262
redshift,control,2019,3,2019.5,376,4382,0.08580556823368325
redshift,control,2019,4,2019.75,385,4093,0.09406303444905936
redshift,control,2020,1,2020.0,350,3777,0.09266613714588298
redshift,control,2020,2,2020.25,388,4352,0.08915441176470588
redshift,control,2020,3,2020.5,481,4512,0.10660460992907801
redshift,control,2020,4,2020.75,430,4648,0.09251290877796901
redshift,control,2021,1,2021.0,357,4096,0.087158203125
redshift,control,2021,2,2021.25,392,4077,0.09614912926171204
redshift,control,2021,3,2021.5,396,4387,0.09026669705949396
redshift,control,2021,4,2021.75,450,4558,0.09872751206669592
redshift,control,2022,1,2022.0,365,4068,0.08972468043264503
redshift,control,2022,2,2022.25,400,4146,0.0964785335262904
redshift,control,2022,3,2022.5,438,4452,0.09838274932614555
redshift,control,2022,4,2022.75,443,4476,0.09897229669347632
redshift,control,2023,1,2023.0,393,4266,0.09212376933895922
redshift,control,2023,2,2023.25,467,4297,0.10868047474982546
redshift,control,2023,3,2023.5,430,4702,0.09145044661846023
redshift,control,2023,4,2023.75,477,4738,0.10067539046010975
redshift,control,2024,1,2024.0,452,4408,0.10254083484573502
redshift,control,2024,2,2024.25,509,4905,0.1037716615698267
redshift,control,2024,3,2024.5,488,4808,0.10149750415973377
redshift,control,2024,4,2024.75,543,5105,0.10636630754162586
redshift,control,2025,1,2025.0,553,4932,0.11212489862124898
redshift,control,2025,2,2025.25,585,5094,0.11484098939929328
redshift,control,2025,3,2025.5,627,5832,0.10751028806584362
redshift,control,2025,4,2025.75,668,6011,0.11112959574114124
redshift,control,2026,1,2026.0,618,5455,0.11329055912007333
redshift,control,2026,2,2026.25,707,6008,0.11767643142476698
redshift,control,2026,3,2026.5,81,634,0.1277602523659306
robust,soft,2015,1,2015.0,99,3620,0.027348066298342542
robust,soft,2015,2,2015.25,98,3633,0.02697495183044316
robust,soft,2015,3,2015.5,90,3733,0.02410929547281007
robust,soft,2015,4,2015.75,114,3952,0.028846153846153848
robust,soft,2016,1,2016.0,99,3706,0.02671343766864544
robust,soft,2016,2,2016.25,80,3726,0.02147074610842727
robust,soft,2016,3,2016.5,101,3863,0.026145482785399948
robust,soft,2016,4,2016.75,82,3884,0.021112255406797117
robust,soft,2017,1,2017.0,91,3613,0.025186825352892333
robust,soft,2017,2,2017.25,91,3611,0.025200775408474107
robust,soft,2017,3,2017.5,102,3735,0.027309236947791166
robust,soft,2017,4,2017.75,98,4178,0.023456199138343705
robust,soft,2018,1,2018.0,99,3795,0.02608695652173913
robust,soft,2018,2,2018.25,98,3994,0.024536805207811718
robust,soft,2018,3,2018.5,106,3977,0.02665325622328388
robust,soft,2018,4,2018.75,115,4181,0.027505381487682373
robust,soft,2019,1,2019.0,115,4148,0.02772420443587271
robust,soft,2019,2,2019.25,106,3979,0.026639859261120884
robust,soft,2019,3,2019.5,117,4382,0.026700136923779098
robust,soft,2019,4,2019.75,118,4093,0.028829709259711702
robust,soft,2020,1,2020.0,87,3777,0.023034154090548053
robust,soft,2020,2,2020.25,125,4352,0.028722426470588234
robust,soft,2020,3,2020.5,113,4512,0.025044326241134753
robust,soft,2020,4,2020.75,168,4648,0.03614457831325301
robust,soft,2021,1,2021.0,135,4096,0.032958984375
robust,soft,2021,2,2021.25,126,4077,0.03090507726269316
robust,soft,2021,3,2021.5,116,4387,0.02644175974470025
robust,soft,2021,4,2021.75,135,4558,0.029618253620008774
robust,soft,2022,1,2022.0,130,4068,0.0319567354965585
robust,soft,2022,2,2022.25,129,4146,0.031114327062228653
robust,soft,2022,3,2022.5,157,4452,0.03526504941599281
robust,soft,2022,4,2022.75,148,4476,0.03306523681858802
robust,soft,2023,1,2023.0,132,4266,0.030942334739803096
robust,soft,2023,2,2023.25,158,4297,0.036769839422853154
robust,soft,2023,3,2023.5,183,4702,0.03891960867715866
robust,soft,2023,4,2023.75,193,4738,0.040734487125369354
robust,soft,2024,1,2024.0,163,4408,0.036978221415607984
robust,soft,2024,2,2024.25,204,4905,0.04159021406727829
robust,soft,2024,3,2024.5,180,4808,0.03743760399334443
robust,soft,2024,4,2024.75,222,5105,0.04348677766895201
robust,soft,2025,1,2025.0,237,4932,0.04805352798053528
robust,soft,2025,2,2025.25,292,5094,0.05732234000785238
robust,soft,2025,3,2025.5,339,5832,0.058127572016460904
robust,soft,2025,4,2025.75,405,6011,0.06737647645982366
robust,soft,2026,1,2026.0,400,5455,0.07332722273143905
robust,soft,2026,2,2026.25,479,6008,0.07972703062583222
robust,soft,2026,3,2026.5,41,634,0.06466876971608833
sample,control,2015,1,2015.0,456,3620,0.12596685082872927
sample,control,2015,2,2015.25,451,3633,0.12413982934214148
sample,control,2015,3,2015.5,451,3733,0.12081435842485937
sample,control,2015,4,2015.75,495,3952,0.12525303643724697
sample,control,2016,1,2016.0,491,3706,0.13248785752833242
sample,control,2016,2,2016.25,468,3726,0.12560386473429952
sample,control,2016,3,2016.5,475,3863,0.12296142894123738
sample,control,2016,4,2016.75,497,3884,0.12796086508753862
sample,control,2017,1,2017.0,472,3613,0.13063935787434267
sample,control,2017,2,2017.25,467,3611,0.12932705621711438
sample,control,2017,3,2017.5,475,3735,0.12717536813922356
sample,control,2017,4,2017.75,538,4178,0.12876974629009094
sample,control,2018,1,2018.0,461,3795,0.12147562582345191
sample,control,2018,2,2018.25,526,3994,0.13169754631947922
sample,control,2018,3,2018.5,524,3977,0.13175760623585617
sample,control,2018,4,2018.75,561,4181,0.13417842621382445
sample,control,2019,1,2019.0,521,4148,0.125602700096432
sample,control,2019,2,2019.25,479,3979,0.12038200552902739
sample,control,2019,3,2019.5,495,4382,0.11296211775445002
sample,control,2019,4,2019.75,456,4093,0.1114097239188859
sample,control,2020,1,2020.0,498,3777,0.1318506751389992
sample,control,2020,2,2020.25,540,4352,0.12408088235294118
sample,control,2020,3,2020.5,582,4512,0.12898936170212766
sample,control,2020,4,2020.75,567,4648,0.12198795180722892
sample,control,2021,1,2021.0,523,4096,0.127685546875
sample,control,2021,2,2021.25,497,4077,0.12190336031395634
sample,control,2021,3,2021.5,554,4387,0.12628219740141328
sample,control,2021,4,2021.75,533,4558,0.11693725318121984
sample,control,2022,1,2022.0,554,4068,0.13618485742379546
sample,control,2022,2,2022.25,560,4146,0.13506994693680657
sample,control,2022,3,2022.5,579,4452,0.13005390835579514
sample,control,2022,4,2022.75,568,4476,0.12689901697944594
sample,control,2023,1,2023.0,546,4266,0.1279887482419128
sample,control,2023,2,2023.25,576,4297,0.1340470095415406
sample,control,2023,3,2023.5,554,4702,0.11782220331773713
sample,control,2023,4,2023.75,597,4738,0.1260025327142254
sample,control,2024,1,2024.0,602,4408,0.1365698729582577
sample,control,2024,2,2024.25,625,4905,0.127420998980632
sample,control,2024,3,2024.5,599,4808,0.12458402662229617
sample,control,2024,4,2024.75,639,5105,0.12517140058765916
sample,control,2025,1,2025.0,657,4932,0.1332116788321168
sample,control,2025,2,2025.25,687,5094,0.1348645465253239
sample,control,2025,3,2025.5,735,5832,0.12602880658436214
sample,control,2025,4,2025.75,811,6011,0.1349193145899185
sample,control,2026,1,2026.0,725,5455,0.13290559120073328
sample,control,2026,2,2026.25,793,6008,0.13199067909454062
sample,control,2026,3,2026.5,86,634,0.13564668769716087
seamless,soft,2015,1,2015.0,0,3620,0.0
seamless,soft,2015,2,2015.25,0,3633,0.0
seamless,soft,2015,3,2015.5,0,3733,0.0
seamless,soft,2015,4,2015.75,0,3952,0.0
seamless,soft,2016,1,2016.0,0,3706,0.0
seamless,soft,2016,2,2016.25,0,3726,0.0
seamless,soft,2016,3,2016.5,1,3863,0.0002588661661920787
seamless,soft,2016,4,2016.75,0,3884,0.0
seamless,soft,2017,1,2017.0,3,3613,0.0008303349017437033
seamless,soft,2017,2,2017.25,2,3611,0.0005538631957906397
seamless,soft,2017,3,2017.5,0,3735,0.0
seamless,soft,2017,4,2017.75,3,4178,0.0007180469123982767
seamless,soft,2018,1,2018.0,0,3795,0.0
seamless,soft,2018,2,2018.25,0,3994,0.0
seamless,soft,2018,3,2018.5,1,3977,0.00025144581342720644
seamless,soft,2018,4,2018.75,0,4181,0.0
seamless,soft,2019,1,2019.0,1,4148,0.00024108003857280618
seamless,soft,2019,2,2019.25,0,3979,0.0
seamless,soft,2019,3,2019.5,1,4382,0.00022820629849383843
seamless,soft,2019,4,2019.75,0,4093,0.0
seamless,soft,2020,1,2020.0,1,3777,0.00026476039184537993
seamless,soft,2020,2,2020.25,0,4352,0.0
seamless,soft,2020,3,2020.5,1,4512,0.00022163120567375886
seamless,soft,2020,4,2020.75,4,4648,0.0008605851979345956
seamless,soft,2021,1,2021.0,1,4096,0.000244140625
seamless,soft,2021,2,2021.25,0,4077,0.0
seamless,soft,2021,3,2021.5,3,4387,0.0006838386140870754
seamless,soft,2021,4,2021.75,3,4558,0.0006581834137779728
seamless,soft,2022,1,2022.0,0,4068,0.0
seamless,soft,2022,2,2022.25,1,4146,0.000241196333815726
seamless,soft,2022,3,2022.5,1,4452,0.00022461814914645105
seamless,soft,2022,4,2022.75,2,4476,0.00044682752457551384
seamless,soft,2023,1,2023.0,2,4266,0.00046882325363338024
seamless,soft,2023,2,2023.25,1,4297,0.00023272050267628578
seamless,soft,2023,3,2023.5,2,4702,0.0004253509145044662
seamless,soft,2023,4,2023.75,2,4738,0.00042211903756859433
seamless,soft,2024,1,2024.0,2,4408,0.00045372050816696913
seamless,soft,2024,2,2024.25,2,4905,0.00040774719673802244
seamless,soft,2024,3,2024.5,4,4808,0.0008319467554076539
seamless,soft,2024,4,2024.75,3,5105,0.0005876591576885406
seamless,soft,2025,1,2025.0,3,4932,0.0006082725060827251
seamless,soft,2025,2,2025.25,4,5094,0.0007852375343541421
seamless,soft,2025,3,2025.5,5,5832,0.0008573388203017832
seamless,soft,2025,4,2025.75,6,6011,0.000998170021627017
seamless,soft,2026,1,2026.0,4,5455,0.0007332722273143905
seamless,soft,2026,2,2026.25,3,6008,0.0004993342210386152
seamless,soft,2026,3,2026.5,0,634,0.0
seamlessly,soft,2015,1,2015.0,0,3620,0.0
seamlessly,soft,2015,2,2015.25,1,3633,0.0002752546105147261
seamlessly,soft,2015,3,2015.5,1,3733,0.0002678810608090008
seamlessly,soft,2015,4,2015.75,1,3952,0.00025303643724696357
seamlessly,soft,2016,1,2016.0,0,3706,0.0
seamlessly,soft,2016,2,2016.25,2,3726,0.0005367686527106817
seamlessly,soft,2016,3,2016.5,1,3863,0.0002588661661920787
seamlessly,soft,2016,4,2016.75,1,3884,0.00025746652935118434
seamlessly,soft,2017,1,2017.0,0,3613,0.0
seamlessly,soft,2017,2,2017.25,0,3611,0.0
seamlessly,soft,2017,3,2017.5,1,3735,0.0002677376171352075
seamlessly,soft,2017,4,2017.75,0,4178,0.0
seamlessly,soft,2018,1,2018.0,1,3795,0.00026350461133069827
seamlessly,soft,2018,2,2018.25,0,3994,0.0
seamlessly,soft,2018,3,2018.5,0,3977,0.0
seamlessly,soft,2018,4,2018.75,2,4181,0.00047835446065534564
seamlessly,soft,2019,1,2019.0,0,4148,0.0
seamlessly,soft,2019,2,2019.25,3,3979,0.0007539582809751194
seamlessly,soft,2019,3,2019.5,0,4382,0.0
seamlessly,soft,2019,4,2019.75,0,4093,0.0
seamlessly,soft,2020,1,2020.0,3,3777,0.0007942811755361397
seamlessly,soft,2020,2,2020.25,4,4352,0.0009191176470588235
seamlessly,soft,2020,3,2020.5,2,4512,0.0004432624113475177
seamlessly,soft,2020,4,2020.75,1,4648,0.0002151462994836489
seamlessly,soft,2021,1,2021.0,1,4096,0.000244140625
seamlessly,soft,2021,2,2021.25,2,4077,0.0004905567819475104
seamlessly,soft,2021,3,2021.5,1,4387,0.00022794620469569182
seamlessly,soft,2021,4,2021.75,3,4558,0.0006581834137779728
seamlessly,soft,2022,1,2022.0,0,4068,0.0
seamlessly,soft,2022,2,2022.25,1,4146,0.000241196333815726
seamlessly,soft,2022,3,2022.5,3,4452,0.0006738544474393531
seamlessly,soft,2022,4,2022.75,3,4476,0.0006702412868632708
seamlessly,soft,2023,1,2023.0,1,4266,0.00023441162681669012
seamlessly,soft,2023,2,2023.25,2,4297,0.00046544100535257155
seamlessly,soft,2023,3,2023.5,1,4702,0.0002126754572522331
seamlessly,soft,2023,4,2023.75,2,4738,0.00042211903756859433
seamlessly,soft,2024,1,2024.0,5,4408,0.001134301270417423
seamlessly,soft,2024,2,2024.25,6,4905,0.0012232415902140672
seamlessly,soft,2024,3,2024.5,2,4808,0.00041597337770382697
seamlessly,soft,2024,4,2024.75,5,5105,0.0009794319294809011
seamlessly,soft,2025,1,2025.0,1,4932,0.00020275750202757503
seamlessly,soft,2025,2,2025.25,3,5094,0.0005889281507656066
seamlessly,soft,2025,3,2025.5,2,5832,0.0003429355281207133
seamlessly,soft,2025,4,2025.75,8,6011,0.0013308933621693562
seamlessly,soft,2026,1,2026.0,5,5455,0.0009165902841429881
seamlessly,soft,2026,2,2026.25,2,6008,0.00033288948069241014
seamlessly,soft,2026,3,2026.5,0,634,0.0
showcases,strong,2015,1,2015.0,0,3620,0.0
showcases,strong,2015,2,2015.25,1,3633,0.0002752546105147261
showcases,strong,2015,3,2015.5,0,3733,0.0
showcases,strong,2015,4,2015.75,0,3952,0.0
showcases,strong,2016,1,2016.0,0,3706,0.0
showcases,strong,2016,2,2016.25,0,3726,0.0
showcases,strong,2016,3,2016.5,0,3863,0.0
showcases,strong,2016,4,2016.75,0,3884,0.0
showcases,strong,2017,1,2017.0,0,3613,0.0
showcases,strong,2017,2,2017.25,0,3611,0.0
showcases,strong,2017,3,2017.5,0,3735,0.0
showcases,strong,2017,4,2017.75,0,4178,0.0
showcases,strong,2018,1,2018.0,1,3795,0.00026350461133069827
showcases,strong,2018,2,2018.25,1,3994,0.0002503755633450175
showcases,strong,2018,3,2018.5,0,3977,0.0
showcases,strong,2018,4,2018.75,2,4181,0.00047835446065534564
showcases,strong,2019,1,2019.0,1,4148,0.00024108003857280618
showcases,strong,2019,2,2019.25,1,3979,0.00025131942699170643
showcases,strong,2019,3,2019.5,0,4382,0.0
showcases,strong,2019,4,2019.75,1,4093,0.0002443195699975568
showcases,strong,2020,1,2020.0,0,3777,0.0
