marker,q,quarter,year,obs_rate,bg_rate,pi,assisted_rate,excess_ratio
showcases,29,2022Q2,2022,8.62371125821672e-07,1.4474143925999746e-06,0.0224213957963651,-2.4645665275221077e-05,0.5958011266369987
showcases,30,2022Q3,2022,1.3361946563285074e-06,1.587618569645351e-06,0.0255817135073226,-8.240648533919663e-06,0.8416345600108421
showcases,31,2022Q4,2022,1.2528500811480164e-06,1.7414036612936704e-06,0.0315770469630995,-1.3730390794868453e-05,0.7194484018813233
showcases,32,2023Q1,2023,1.6142780178693473e-06,1.9100851864213303e-06,0.0453715362686002,-4.6095787456262845e-06,0.845134043939581
showcases,33,2023Q2,2023,1.4858709020447684e-06,2.0951060919877842e-06,0.0783600738841893,-5.679710338678461e-06,0.7092103391456474
showcases,34,2023Q3,2023,3.809475907170939e-06,2.2980490963904564e-06,0.1455438832721339,1.2682730175391614e-05,1.6576999652246243
showcases,35,2023Q4,2023,4.083818178234752e-06,2.520650228461927e-06,0.2014588297189642,1.0279892908236501e-05,1.6201447277858352
showcases,36,2024Q1,2024,3.2283977815692135e-06,2.7648136779257157e-06,0.2441403906410504,4.663655989213267e-06,1.1676728190925687
showcases,37,2024Q2,2024,3.875897772765588e-06,3.0326280843453343e-06,0.2684933101588826,6.17337556859827e-06,1.278065646352508
showcases,38,2024Q3,2024,4.902918790757184e-06,3.326384403906716e-06,0.3374619590875166,7.99812397157044e-06,1.4739483461378926
showcases,39,2024Q4,2024,4.3585644642646715e-06,3.6485955068712065e-06,0.4010375087971567,5.418926066531062e-06,1.1945869187352827
showcases,40,2025Q1,2025,4.036801335723011e-06,4.0020176733410705e-06,0.4830392021193057,4.074027692878469e-06,1.0086915314276714
showcases,41,2025Q2,2025,2.9235918466226854e-06,4.389674171217908e-06,0.6047204670325916,1.9652774383118802e-06,0.666015684214562
showcases,42,2025Q3,2025,2.9458705492422208e-06,4.81488111804633e-06,0.736230847313499,2.276260825750625e-06,0.6118262272771394
showcases,43,2025Q4,2025,2.6241397237325884e-06,5.281275847971872e-06,0.8525674304452211,2.164647145827228e-06,0.4968760957146968
showcases,44,2026Q1,2026,1.884886855231487e-06,5.792848026471809e-06,0.9059333633046016,1.4791078226833878e-06,0.32538172011729705
boasts,0,2015Q1,2015,1.7717897583641985e-07,1.1382003485062449e-07,0.0,,1.5566589490940377
boasts,1,2015Q2,2015,8.708941640206362e-08,1.1695989585487086e-07,0.0,,0.7446092163943795
boasts,2,2015Q3,2015,2.1812221291615917e-07,1.201863736585142e-07,0.0,,1.814866413524634
boasts,3,2015Q4,2015,2.1171444835937392e-07,1.2350185768896106e-07,0.0,,1.7142612453051185
boasts,4,2016Q1,2016,1.7573132788741947e-07,1.2690880328881498e-07,0.0,,1.384705578599585
boasts,5,2016Q2,2016,4.272623455745704e-08,1.3040973353422458e-07,0.0,,0.32763071742834304
boasts,6,2016Q3,2016,2.0731293045161172e-07,1.3400724110339444e-07,0.0,,1.5470278228596441
boasts,7,2016Q4,2016,3.966212470557317e-08,1.377039901966397e-07,0.0,,0.2880245129348548
boasts,8,2017Q1,2017,1.3146714839735631e-07,1.4150271850940985e-07,0.0,,0.9290786055719051
boasts,9,2017Q2,2017,8.485466432513049e-08,1.4540623925973854e-07,0.0,,0.5835696236772547
boasts,10,2017Q3,2017,2.9651136587367666e-07,1.4941744327162431e-07,0.0,,1.9844494684241916
boasts,11,2017Q4,2017,1.1533148305753603e-07,1.5353930111588233e-07,0.0,,0.7511528463353542
boasts,12,2018Q1,2018,2.474981545918848e-07,1.5777486531005684e-07,0.0,,1.568679232306775
boasts,13,2018Q2,2018,3.438524680354746e-07,1.62127272579018e-07,0.0,,2.120879865340897
boasts,14,2018Q3,2018,1.1936800846653412e-07,1.6659974617792168e-07,0.0,,0.7164957402699401
boasts,15,2018Q4,2018,1.0958294448129882e-07,1.711955982792491e-07,0.0,,0.6401037502293162
boasts,16,2019Q1,2019,7.686708516438738e-08,1.759182324256987e-07,0.0,,0.4369478029905352
boasts,17,2019Q2,2019,1.882572719360103e-07,1.8077114605074145e-07,0.0,,1.0414121725110241
boasts,18,2019Q3,2019,2.5268809596487433e-07,1.8575793306870846e-07,0.0,,1.3603085036018872
boasts,19,2019Q4,2019,3.5685846643499893e-07,1.9088228653633216e-07,0.0,,1.86952112168394
boasts,20,2020Q1,2020,8.153287346346714e-08,1.961480013877059e-07,0.0066251231857163,-1.7103926987609908e-05,0.4156701719448538
boasts,21,2020Q2,2020,6.520098971190323e-08,2.0155897724469303e-07,0.0082047179568557,-1.6417901709865428e-05,0.32348343201180807
boasts,22,2020Q3,2020,2.1536911543504607e-07,2.0711922130486187e-07,0.0099446543138359,1.0367000060995835e-06,1.0398316200602216
boasts,23,2020Q4,2020,1.2021853686286543e-07,2.1283285130909167e-07,0.0120938189286729,-7.4451546704529166e-06,0.5648495339108864
boasts,24,2021Q1,2021,1.0366372841043041e-07,2.1870409859103993e-07,0.0134601634650189,-8.328024957083767e-06,0.4739907897394905
boasts,25,2021Q2,2021,9.887377822908164e-08,2.2473731121073486e-07,0.015056340729309,-8.1347661859866e-06,0.43995266160485597
boasts,26,2021Q3,2021,1.6389841156871037e-07,2.309369571746097e-07,0.0169425234059064,-3.7258848219547464e-06,0.7097106222144774
boasts,27,2021Q4,2021,2.1456581243827594e-07,2.3730762774436919e-07,0.0186303001379809,-9.833820625806054e-07,0.9041673648577743
boasts,28,2022Q1,2022,9.900904160468838e-08,2.4385404083713123e-07,0.020437028289517,-6.843526628236947e-06,0.40601763770162813
boasts,29,2022Q2,2022,2.555173706138287e-07,2.505810445193679e-07,0.0224213957963651,4.707424537060824e-07,1.0196995191872116
boasts,30,2022Q3,2022,1.5907079242006042e-07,2.5749362059722855e-07,0.0255817135073226,-3.589896357755676e-06,0.6177659549433223
boasts,31,2022Q4,2022,3.361305095762971e-07,2.645968883059101e-07,0.0315770469630995,2.5299645572326537e-06,1.2703494426120552
boasts,32,2023Q1,2023,3.228556035738695e-07,2.718961081007993e-07,0.0453715362686002,1.395056125680746e-06,1.1874226734211955
boasts,33,2023Q2,2023,1.9380924809279586e-07,2.793966855532005e-07,0.0783600738841893,-8.128360449429051e-07,0.6936705340976288
boasts,34,2023Q3,2023,4.6457023258182183e-07,2.8710417535352866e-07,0.1455438832721339,1.506434409221702e-06,1.6181242645104987
boasts,35,2023Q4,2023,6.21450592340071e-07,2.950242854249403e-07,0.2014588297189642,1.915337018157959e-06,2.1064387680660266
boasts,36,2024Q1,2024,4.656342954186366e-07,3.031628811504397e-07,0.2441403906410504,9.686464328134333e-07,1.5359211973829112
boasts,37,2024Q2,2024,7.464692006807799e-07,3.1152598971659405e-07,0.2684933101588826,1.931466578578214e-06,2.3961699033838837
boasts,38,2024Q3,2024,6.834371647722135e-07,3.201198045770806e-07,0.3374619590875166,1.3967370362719603e-06,2.134941840524743
boasts,39,2024Q4,2024,7.132196396069462e-07,3.2895069003936025e-07,0.4010375087971567,1.2871377452106702e-06,2.1681658108745925
boasts,40,2025Q1,2025,5.727893787174542e-07,3.3802518597788373e-07,0.4830392021193057,8.240399684418258e-07,1.6945168658377148
boasts,41,2025Q2,2025,2.9504137901696824e-07,3.473500126773131e-07,0.6047204670325916,2.608494946494924e-07,0.849406558942782
boasts,42,2025Q3,2025,3.0686151554606464e-07,3.569320758093558e-07,0.736230847313499,2.889227544857543e-07,0.8597196395147328
boasts,43,2025Q4,2025,4.0371380365116747e-07,3.66778471546884e-07,0.8525674304452211,4.1010094761777426e-07,1.100702017619816
boasts,44,2026Q1,2026,3.6958565788852685e-07,3.768964918191376e-07,0.9059333633046016,3.6882654514674355e-07,0.9806025418402701
tapestry,0,2015Q1,2015,4.429474395910496e-08,3.995625568544487e-08,0.0,,1.1085809518242846
tapestry,1,2015Q2,2015,4.354470820103181e-08,4.339807379819106e-08,0.0,,1.0033788228372216
tapestry,2,2015Q3,2015,4.362444258323184e-08,4.713636893857666e-08,0.0,,0.9254943383542926
tapestry,3,2015Q4,2015,0.0,5.119667953572249e-08,0.0,,0.0
tapestry,4,2016Q1,2016,4.393283197185487e-08,5.56067438902436e-08,0.0,,0.7900630193087612
tapestry,5,2016Q2,2016,0.0,6.039668967042312e-08,0.0,,0.0
tapestry,6,2016Q3,2016,1.6585034436128938e-07,6.559923973152147e-08,0.0,,2.5282357698056623
tapestry,7,2016Q4,2016,3.966212470557317e-08,7.124993566428819e-08,0.0,,0.5566619020184264
tapestry,8,2017Q1,2017,4.3822382799118765e-08,7.738738059986728e-08,0.0,,0.566272982228241
tapestry,9,2017Q2,2017,4.242733216256524e-08,8.405350292983406e-08,0.0,,0.5047657823134701
tapestry,10,2017Q3,2017,4.235876655338238e-08,9.129384274298257e-08,0.0,,0.46398273181066585
tapestry,11,2017Q4,2017,7.688765537169068e-08,9.915786293568164e-08,0.0,,0.7754065395859082
tapestry,12,2018Q1,2018,1.7324870821431938e-06,1.0769928712117043e-07,0.0,,16.08633750930965
tapestry,13,2018Q2,2018,0.0,1.1697646664624087e-07,0.0,,0.0
tapestry,14,2018Q3,2018,0.0,1.2705277922261536e-07,0.0,,0.0
tapestry,15,2018Q4,2018,0.0,1.3799706189629005e-07,0.0,,0.0
tapestry,16,2019Q1,2019,0.0,1.4988408131271186e-07,0.0,,0.0
tapestry,17,2019Q2,2019,0.0,1.6279504449043364e-07,0.0,,0.0
tapestry,18,2019Q3,2019,0.0,1.768181535926359e-07,0.0,,0.0
tapestry,19,2019Q4,2019,1.0705753993049967e-07,1.9204920848647944e-07,0.0,,0.5574484829914657
tapestry,20,2020Q1,2020,0.0,2.085922612067098e-07,0.0066251231857163,-3.127644663685222e-05,0.0
tapestry,21,2020Q2,2020,3.2600494855951615e-08,2.265603267945338e-07,0.0082047179568557,-2.341347616909905e-05,0.14389321959937323
tapestry,22,2020Q3,2020,0.0,2.4607615536790936e-07,0.0099446543138359,-2.449848988002922e-05,0.0
tapestry,23,2020Q4,2020,3.005463421571636e-08,2.6727307069770893e-07,0.0120938189286729,-1.934757629004292e-05,0.11244916720288943
tapestry,24,2021Q1,2021,0.0,2.9029588101854106e-07,0.0134601634650189,-2.1276743908132595e-05,0.0
tapestry,25,2021Q2,2021,6.59158521527211e-08,3.1530186829650237e-07,0.015056340729309,-1.6248219151012066e-05,0.20905633229783274
tapestry,26,2021Q3,2021,9.833904694122623e-08,3.4246186271211795e-07,0.0169425234059064,-1.4066419855921784e-05,0.287153279382506
tapestry,27,2021Q4,2021,9.195677675926112e-08,3.719614096988677e-07,0.0186303001379809,-1.4657567415162711e-05,0.24722128253494746
tapestry,28,2022Q1,2022,0.0,4.0400203751000907e-07,0.020437028289517,-1.936413801625889e-05,0.0
tapestry,29,2022Q2,2022,9.581901398018577e-08,4.388026339731759e-07,0.0224213957963651,-1.4858354737852612e-05,0.21836471926475082
tapestry,30,2022Q3,2022,3.181415848401208e-08,4.7660094183813867e-07,0.0255817135073226,-1.6910302528361746e-05,0.06675219390316833
tapestry,31,2022Q4,2022,6.11146381047813e-08,5.176551829333049e-07,0.0315770469630995,-1.3940332144445047e-05,0.11806051618854428
tapestry,32,2023Q1,2023,3.2285560357386945e-08,5.622458222265101e-07,0.0453715362686002,-1.1118210813223306e-05,0.05742249934296562
tapestry,33,2023Q2,2023,1.2920616539519724e-07,6.106774838413898e-07,0.0783600738841893,-5.5336673920679095e-06,0.21157840073362805
tapestry,34,2023Q3,2023,3.097134883878812e-07,6.632810321187417e-07,0.1455438832721339,-1.7660037703883466e-06,0.4669415728632441
tapestry,35,2023Q4,2023,1.7755731209716315e-07,7.204158319398077e-07,0.2014588297189642,-1.9742216808459762e-06,0.24646503342252818
tapestry,36,2024Q1,2024,4.035497226961517e-07,7.824722037530149e-07,0.2441403906410504,-7.695957685391133e-07,0.5157368156473594
tapestry,37,2024Q2,2024,4.3065530808506534e-07,8.498740900758752e-07,0.2684933101588826,-7.115010583132393e-07,0.5067283649588814
tapestry,38,2024Q3,2024,2.0800261536545628e-07,9.230819516884516e-07,0.3374619590875166,-1.1959104771368325e-06,0.22533493909721572
tapestry,39,2024Q4,2024,1.5849325324598806e-07,1.0025959133039229e-06,0.4010375087971567,-1.1022013725900477e-06,0.15808288378484847
tapestry,40,2025Q1,2025,1.3637842350415576e-07,1.0889591802061242e-06,0.4830392021193057,-8.830976477336727e-07,0.12523740649152826
tapestry,41,2025Q2,2025,8.046583064099134e-08,1.1827617491950873e-06,0.6047204670325916,-6.400571872353996e-07,0.06803215499296565
tapestry,42,2025Q3,2025,3.068615155460647e-08,1.2846444391921366e-06,0.736230847313499,-4.185690192132193e-07,0.02388688310821927
tapestry,43,2025Q4,2025,1.682140848546531e-07,1.3953032690399174e-06,0.8525674304452211,-4.398368981618549e-08,0.12055736454369388
tapestry,44,2026Q1,2026,7.391713157770536e-08,1.5154942124046343e-06,0.9059333633046016,-7.576750641367137e-08,0.04877427506662732
realm,0,2015Q1,2015,3.765053236523922e-06,3.9484940254587134e-06,0.0,,0.9535415812327384
realm,1,2015Q2,2015,3.0481295740722265e-06,3.9217546835870975e-06,0.0,,0.7772361659511565
realm,2,2015Q3,2015,3.969824275074097e-06,3.895196421488965e-06,0.0,,1.0191589448925928
realm,3,2015Q4,2015,5.0388038709531e-06,3.868818012885653e-06,0.0,,1.3024142914374988
realm,4,2016Q1,2016,3.1192310700016957e-06,3.842618239802903e-06,0.0,,0.8117462821812059
realm,5,2016Q2,2016,6.665292590963299e-06,3.81659589251462e-06,0.0,,1.7463972552178622
realm,6,2016Q3,2016,3.3170068872257875e-06,3.79074976948702e-06,0.0,,0.8750266013139292
realm,7,2016Q4,2016,3.9265503458517446e-06,3.7650786773231446e-06,0.0,,1.0428866651581903
realm,8,2017Q1,2017,4.075481600318045e-06,3.7395814307077718e-06,0.0,,1.0898229322811401
realm,9,2017Q2,2017,2.8850585870544366e-06,3.7142568523526553e-06,0.0,,0.776752578440289
realm,10,2017Q3,2017,3.0921899583969137e-06,3.6891037729422057e-06,0.0,,0.8381954395201983
realm,11,2017Q4,2017,3.459944491726081e-06,3.6641210310794758e-06,0.0,,0.944276802643377
realm,12,2018Q1,2018,4.537466167517889e-06,3.639307473232537e-06,0.0,,1.2467938477008047
realm,13,2018Q2,2018,2.7508197442837967e-06,3.614661953681223e-06,0.0,,0.7610171516820052
realm,14,2018Q3,2018,3.342304237062955e-06,3.590183334464223e-06,0.0,,0.9309564235837945
realm,15,2018Q4,2018,3.871930705005891e-06,3.565870485326542e-06,0.0,,1.085830436337713
realm,16,2019Q1,2019,4.266123226623499e-06,3.54172228366731e-06,0.0,,1.2045335249171771
realm,17,2019Q2,2019,4.442871617689843e-06,3.5177376144879516e-06,0.0,,1.262991190528733
realm,18,2019Q3,2019,3.609829942355348e-06,3.4939153703407022e-06,0.0,,1.0331761246991344
realm,19,2019Q4,2019,2.7121243449059916e-06,3.4702544512774707e-06,0.0,,0.7815347211521056
realm,20,2020Q1,2020,4.158176546636824e-06,3.4467537647990546e-06,0.0066251231857163,0.00011082932792909372,1.2064037150269842
realm,21,2020Q2,2020,3.846858393002291e-06,3.4234122258046956e-06,0.0082047179568557,5.503349430592933e-05,1.123691258682136
realm,22,2020Q3,2020,3.3843718139792953e-06,3.4002287565419747e-06,0.0099446543138359,1.8057095241723377e-06,0.995336507129948
realm,23,2020Q4,2020,3.486337569023097e-06,3.3772022865570572e-06,0.0120938189286729,1.2401256897404088e-05,1.0323152933125896
realm,24,2021Q1,2021,3.040802700039292e-06,3.354331752645243e-06,0.0134601634650189,-1.9938777088177495e-05,0.9065301002625336
realm,25,2021Q2,2021,4.943688911454082e-06,3.331616098801908e-06,0.015056340729309,0.00011040097920866289,1.4838711198543844
realm,26,2021Q3,2021,3.6385447368253706e-06,3.3090542761737243e-06,0.0169425234059064,2.275659775938245e-05,1.0995723953590262
realm,27,2021Q4,2021,3.923489141728474e-06,3.2866452430102363e-06,0.0186303001379809,3.746987868539197e-05,1.1937671551478286
realm,28,2022Q1,2022,3.432313442295864e-06,3.264387964615758e-06,0.020437028289517,1.1481114746084383e-05,1.0514416422007218
realm,29,2022Q2,2022,3.7369415452272454e-06,3.2422814133016e-06,0.0224213957963651,2.530425009795586e-05,1.152565452800081
realm,30,2022Q3,2022,4.358539712309655e-06,3.220324568338619e-06,0.0255817135073226,4.771363591924674e-05,1.35344733731552
realm,31,2022Q4,2022,3.422419733867752e-06,3.1985164159100826e-06,0.0315770469630995,1.0289214865936769e-05,1.0700022413028516
realm,32,2023Q1,2023,3.551411639312564e-06,3.1768559490648635e-06,0.0453715362686002,1.143215698252172e-05,1.1179013767866794
realm,33,2023Q2,2023,4.134597292646312e-06,3.1553421676709427e-06,0.0783600738841893,1.565220538429628e-05,1.3103483149969082
realm,34,2023Q3,2023,7.526037767825513e-06,3.133974078369231e-06,0.1455438832721339,3.3310877364947917e-05,2.4014358701210763
realm,35,2023Q4,2023,7.250256910634162e-06,3.1127506945277017e-06,0.2014588297189642,2.365047655086419e-05,2.3292122055840534
realm,36,2024Q1,2024,7.51223329942067e-06,3.0916710361958357e-06,0.2441403906410504,2.119831144754918e-05,2.429829438989777
realm,37,2024Q2,2024,7.95276802263754e-06,3.0707341300593732e-06,0.2684933101588826,2.1253808746291685e-05,2.589858869508762
realm,38,2024Q3,2024,5.200065384136407e-06,3.0499390093953736e-06,0.3374619590875166,9.42140197533941e-06,1.7049735644278603
realm,39,2024Q4,2024,3.1434495227120965e-06,3.029284714027584e-06,0.4010375087971567,3.313958357216049e-06,1.0376870513873637
realm,40,2025Q1,2025,3.0548766864930893e-06,3.008770290282082e-06,0.4830392021193057,3.1042209203939207e-06,1.0153240000939667
realm,41,2025Q2,2025,2.869947959528691e-06,2.9883947909432762e-06,0.6047204670325916,2.792524404753418e-06,0.9603643963730784
realm,42,2025Q3,2025,2.240089063486272e-06,2.9681572752101475e-06,0.736230847313499,1.979244335225914e-06,0.7547069968951265
realm,43,2025Q4,2025,2.0858546521976984e-06,2.948056808652813e-06,0.8525674304452211,1.9367559711286045e-06,0.707535433535584
realm,44,2026Q1,2026,2.0327211183868977e-06,2.928092463169385e-06,0.9059333633046016,1.939751177761358e-06,0.6942134321081747
realms,0,2015Q1,2015,4.429474395910496e-08,2.1449746313504495e-07,0.0,,0.20650474514571548
realms,1,2015Q2,2015,2.6126824920619086e-07,2.1719308982106687e-07,0.0,,1.2029307627670613
realms,2,2015Q3,2015,2.61746655499391e-07,2.1992259291347657e-07,0.0,,1.1901762889925962
realms,3,2015Q4,2015,1.6937155868749914e-07,2.22686398142928e-07,0.0,,0.7605833140234748
realms,4,2016Q1,2016,1.317984959155646e-07,2.2548493659030424e-07,0.0,,0.584511311081664
realms,5,2016Q2,2016,3.845361110171134e-07,2.2831864475395792e-07,0.0,,1.6842081006196383
realms,6,2016Q3,2016,3.3170068872257876e-07,2.3118796461779033e-07,0.0,,1.4347662486278656
realms,7,2016Q4,2016,7.139182447003172e-07,2.3409334372019233e-07,0.0,,3.049716123298453
realms,8,2017Q1,2017,4.820462107903064e-07,2.3703523522384557e-07,0.0,,2.033647910341614
realms,9,2017Q2,2017,2.1213666081282624e-07,2.40014097986407e-07,0.0,,0.883850834565728
realms,10,2017Q3,2017,3.8122889898044144e-07,2.430303966320754e-07,0.0,,1.5686469851653382
realms,11,2017Q4,2017,2.3066296611507206e-07,2.4608460162406386e-07,0.0,,0.9373319768599297
realms,12,2018Q1,2018,3.2999753945584643e-07,2.4917718933797666e-07,0.0,,1.3243489114416787
realms,13,2018Q2,2018,2.2923497869031637e-07,2.5230864213611254e-07,0.0,,0.9085498489054978
realms,14,2018Q3,2018,1.1936800846653412e-07,2.554794484427021e-07,0.0,,0.4672313534186508
realms,15,2018Q4,2018,3.2874883344389643e-07,2.586901028200857e-07,0.0,,1.2708210706945187
realms,16,2019Q1,2019,3.459018832397432e-07,2.61941106045856e-07,0.0,,1.32053303302151
realms,17,2019Q2,2019,3.0121163509761645e-07,2.652329651909623e-07,0.0,,1.1356493144837794
realms,18,2019Q3,2019,1.0829489827066042e-07,2.685661936988041e-07,0.0,,0.40323354469592215
realms,19,2019Q4,2019,2.4980092650449923e-07,2.719413114653109e-07,0.0,,0.9185839590111856
realms,20,2020Q1,2020,2.4459862039040143e-07,2.7535884492003606e-07,0.0066251231857163,-4.367607582625551e-06,0.8882904068741014
realms,21,2020Q2,2020,3.912059382714194e-07,2.788193271082622e-07,0.0082047179568557,1.3976622439188328e-05,1.4030804188818617
realms,22,2020Q3,2020,8.922434782309052e-07,2.823232977741461e-07,0.0099446543138359,6.161378452395102e-05,3.1603607823562796
realms,23,2020Q4,2020,3.0054634215716357e-07,2.8587130344490106e-07,0.0120938189286729,1.4993042809694678e-06,1.05133442404124
realms,24,2021Q1,2021,2.0732745682086082e-07,2.894638975160425e-07,0.0134601634650189,-5.812723561695942e-06,0.7162463388352962
realms,25,2021Q2,2021,7.25074373679932e-07,2.9310164033770417e-07,0.015056340729309,2.898352125214553e-05,2.473798416291768
realms,26,2021Q3,2021,4.916952347061311e-07,2.96785099302035e-07,0.0169425234059064,1.1800982598958295e-05,1.6567382791874539
realms,27,2021Q4,2021,1.532612945987685e-07,3.00514848931701e-07,0.0186303001379809,-7.603467010852302e-06,0.5099957461123684
realms,28,2022Q1,2022,2.310210970776062e-07,3.0429147096949175e-07,0.020437028289517,-3.2808860242081684e-06,0.7592098994479157
realms,29,2022Q2,2022,1.9163802796037154e-07,3.0811555446906117e-07,0.0224213957963651,-4.886811985571628e-06,0.6219680414726174
realms,30,2022Q3,2022,2.863274263561087e-07,3.119876958868e-07,0.0255817135073226,-6.910830922895358e-07,0.9177523028343986
realms,31,2022Q4,2022,1.5278659526195324e-07,3.1590849917487184e-07,0.0315770469630995,-4.849929335615082e-06,0.4836419268902857
realms,32,2023Q1,2023,3.551411639312564e-07,3.1987857587540913e-07,0.0453715362686002,1.0970748305292578e-06,1.11023741730544
realms,33,2023Q2,2023,5.491262029295883e-07,3.238985452159023e-07,0.0783600738841893,3.198164055053945e-06,1.6953648327242568
realms,34,2023Q3,2023,4.6457023258182183e-07,3.279690342057789e-07,0.1455438832721339,1.2665258138172572e-06,1.416506389717069
realms,35,2023Q4,2023,9.173794458353429e-07,3.3209067773420236e-07,0.2014588297189642,3.2373431748206818e-06,2.762436609466021
realms,36,2024Q1,2024,1.1796068817272127e-06,3.362641186690996e-07,0.2441403906410504,3.790599392089897e-06,3.5079772602440635
realms,37,2024Q2,2024,7.751795545531176e-07,3.4049000795742773e-07,0.2684933101588826,1.9594858270281507e-06,2.2766587460329824
realms,38,2024Q3,2024,5.645785274205242e-07,3.4476900472670887e-07,0.3374619590875166,9.961298967459793e-07,1.6375559278249323
realms,39,2024Q4,2024,3.169865064919761e-07,3.4910177638783236e-07,0.4010375087971567,2.69021312113604e-07,0.9080059969096863
realms,40,2025Q1,2025,2.4548116230748035e-07,3.534889987391579e-07,0.4830392021193057,1.2988843804387771e-07,0.6944520570175444
realms,41,2025Q2,2025,3.2186332256396537e-07,3.579313560719175e-07,0.6047204670325916,2.9828721390332073e-07,0.8992319815067972
realms,42,2025Q3,2025,1.841169093276388e-07,3.624295412769519e-07,0.736230847313499,1.2023290879411774e-07,0.5080074562325624
realms,43,2025Q4,2025,2.3549971879651436e-07,3.669842559527782e-07,0.8525674304452211,2.1276239330479854e-07,0.6417161362552223
realms,44,2026Q1,2026,1.8479282894426343e-07,3.7159621051502577e-07,0.9059333633046016,1.653962965507649e-07,0.4972947078446894
pivotal,0,2015Q1,2015,1.6832002704459886e-06,1.705477265017662e-06,0.0,,0.9869379703684044
pivotal,1,2015Q2,2015,1.6982436198402406e-06,1.7151436798256054e-06,0.0,,0.9901465631222901
pivotal,2,2015Q3,2015,1.4832310478298826e-06,1.7248648825671998e-06,0.0,,0.8599114416558346
pivotal,3,2015Q4,2015,1.8207442558906159e-06,1.734641183773054e-06,0.0,,1.0496373964385404
pivotal,4,2016Q1,2016,3.6024922216920995e-06,1.7444728957338224e-06,0.0,,2.0650892487364736
pivotal,5,2016Q2,2016,1.3245132712811683e-06,1.7543603325101798e-06,0.0,,0.7549835952948296
pivotal,6,2016Q3,2016,1.2438775827096703e-06,1.7643038099428558e-06,0.0,,0.7050245970675302
pivotal,7,2016Q4,2016,1.2295258658727685e-06,1.7743036456627216e-06,0.0,,0.6929624863694215
pivotal,8,2017Q1,2017,1.8405400775629883e-06,1.7843601591009375e-06,0.0,,1.0314846294765723
pivotal,9,2017Q2,2017,1.9940846116405664e-06,1.7944736714991572e-06,0.0,,1.1112364830488977
pivotal,10,2017Q3,2017,2.2873733938826484e-06,1.8046445059197874e-06,0.0,,1.2674925096767602
pivotal,11,2017Q4,2017,2.2681858334648753e-06,1.81487298725631e-06,0.0,,1.2497766231530478
pivotal,12,2018Q1,2018,2.0212349291670592e-06,1.8251594422436587e-06,0.0,,1.107429237350555
pivotal,13,2018Q2,2018,1.3754098721418984e-06,1.8355041994686571e-06,0.0,,0.7493362709494497
pivotal,14,2018Q3,2018,1.631362782375966e-06,1.8459075893805108e-06,0.0,,0.8837727260894213
pivotal,15,2018Q4,2018,2.1551312414655433e-06,1.856369944301377e-06,0.0,,1.1609384476845759
pivotal,16,2019Q1,2019,2.2291454697672336e-06,1.86689159843696e-06,0.0,,1.19404119212576
pivotal,17,2019Q2,2019,1.7696183561984967e-06,1.8774728878872003e-06,0.0,,0.9425533479686746
pivotal,18,2019Q3,2019,2.0576030671425482e-06,1.8881141506570075e-06,0.0,,1.089766244496692
pivotal,19,2019Q4,2019,1.5701772523139952e-06,1.8988157266670573e-06,0.0,,0.826924503658966
pivotal,20,2020Q1,2020,1.4675917223424084e-06,1.90957795776465e-06,0.0066251231857163,-6.480408502365122e-05,0.7685424501130971
pivotal,21,2020Q2,2020,2.0538311759249518e-06,1.92040118773463e-06,0.0082047179568557,1.8182994111947248e-05,1.0694802674787554
pivotal,22,2020Q3,2020,2.3382932532947858e-06,1.931285762310368e-06,0.0099446543138359,4.2858549610803566e-05,1.2107443128962547
pivotal,23,2020Q4,2020,2.4043707372573085e-06,1.9422320291848042e-06,0.0120938189286729,4.015503402317138e-05,1.2379420692935816
pivotal,24,2021Q1,2021,2.3151566011662792e-06,1.9532403380215563e-06,0.0134601634650189,2.8841194862889917e-05,1.1852901847763953
pivotal,25,2021Q2,2021,1.9445176385052725e-06,1.964311040466088e-06,0.015056340729309,6.496886951916241e-07,0.9899234889215309
pivotal,26,2021Q3,2021,3.376307278315434e-06,1.9754444901569412e-06,0.0169425234059064,8.465868798327983e-05,1.7091380168557404
pivotal,27,2021Q4,2021,2.6360942670988184e-06,1.986641042737034e-06,0.0186303001379809,3.684669265499037e-05,1.3269102018888224
pivotal,28,2022Q1,2022,2.6072380955901274e-06,1.9979010558650206e-06,0.020437028289517,3.181324559094408e-05,1.3049885968758774
pivotal,29,2022Q2,2022,2.5551737061382873e-06,2.0092248892267157e-06,0.0224213957963651,2.6358682071552525e-05,1.2717211098861558
pivotal,30,2022Q3,2022,2.2906194108488698e-06,2.020612904546585e-06,0.0255817135073226,1.2575281426848548e-05,1.1336260427193863
pivotal,31,2022Q4,2022,2.414028205138861e-06,2.032065465599299e-06,0.0315770469630995,1.4128280161860116e-05,1.187967733326403
pivotal,32,2023Q1,2023,2.7765581907352775e-06,2.0435829382213546e-06,0.0453715362686002,1.819854071118937e-05,1.3586716442014692
pivotal,33,2023Q2,2023,3.520868007019125e-06,2.0551656903227607e-06,0.0783600738841893,2.075987389239222e-05,1.7131796349063115
pivotal,34,2023Q3,2023,5.636785488659438e-06,2.0668140918987894e-06,0.1455438832721339,2.65953021087096e-05,2.7272822992419714
pivotal,35,2023Q4,2023,8.552343866013358e-06,2.078528515041797e-06,0.2014588297189642,3.421321012717345e-05,4.114614644024443
