marker,q,quarter,year,obs_rate,bg_rate,pi,assisted_rate,excess_ratio
comprehensive,43,2025Q4,2025,7.697476522948926e-05,2.7963657832785965e-05,0.8525674304452211,8.545014587644615e-05,2.752671545681705
comprehensive,44,2026Q1,2026,7.277141603825093e-05,2.8074299748480275e-05,0.9059333633046016,7.741249403545032e-05,2.5921008427713397
leverage,0,2015Q1,2015,2.7462741254645077e-06,2.025869346039911e-06,0.0,,1.3556027839765756
leverage,1,2015Q2,2015,1.7417883280412723e-06,2.0862142948742274e-06,0.0,,0.8349038410487358
leverage,2,2015Q3,2015,2.0503488014118964e-06,2.1483567499776062e-06,0.0,,0.9543800402020142
leverage,3,2015Q4,2015,2.498230490640612e-06,2.2123502540052363e-06,0.0,,1.1292201522420868
leverage,4,2016Q1,2016,2.1966415985927437e-06,2.2782499444973705e-06,0.0,,0.9641793710555181
leverage,5,2016Q2,2016,2.1790379624303093e-06,2.3461126013864793e-06,0.0,,0.9287866068928516
leverage,6,2016Q3,2016,2.5706803375999856e-06,2.415996695919505e-06,0.0,,1.064024773685218
leverage,7,2016Q4,2016,2.697024479978976e-06,2.4879624410373382e-06,0.0,,1.0840294192120001
leverage,8,2017Q1,2017,2.4540534367506508e-06,2.5620718432549934e-06,0.0,,0.957839431088275
leverage,9,2017Q2,2017,2.121366608128262e-06,2.6383887560871494e-06,0.0,,0.804038678240255
leverage,10,2017Q3,2017,3.0074724252901493e-06,2.7169789350650482e-06,0.0,,1.1069178293861694
leverage,11,2017Q4,2017,3.0755062148676276e-06,2.797910094392228e-06,0.0,,1.0992155255566567
leverage,12,2018Q1,2018,2.928728162670637e-06,2.8812519652878794e-06,0.0,,1.0164776277655447
leverage,13,2018Q2,2018,2.483378935811761e-06,2.9670763560680364e-06,0.0,,0.8369784386347002
leverage,14,2018Q3,2018,2.2282028247086364e-06,3.0554572140164627e-06,0.0,,0.7292534860207114
leverage,15,2018Q4,2018,2.885684204674202e-06,3.1464706890985e-06,0.0,,0.9171177772836598
leverage,16,2019Q1,2019,3.6127530027262066e-06,3.240195199572723e-06,0.0,,1.1149800491040207
leverage,17,2019Q2,2019,3.012116350976165e-06,3.3367114995570305e-06,0.0,,0.9027200437844394
leverage,18,2019Q3,2019,3.609829942355348e-06,3.436102748607342e-06,0.0,,1.0505593710253331
leverage,19,2019Q4,2019,4.853275143515985e-06,3.538454583368792e-06,0.0,,1.3715804538871363
leverage,20,2020Q1,2020,3.302081375270419e-06,3.643855191361276e-06,0.0066251231857163,-4.794368612828053e-05,0.9062054340410887
leverage,21,2020Q2,2020,3.6838559187225326e-06,3.7523953869628184e-06,0.0082047179568557,-4.60126997980525e-06,0.9817344759354474
leverage,22,2020Q3,2020,3.999712143793713e-06,3.8641686896563155e-06,0.0099446543138359,1.7493949058071657e-05,1.0350770023317624
leverage,23,2020Q4,2020,4.327867327063155e-06,3.979271404606952e-06,0.0120938189286729,3.280357615996648e-05,1.087602952151648
leverage,24,2021Q1,2021,4.457540321648507e-06,4.097802705639893e-06,0.0134601634650189,3.082389833913816e-05,1.0877879297393942
leverage,25,2021Q2,2021,3.889035277010545e-06,4.21986472068955e-06,0.015056340729309,-1.775290074914373e-05,0.9216018840469025
leverage,26,2021Q3,2021,4.326918065413954e-06,4.34556261979421e-06,0.0169425234059064,3.245103500832297e-06,0.9957095188790218
leverage,27,2021Q4,2021,4.567186579043302e-06,4.475004705711737e-06,0.0186303001379809,9.422958987115765e-06,1.020599279641853
leverage,28,2022Q1,2022,5.049461121839108e-06,4.608302507234511e-06,0.020437028289517,2.619454334200818e-05,1.0957312619803123
leverage,29,2022Q2,2022,5.781080510137875e-06,4.745570875283869e-06,0.0224213957963651,5.092956603145881e-05,1.2182054935154802
leverage,30,2022Q3,2022,5.34477862531403e-06,4.886928081867006e-06,0.0255817135073226,2.2784499459013675e-05,1.0936888236898519
leverage,31,2022Q4,2022,4.980843005539675e-06,5.032495921981528e-06,0.0315770469630995,3.3967217945840653e-06,0.9897361235373809
leverage,32,2023Q1,2023,5.0042618553949764e-06,5.182399818555369e-06,0.0453715362686002,1.2561945848200058e-06,0.9656263566306528
leverage,33,2023Q2,2023,6.234197480318267e-06,5.336768930512657e-06,0.0783600738841893,1.6789394040743493e-05,1.1681595290128857
leverage,34,2023Q3,2023,5.8226135816921665e-06,5.495736264058565e-06,0.1455438832721339,7.741638395324469e-06,1.0594783486557278
leverage,35,2023Q4,2023,7.516592878779906e-06,5.6594387872789235e-06,0.2014588297189642,1.4877967923438999e-05,1.3281516350482356
leverage,36,2024Q1,2024,7.0465990040020335e-06,5.828017548153537e-06,0.2441403906410504,1.0819331982642695e-05,1.209090217347505
leverage,37,2024Q2,2024,9.617968547233126e-06,6.0016177960847745e-06,0.2684933101588826,1.9470671267131607e-05,1.6025626546074827
leverage,38,2024Q3,2024,8.706395186011242e-06,6.180389107046071e-06,0.3374619590875166,1.3665695260650432e-05,1.4087131142091605
leverage,39,2024Q4,2024,9.641672905797606e-06,6.364485512458333e-06,0.4010375087971567,1.4536258280468574e-05,1.51491788093857
leverage,40,2025Q1,2025,1.0992100934434954e-05,6.554065631905226e-06,0.4830392021193057,1.574179880771811e-05,1.6771423345114747
leverage,41,2025Q2,2025,1.2686779297729636e-05,6.749292809801565e-06,0.6047204670325916,1.656785661179054e-05,1.8797197951325273
leverage,42,2025Q3,2025,1.3317789774699206e-05,6.9503352561327734e-06,0.736230847313499,1.5599055344134014e-05,1.9161363134171083
leverage,43,2025Q4,2025,1.2784270448953636e-05,7.1573661913865885e-06,0.8525674304452211,1.375731835543842e-05,1.786169675702586
leverage,44,2026Q1,2026,1.4894302012907631e-05,7.370563995801751e-06,0.9059333633046016,1.567552142629234e-05,2.020781858944767
leveraging,0,2015Q1,2015,4.4294743959104964e-07,4.4379018783298016e-07,0.0,,0.9981010210116504
leveraging,1,2015Q2,2015,3.919023738092863e-07,4.772586693504695e-07,0.0,,0.8211529700291254
leveraging,2,2015Q3,2015,3.053710980826229e-07,5.132511797577279e-07,0.0,,0.5949739817973112
leveraging,3,2015Q4,2015,1.2702866901562436e-06,5.519580689465792e-07,0.0,,2.30141882440564
leveraging,4,2016Q1,2016,7.468581435215328e-07,5.935840420650296e-07,0.0,,1.2582180291155998
leveraging,5,2016Q2,2016,6.408935183618556e-07,6.383492421203465e-07,0.0,,1.0039857120109643
leveraging,6,2016Q3,2016,9.121768939870916e-07,6.864904142267669e-07,0.0,,1.3287540147440051
leveraging,7,2016Q4,2016,6.74256119994744e-07,7.382621576550579e-07,0.0,,0.9133017492544703
leveraging,8,2017Q1,2017,6.573357419867815e-07,7.939382723055208e-07,0.0,,0.827943134770341
leveraging,9,2017Q2,2017,5.091279859507829e-07,8.538132067253981e-07,0.0,,0.5962990288044675
leveraging,10,2017Q3,2017,9.318928641744124e-07,9.182036153286449e-07,0.0,,1.0149087289760539
leveraging,11,2017Q4,2017,8.457642090885975e-07,9.874500330535996e-07,0.0,,0.8565134242521097
leveraging,12,2018Q1,2018,1.443739235119328e-06,1.0619186763151227e-06,0.0,,1.3595572498349213
leveraging,13,2018Q2,2018,9.933515743247043e-07,1.1420033797757254e-06,0.0,,0.8698324294975254
leveraging,14,2018Q3,2018,1.1538907485098297e-06,1.2281276791784822e-06,0.0,,0.9395527582943892
leveraging,15,2018Q4,2018,1.0958294448129882e-06,1.3207470512570089e-06,0.0,,0.8297042524305033
leveraging,16,2019Q1,2019,1.8832435865274906e-06,1.4203513225684548e-06,0.0,,1.3258998366136463
leveraging,17,2019Q2,2019,1.5437096298752845e-06,1.5274672599888971e-06,0.0,,1.0106335306240903
leveraging,18,2019Q3,2019,1.7688166717541203e-06,1.642661356571195e-06,0.0,,1.076799344355586
leveraging,19,2019Q4,2019,1.7842923321749946e-06,1.7665428274985922e-06,0.0,,1.010047593752106
leveraging,20,2020Q1,2020,1.7529567794645434e-06,1.8997668319784773e-06,0.0066251231857163,-2.0259829057567376e-05,0.922722067759736
leveraging,21,2020Q2,2020,1.7278262273654356e-06,2.043037938115551e-06,0.0082047179568557,-3.637531018885824e-05,0.8457142156445421
leveraging,22,2020Q3,2020,1.9690890554061355e-06,2.1971138490887867e-06,0.0099446543138359,-2.0732269766126698e-05,0.8962162139311897
leveraging,23,2020Q4,2020,2.013660492452996e-06,2.3628094103383796e-06,0.0120938189286729,-2.6507220804649903e-05,0.8522314511032094
leveraging,24,2021Q1,2021,2.3842657534398993e-06,2.5410009189551076e-06,0.0134601634650189,-9.103372191560328e-06,0.9383175486691049
leveraging,25,2021Q2,2021,2.3729706774979595e-06,2.732630758062718e-06,0.015056340729309,-2.1154984900411083e-05,0.8683832129519989
leveraging,26,2021Q3,2021,1.9012215741970404e-06,2.9387123807027493e-06,0.0169425234059064,-5.8297195733434785e-05,0.6469573499882256
leveraging,27,2021Q4,2021,2.6973987849383258e-06,3.1603356695794795e-06,0.0186303001379809,-2.1688264793779754e-05,0.8535165460121035
leveraging,28,2022Q1,2022,3.102283303613569e-06,3.3986727010106253e-06,0.020437028289517,-1.1103895539259735e-05,0.912792603621725
leveraging,29,2022Q2,2022,2.7148720627719305e-06,3.654983943566929e-06,0.0224213957963651,-3.8274246927394594e-05,0.7427863171739312
leveraging,30,2022Q3,2022,3.6586282256613894e-06,3.930624924182813e-06,0.0255817135073226,-6.7018410536558454e-06,0.9308006477931821
leveraging,31,2022Q4,2022,3.177961181448627e-06,4.2270533969923665e-06,0.0315770469630995,-2.8996199454032434e-05,0.7518147709489098
leveraging,32,2023Q1,2023,3.3899838375256295e-06,4.545837052803888e-06,0.0453715362686002,-2.09294567180658e-05,0.7457336895599185
leveraging,33,2023Q2,2023,3.8115818791583186e-06,4.888661809985188e-06,0.0783600738841893,-8.856602550264371e-06,0.7796779624585786
leveraging,34,2023Q3,2023,4.893473116528523e-06,5.257340730606845e-06,0.1455438832721339,2.757286410921201e-06,0.9307886567138438
leveraging,35,2023Q4,2023,6.983920942488417e-06,5.653823608997296e-06,0.2014588297189642,1.225615191273366e-05,1.2352562487755103
leveraging,36,2024Q1,2024,7.698487017588124e-06,6.080207283419769e-06,0.2441403906410504,1.2708687437478528e-05,1.2661553560157845
leveraging,37,2024Q2,2024,1.105348624085001e-05,6.538746725405412e-06,0.2684933101588826,2.3353837994431718e-05,1.690459457299851
leveraging,38,2024Q3,2024,9.627549625486834e-06,7.031866965389482e-06,0.3374619590875166,1.4723645520566404e-05,1.3691313662322084
leveraging,39,2024Q4,2024,1.1966240620072099e-05,7.562175917720699e-06,0.4010375087971567,1.8543853705318767e-05,1.5823806203755733
leveraging,40,2025Q1,2025,1.5792621441781238e-05,8.132478172869889e-06,0.4830392021193057,2.3990700932643686e-05,1.9419199297042986
leveraging,41,2025Q2,2025,1.7407441362001127e-05,8.74578982977952e-06,0.6047204670325916,2.306918717520918e-05,1.9903795655743497
leveraging,42,2025Q3,2025,1.779796790167175e-05,9.405354446796202e-06,0.736230847313499,2.0804786412327303e-05,1.8923229318310668
leveraging,43,2025Q4,2025,1.4230911578703653e-05,1.0114660195544534e-05,0.8525674304452211,1.4942725678892359e-05,1.406958939161625
leveraging,44,2026Q1,2026,1.3600752210297787e-05,1.087745830846196e-05,0.9059333633046016,1.38835225645591e-05,1.2503612355578766
harness,0,2015Q1,2015,3.100632077137348e-07,3.356063602134221e-07,0.0,,0.9238895458255212
harness,1,2015Q2,2015,4.354470820103181e-07,3.492897180254414e-07,0.0,,1.2466644723238065
harness,2,2015Q3,2015,8.724888516646367e-07,3.6353097432571547e-07,0.0,,2.400039923098565
harness,3,2015Q4,2015,4.657717863906226e-07,3.783528757768312e-07,0.0,,1.2310512651299492
harness,4,2016Q1,2016,1.317984959155646e-07,3.9377909646933717e-07,0.0,,0.3347016057918846
harness,5,2016Q2,2016,3.845361110171134e-07,4.098342757348823e-07,0.0,,0.9382722085106078
harness,6,2016Q3,2016,4.1462586090322344e-07,4.26544057501068e-07,0.0,,0.9720586973648913
harness,7,2016Q4,2016,6.74256119994744e-07,4.43935131250881e-07,0.0,,1.518816765176671
harness,8,2017Q1,2017,4.3822382799118766e-07,4.6203527465212223e-07,0.0,,0.9484640070417507
harness,9,2017Q2,2017,2.5456399297539147e-07,4.808733979249325e-07,0.0,,0.5293784061956586
harness,10,2017Q3,2017,5.083051986405885e-07,5.004795900182648e-07,0.0,,1.0156362192952528
harness,11,2017Q4,2017,4.997697599159894e-07,5.208851666690706e-07,0.0,,0.9594624533309157
harness,12,2018Q1,2018,3.2999753945584643e-07,5.421227204209533e-07,0.0,,0.60871372297329
harness,13,2018Q2,2018,7.259107658526686e-07,5.642261726821912e-07,0.0,,1.286559895656504
harness,14,2018Q3,2018,8.753653954212501e-07,5.872308279062666e-07,0.0,,1.4906666234507964
harness,15,2018Q4,2018,3.6527648160432936e-07,6.111734299814476e-07,0.0,,0.5976642041121085
harness,16,2019Q1,2019,8.455379368082611e-07,6.360922209194901e-07,0.0,,1.3292694188053598
harness,17,2019Q2,2019,4.5181745264642473e-07,6.62027001937193e-07,0.0,,0.6824758677883791
harness,18,2019Q3,2019,1.2995387792479252e-06,6.890191970283835e-07,0.0,,1.8860704968056092
harness,19,2019Q4,2019,7.137169328699979e-07,7.171119191278515e-07,0.0,,0.9952657511787245
harness,20,2020Q1,2020,8.153287346346714e-07,7.463500389729302e-07,0.0066251231857163,1.1158035033820809e-05,1.0924213734304409
harness,21,2020Q2,2020,6.194094022630807e-07,7.767802567726963e-07,0.0082047179568557,-1.8403751644158715e-05,0.7974062121977105
harness,22,2020Q3,2020,8.614764617401843e-07,8.084511767992827e-07,0.0099446543138359,6.140490206766165e-06,1.0655887287477674
harness,23,2020Q4,2020,1.9836058582372796e-06,8.414133850204196e-07,0.0120938189286729,9.528573076345144e-05,2.3574688655435887
harness,24,2021Q1,2021,1.0366372841043042e-06,8.757195298972183e-07,0.0134601634650189,1.283083096857244e-05,1.1837548995007254
harness,25,2021Q2,2021,9.557798562144558e-07,9.114244064762479e-07,0.015056340729309,3.857389202016818e-06,1.0486660763339608
harness,26,2021Q3,2021,4.5891555239238907e-07,9.485850439102075e-07,0.0169425234059064,-2.7953219001826736e-05,0.48378957199311456
harness,27,2021Q4,2021,5.823929194753203e-07,9.872607965470144e-07,0.0186303001379809,-2.074442758598768e-05,0.5899078759252506
harness,28,2022Q1,2022,8.58078360573966e-07,1.027513438732762e-06,0.020437028289517,-7.263079291214498e-06,0.8351018373367834
harness,29,2022Q2,2022,4.4715539857420027e-07,1.0694072634799997e-06,0.0224213957963651,-2.668318541884878e-05,0.4181338708314871
harness,30,2022Q3,2022,2.6087609956889906e-06,1.1130091851589084e-06,0.0255817135073226,5.958258004099438e-05,2.343880922524937
harness,31,2022Q4,2022,1.222292762095626e-06,1.1583888463754253e-06,0.0315770469630995,3.1821346321950393e-06,1.0551662042673793
harness,32,2023Q1,2023,1.3559935350102518e-06,1.2056187292069884e-06,0.0453715362686002,4.519917035375031e-06,1.1247283259295204
harness,33,2023Q2,2023,5.814277442783877e-07,1.2547742709735997e-06,0.0783600738841893,-7.338205461158494e-06,0.4633723831675704
harness,34,2023Q3,2023,8.362264186472792e-07,1.3059339847291125e-06,0.1455438832721339,-1.921323358704463e-06,0.640328246623229
harness,35,2023Q4,2023,9.173794458353429e-07,1.359179584665183e-06,0.2014588297189642,-8.338250081151517e-07,0.6749508719712914
harness,36,2024Q1,2024,1.3348183135334249e-06,1.4145961166282196e-06,0.2441403906410504,1.0878259214740362e-06,0.9436038299857982
harness,37,2024Q2,2024,1.4355176936168845e-06,1.4722720939577543e-06,0.2684933101588826,1.3353807862409249e-06,0.9750355926111003
harness,38,2024Q3,2024,1.5154476262340387e-06,1.532299638863234e-06,0.3374619590875166,1.4823621209433993e-06,0.9890021427912772
harness,39,2024Q4,2024,9.77375061683593e-07,1.5947746295650196e-06,0.4010375087971567,5.5268836869441916e-08,0.6128609294155724
harness,40,2025Q1,2025,1.4728869738448823e-06,1.6597968534346493e-06,0.4830392021193057,1.272851283034336e-06,0.8873899060580873
harness,41,2025Q2,2025,9.924119112388933e-07,1.7274701663789187e-06,0.6047204670325916,5.119362210057598e-07,0.5744885964190996
harness,42,2025Q3,2025,1.4115629715118976e-06,1.7979026587223877e-06,0.736230847313499,1.2731491950224614e-06,0.7851164603733175
harness,43,2025Q4,2025,1.1774985939825718e-06,1.8712068278532576e-06,0.8525674304452211,1.0575371882466603e-06,0.6292722837771265
harness,44,2026Q1,2026,5.543784868327902e-07,1.9474997579083593e-06,0.9059333633046016,4.097252068157306e-07,0.2846616460831811
harnessing,0,2015Q1,2015,1.328842318773149e-07,1.3824414677628095e-07,0.0,,0.9612286304776437
harnessing,1,2015Q2,2015,4.354470820103181e-08,1.4293697888392187e-07,0.0,,0.3046427071639325
harnessing,2,2015Q3,2015,2.61746655499391e-07,1.4778911374472824e-07,0.0,,1.7710821106316277
harnessing,3,2015Q4,2015,8.468577934374957e-08,1.5280595904569728e-07,0.0,,0.5542046911823898
harnessing,4,2016Q1,2016,3.9539548774669384e-07,1.579931060430232e-07,0.0,,2.5026122825829087
harnessing,5,2016Q2,2016,2.1363117278728523e-07,1.6335633579353463e-07,0.0,,1.3077617819323075
harnessing,6,2016Q3,2016,1.2438775827096704e-07,1.6890162559765933e-07,0.0,,0.7364509242040761
harnessing,7,2016Q4,2016,1.9831062352786587e-07,1.7463515566110674e-07,0.0,,1.135571029653979
harnessing,8,2017Q1,2017,2.1911191399559383e-07,1.8056331598268266e-07,0.0,,1.213490751447034
harnessing,9,2017Q2,2017,2.5456399297539147e-07,1.8669271347592273e-07,0.0,,1.3635454123292388
harnessing,10,2017Q3,2017,1.6943506621352952e-07,1.930301793324713e-07,0.0,,0.877764641774994
harnessing,11,2017Q4,2017,2.3066296611507206e-07,1.9958277663542292e-07,0.0,,1.1557258096294711
harnessing,12,2018Q1,2018,2.8874784702386564e-07,2.0635780823110046e-07,0.0,,1.3992581598874922
harnessing,13,2018Q2,2018,1.9102914890859699e-07,2.1336282486805416e-07,0.0,,0.895325364325915
harnessing,14,2018Q3,2018,3.581040253996023e-07,2.2060563361234098e-07,0.0,,1.623276883440249
harnessing,15,2018Q4,2018,1.4611059264173175e-07,2.280943065484749e-07,0.0,,0.6405709763328974
harnessing,16,2019Q1,2019,3.459018832397432e-07,2.3583718977573333e-07,0.0,,1.4666977823500806
harnessing,17,2019Q2,2019,1.1295436316160618e-07,2.43842912709858e-07,0.0,,0.46322594290861135
harnessing,18,2019Q3,2019,2.5268809596487433e-07,2.521203977005048e-07,0.0,,1.0022516951010203
harnessing,19,2019Q4,2019,2.4980092650449923e-07,2.606788699751742e-07,0.0,,0.9582707126522724
harnessing,20,2020Q1,2020,2.85365057122135e-07,2.6952786792069114e-07,0.0066251231857163,2.6600025440125486e-06,1.058759004490415
harnessing,21,2020Q2,2020,2.9340445370356454e-07,2.7867725371370445e-07,0.0082047179568557,2.073644499059944e-06,1.052846796046691
harnessing,22,2020Q3,2020,1.846020989443252e-07,2.8813722431204866e-07,0.0099446543138359,-1.0122996446133997e-05,0.6406742460474446
harnessing,23,2020Q4,2020,2.4043707372573087e-07,2.979183228192161e-07,0.0120938189286729,-4.455026088908704e-06,0.8070570196907083
harnessing,24,2021Q1,2021,5.183186420521521e-07,3.080314502346071e-07,0.0134601634650189,1.593096146620746e-05,1.682680913450179
harnessing,25,2021Q2,2021,3.295792607636055e-07,3.184878776026561e-07,0.015056340729309,1.055146496078166e-06,1.0348251344586086
harnessing,26,2021Q3,2021,1.6389841156871037e-07,3.292992585743718e-07,0.0169425234059064,-9.43316900208628e-06,0.49771873850634296
harnessing,27,2021Q4,2021,3.984793659567982e-07,3.404776423952861e-07,0.0186303001379809,3.453778186773858e-06,1.170353986104537
harnessing,28,2022Q1,2022,1.3201205547291784e-07,3.520354873342996e-07,0.020437028289517,-1.0413885503940196e-05,0.374996442752252
harnessing,29,2022Q2,2022,2.2357769928710014e-07,3.639856745683734e-07,0.0224213957963651,-5.8982460150410585e-06,0.6142486227026
harnessing,30,2022Q3,2022,4.1358406029215705e-07,3.7634152253855933e-07,0.0255817135073226,1.832168073912349e-06,1.0989594172399137
harnessing,31,2022Q4,2022,3.972451476810784e-07,3.891168017933505e-07,0.0315770469630995,6.465299125641755e-07,1.0208892184821272
harnessing,32,2023Q1,2023,3.8742672428864336e-07,4.023257503359132e-07,0.0453715362686002,7.394749223445981e-08,0.962967754276652
harnessing,33,2023Q2,2023,5.491262029295883e-07,4.1598308949228563e-07,0.0783600738841893,2.115102383765526e-06,1.3200685720176897
harnessing,34,2023Q3,2023,5.884556279369743e-07,4.301040403182486e-07,0.1455438832721339,1.518102958985578e-06,1.3681704256987588
harnessing,35,2023Q4,2023,5.326719362914894e-07,4.4470434056313215e-07,0.2014588297189642,8.813573075791342e-07,1.1978114169449376
harnessing,36,2024Q1,2024,9.002263044760307e-07,4.5980026220948726e-07,0.2441403906410504,2.2637870630419794e-06,1.957863834505347
harnessing,37,2024Q2,2024,9.761520316594815e-07,4.754086296081459e-07,0.2684933101588826,2.340421213180591e-06,2.0532905186514427
harnessing,38,2024Q3,2024,8.022958021239029e-07,4.915468382289065e-07,0.3374619590875166,1.412388300582912e-06,1.6321858665893503
harnessing,39,2024Q4,2024,7.396351818146109e-07,5.082328740477166e-07,0.4010375087971567,1.0852420133198655e-06,1.4553076347146494
harnessing,40,2025Q1,2025,6.818921175207788e-07,5.254853335919854e-07,0.4830392021193057,8.492826221817479e-07,1.2976425295443847
harnessing,41,2025Q2,2025,5.096169273929452e-07,5.433234446663405e-07,0.6047204670325916,4.875844394383619e-07,0.9379623360554693
harnessing,42,2025Q3,2025,6.444091826467358e-07,5.617670877819543e-07,0.736230847313499,6.740173353318117e-07,1.147110958726828
harnessing,43,2025Q4,2025,5.719278885058206e-07,5.808368183132972e-07,0.8525674304452211,5.703872872975226e-07,0.9846619058458665
harnessing,44,2026Q1,2026,3.6958565788852685e-07,6.005538894070309e-07,0.9059333633046016,3.4560331481289744e-07,0.6154079832093748
notably,0,2015Q1,2015,2.059705594098381e-05,1.75982615764965e-05,0.0,,1.1704028748210207
notably,1,2015Q2,2015,1.9290305733057093e-05,1.7820169355558517e-05,0.0,,1.0824984515110687
notably,2,2015Q3,2015,1.7929645901708285e-05,1.8044875312281074e-05,0.0,,0.993614286129516
notably,3,2015Q4,2015,1.7656984993171786e-05,1.8272414730682906e-05,0.0,,0.9663191895224612
notably,4,2016Q1,2016,1.6123349333670736e-05,1.85028233397015e-05,0.0,,0.8713994095741525
notably,5,2016Q2,2016,1.674868394652316e-05,1.8736137318803455e-05,0.0,,0.8939240603085408
notably,6,2016Q3,2016,1.973619097899344e-05,1.897239330366559e-05,0.0,,1.0402583724205359
notably,7,2016Q4,2016,1.9077481983380698e-05,1.9211628391927397e-05,0.0,,0.9930174368455374
notably,8,2017Q1,2017,1.840540077562988e-05,1.9453880149016357e-05,0.0,,0.9461043573130324
notably,9,2017Q2,2017,1.8795308148016403e-05,1.9699186614046507e-05,0.0,,0.9541159498745195
notably,10,2017Q3,2017,2.012041411285663e-05,1.9947586305791603e-05,0.0,,1.0086640962177387
notably,11,2017Q4,2017,2.122099288258663e-05,2.019911822873324e-05,0.0,,1.0505900625107374
notably,12,2018Q1,2018,2.0253598984102573e-05,2.0453821879185574e-05,0.0,,0.9902109788446553
notably,13,2018Q2,2018,1.9905237316275806e-05,2.071173725149724e-05,0.0,,0.9610607296998647
notably,14,2018Q3,2018,2.1605609532442674e-05,2.097290484433119e-05,0.0,,1.030167718435174
notably,15,2018Q4,2018,2.1478257118334568e-05,2.123736566702402e-05,0.0,,1.0113428122436385
notably,16,2019Q1,2019,2.386722994354228e-05,2.1505161246025492e-05,0.0,,1.1098372930337055
notably,17,2019Q2,2019,2.1310723183156366e-05,2.1776333631418922e-05,0.0,,0.9786185105287525
notably,18,2019Q3,2019,2.014285107834284e-05,2.2050925403524122e-05,0.0,,0.913469648540177
notably,19,2019Q4,2019,2.4016574791075425e-05,2.232897967958361e-05,0.0,,1.0755786935054117
notably,20,2020Q1,2020,2.0383218365866785e-05,2.2610540120532788e-05,0.0066251231857163,-0.000313582718816612,0.9014918819810344
notably,21,2020Q2,2020,2.4352569657395857e-05,2.2895650937855857e-05,0.0082047179568557,0.0002004664982480462,1.0636329896666583
notably,22,2020Q3,2020,2.230608695577263e-05,2.3184356900527968e-05,0.0099446543138359,-6.513142734281247e-05,0.9621179941059596
notably,23,2020Q4,2020,2.5516384449143186e-05,2.347670334204515e-05,0.0120938189286729,0.0001921315442262766,1.0868810700284783
notably,24,2021Q1,2021,2.788554294240578e-05,2.3772736167542465e-05,0.0134601634650189,0.0003293267352368652,1.1730051915722952
notably,25,2021Q2,2021,2.9892838951259017e-05,2.4072501861002292e-05,0.015056340729309,0.0004106429969698655,1.2417836386040844
notably,26,2021Q3,2021,2.763327219048457e-05,2.4376047492553518e-05,0.0169425234059064,0.00021662749787541312,1.1336239888327293
notably,27,2021Q4,2021,2.985530018784011e-05,2.4683420725862376e-05,0.0186303001379809,0.00030228922544577757,1.2095284733594007
notably,28,2022Q1,2022,2.7623522607708058e-05,2.4994669825616876e-05,0.020437028289517,0.0001536265210346124,1.1051765356546894
notably,29,2022Q2,2022,2.5040702320155216e-05,2.530984366510559e-05,0.0224213957963651,1.3306070688848591e-05,0.9893661395735354
notably,30,2022Q3,2022,2.8537300160158838e-05,2.562899173389163e-05,0.0255817135073226,0.00013931599809625773,1.1134772860541868
notably,31,2022Q4,2022,3.0496204414285863e-05,2.595216414558379e-05,0.0315770469630995,0.00016985543268149768,1.1750929226253108
notably,32,2023Q1,2023,3.0316141175586343e-05,2.6279411645705672e-05,0.0453715362686002,0.00011524993946700695,1.1536080633882957
notably,33,2023Q2,2023,3.5887012438516035e-05,2.6610785619663617e-05,0.0783600738841893,0.0001449902913940205,1.348588987617032
notably,34,2023Q3,2023,4.66738227000537e-05,2.6946338100815553e-05,0.1455438832721339,0.00016248954442266584,1.732102615406621
notably,35,2023Q4,2023,5.489480232337294e-05,2.7286121778641566e-05,0.2014588297189642,0.0001643299067705706,2.0118213489152676
notably,36,2024Q1,2024,6.540609736313782e-05,2.7630190007017083e-05,0.2441403906410504,0.00018236045506856975,2.3671967998239247
notably,37,2024Q2,2024,7.0311656633355e-05,2.797859681259085e-05,0.2684933101588826,0.00018564755249611718,2.513051569538096
notably,38,2024Q3,2024,7.300891799327516e-05,2.833139690326826e-05,0.3374619590875166,0.0001607241596632934,2.576961462315082
notably,39,2024Q4,2024,7.319746745743882e-05,2.8688645676801973e-05,0.4010375087971567,0.0001396728324530799,2.551443810978755
notably,40,2025Q1,2025,8.147247020138265e-05,2.905039922949031e-05,0.4830392021193057,0.00013757589931704767,2.8045215336895075
notably,41,2025Q2,2025,0.00010020678109158122,2.9416714364985847e-05,0.6047204670325916,0.00014647917642116116,3.4064572898343615
notably,42,2025Q3,2025,9.30097253620122e-05,2.9787648603215036e-05,0.736230847313499,0.00011566027536083332,3.122425895408659
notably,43,2025Q4,2025,8.673118215105914e-05,3.016326018940986e-05,0.8525674304452211,9.651334575637647e-05,2.8753915063037496
notably,44,2026Q1,2026,9.202682881424318e-05,3.0543608103253816e-05,0.9059333633046016,9.841087428574111e-05,3.012965216916843
crucial,0,2015Q1,2015,7.029575866309958e-05,6.171530925547748e-05,0.0,,1.139032753965509
crucial,1,2015Q2,2015,6.274792451768684e-05,6.197702602177059e-05,0.0,,1.0124384557536765
crucial,2,2015Q3,2015,6.024535520744317e-05,6.223985265312946e-05,0.0,,0.9679546566923628
crucial,3,2015Q4,2015,6.368370606649968e-05,6.250379385617041e-05,0.0,,1.0188774494720176
crucial,4,2016Q1,2016,6.053944245721601e-05,6.276885435746954e-05,0.0,,0.9644821954602357
