quarter,mean,lo,hi,lo68,hi68
2020Q1,0.38538594087304906,0.33262837946177154,0.4384574708107114,0.3592272058264409,0.41143268875996325
2020Q2,0.4034749636626009,0.353402195600433,0.45563566696965924,0.37859056731131097,0.42808170931069395
2020Q3,0.41861726825002504,0.3683957211534803,0.47343948827290416,0.39304077878328847,0.4428622333476623
2020Q4,0.4274441399424717,0.37917581001204076,0.48320519404223383,0.40201117728087365,0.45215933649552287
2021Q1,0.4391518599508898,0.389161768434215,0.4975029665158738,0.4129836848984422,0.4659251895996467
2021Q2,0.4522466978291921,0.3999093809867884,0.5103772647522138,0.4240515730431443,0.4801533715654303
2021Q3,0.46730240778171683,0.41416208838033797,0.5275446062732964,0.4395077168283879,0.4952361508275428
2021Q4,0.482596544463755,0.4302211016935503,0.5439665544651402,0.4542196722162889,0.5117960023318486
2022Q1,0.5023782011114125,0.4483473896875669,0.5633657256676549,0.4722744673374035,0.5316177444029501
2022Q2,0.5223552220757659,0.4668147923906154,0.5831699470285773,0.4921304888745026,0.5511115632865206
2022Q3,0.5363440518503044,0.48152066233263763,0.5982226546201097,0.5064254482056485,0.5660213856634416
2022Q4,0.5589163245212347,0.500204381184731,0.6217731884278516,0.5289159193914299,0.5889105926130519
2023Q1,0.5839456144475327,0.5255158672032869,0.6471995905577336,0.5538388686350391,0.6136981757548374
2023Q2,0.6029672001510251,0.545057943320389,0.6661539968553442,0.5716715034429328,0.6319240069172389
2023Q3,0.6165067378875161,0.5572276433657937,0.6790812009277113,0.5857474394316987,0.6463484260004073
2023Q4,0.6354639482418841,0.5784777403122587,0.6997503478369517,0.6058348917835473,0.6646850226607715
2024Q1,0.670278909026391,0.6126140316670949,0.7304117757293442,0.6404611012313276,0.6995919570998583
2024Q2,0.6914932410501857,0.6389219205430785,0.7474457112746187,0.6634804515637346,0.7197342732690298
2024Q3,0.7049681584004914,0.6511284929255938,0.7600077239270046,0.6766568046519618,0.7327953501873818
2024Q4,0.7915237142681711,0.7456312302692134,0.8381774546001645,0.7670524496831418,0.8152338650522477
2025Q1,0.8130481429103604,0.7712341785608263,0.855113700243767,0.7923254209175459,0.8338208632669224
2025Q2,0.8231216372589487,0.7838835020708682,0.8626518895000111,0.8026669332782976,0.8427709056385677
2025Q3,0.8292081994301653,0.7896261722930921,0.8675077446467944,0.8099286695759543,0.848543021082195
2025Q4,0.8366553341335656,0.7969713483217199,0.8750168239635953,0.8171039711875454,0.8564905136472206
2026Q1,0.8502656102030607,0.8117191841555921,0.8864634187048518,0.8314469090478143,0.8688666566984933
2026Q2,0.8565024735500848,0.818571147430129,0.891381318782741,0.8382090346703609,0.8745129334461025
