bigram,base_freq,rec_freq,abs_excess,ratio,base_n,rec_n
a pc,0.0005824720712109445,0.0007300158170093686,0.00014754374579842408,1.2533056944446976,39,30
lambda cold,0.0005824720712109445,0.0007300158170093686,0.00014754374579842408,1.2533056944446976,39,30
si o,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
earth from,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
classification performance,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
five sources,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
bridges the,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
their absolute,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
high detection,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
by late,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
day in,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
alone or,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
innermost planet,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
as independent,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
of remote,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
survey conducted,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
north ecliptic,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
a lyman,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
or pm,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
metallicity than,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
acoustic modes,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
viscosity of,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
these sne,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
those associated,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
collisionless plasma,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
with axion,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
burning shell,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
place within,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
threshold to,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
polarimetric imaging,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
track and,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
the separate,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
accurate models,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
studies a,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
dwarfs this,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
pm ppm,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
grains which,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
the archive,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
interpret observations,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
m black,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
classifications for,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
stage with,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
relativistic matter,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
compete with,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
work based,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
events over,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
with numerous,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
interstellar matter,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
yr kpc,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
at current,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
their morphological,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
temporal behavior,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
statistics from,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
they follow,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
we publish,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
evolution due,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
flrw metric,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
that spectral,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
force field,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
applicable in,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
high completeness,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
pressure stripped,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
empirical relationship,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
with shorter,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
component while,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
require additional,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
both radial,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
source density,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
ionization structure,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
the stacking,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
numerical modelling,0.00038831471414062967,0.000486677211339579,9.836249719894933e-05,1.2533054770050513,26,20
confidence level,0.0074974610191767726,0.009392870178853875,0.001895409159677103,1.2528067704549999,502,386
to identify,0.024165123364597647,0.030271322545321815,0.006106199180724168,1.2526864372223079,1618,1244
gap between,0.002777943724236812,0.00347974206107799,0.0007017983368411778,1.2526322178833071,186,143
than their,0.00458510066312205,0.005742791093807032,0.0011576904306849819,1.25248958817997,307,236
particle acceleration,0.006586414959077603,0.008249178732205865,0.0016627637731282613,1.2524535017920615,441,339
a thorough,0.0020013142959555527,0.002506387638398832,0.0005050733424432794,1.252370700141042,134,103
studies on,0.0032259991636298464,0.004039420854118506,0.0008134216904886597,1.2521455825263847,216,166
simulations this,0.0016129995818149232,0.002019710427059253,0.00040671084524432984,1.252145504365972,108,83
multiple images,0.0014188422247446084,0.0017763718213894635,0.00035752959664485514,1.2519866821150805,95,73
and hst,0.0014188422247446084,0.0017763718213894635,0.00035752959664485514,1.2519866821150805,95,73
agn driven,0.0014188422247446084,0.0017763718213894635,0.00035752959664485514,1.2519866821150805,95,73
cross correlating,0.0012246848676742935,0.001533033215719674,0.00030834834804538045,1.2517775016306354,82,63
stat pm,0.0012246848676742935,0.001533033215719674,0.00030834834804538045,1.2517775016306354,82,63
and chemistry,0.0012246848676742935,0.001533033215719674,0.00030834834804538045,1.2517775016306354,82,63
constraints with,0.0012246848676742935,0.001533033215719674,0.00030834834804538045,1.2517775016306354,82,63
studies for,0.0012246848676742935,0.001533033215719674,0.00030834834804538045,1.2517775016306354,82,63
capable of,0.014113746340880579,0.01766638277162672,0.00355263643074614,1.2517146116436348,945,726
estimating the,0.004704582113626859,0.005888794257208906,0.0011842121435820469,1.251714575974217,315,242
a subset,0.005540952267160523,0.0069351502615890015,0.0013941979944284786,1.2516169920961884,371,285
statistical analysis,0.00431626739948623,0.005402117045869327,0.001085849646383097,1.25157139127686,289,222
from either,0.0010305275106039786,0.0012896946100498844,0.00025916709944590575,1.251489499590857,69,53
for psr,0.0010305275106039786,0.0012896946100498844,0.00025916709944590575,1.251489499590857,69,53
to agn,0.0010305275106039786,0.0012896946100498844,0.00025916709944590575,1.251489499590857,69,53
to uv,0.0010305275106039786,0.0012896946100498844,0.00025916709944590575,1.251489499590857,69,53
times gev,0.0010305275106039786,0.0012896946100498844,0.00025916709944590575,1.251489499590857,69,53
mission has,0.0010305275106039786,0.0012896946100498844,0.00025916709944590575,1.251489499590857,69,53
on both,0.006437063145946591,0.008054507847670032,0.0016174447017234406,1.251270558293557,431,331
and dynamical,0.0058545910747356475,0.007324492030660664,0.0014699009559250168,1.2510680397816423,392,301
to simultaneously,0.0025091104606009915,0.0031390680131402845,0.000629957552539293,1.251067982603054,168,129
stars into,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
disk galaxy,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
is optimized,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
models do,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
in grb,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
this variability,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
rates with,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
atmospheric mass,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
are linked,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
masses using,0.0008363701535336639,0.0010463560043800948,0.00020998585084643095,1.2510677824781997,56,43
under a,0.003151323257064341,0.00394208541185059,0.0007907621547862489,1.2509301139080162,211,162
and kinetic,0.002314953103530677,0.0028957294074704954,0.0005807763039398185,1.250880267152615,155,119
we tested,0.002314953103530677,0.0028957294074704954,0.0005807763039398185,1.250880267152615,155,119
simulate the,0.0065565445964514005,0.008200511011071906,0.0016439664146205056,1.2507366707722232,439,337
threshold for,0.0021207957464603622,0.002652390801800706,0.0005315950553403436,1.2506581812837947,142,109
with radio,0.0021207957464603622,0.002652390801800706,0.0005315950553403436,1.2506581812837947,142,109
metallicities and,0.002763008542923711,0.003455408200511011,0.0006923996575872999,1.2505961875378213,185,142
the laser,0.00340522133938706,0.004258425599221316,0.0008532042598342563,1.250557577390918,228,175
widely used,0.005974072525240457,0.007470495194062538,0.0014964226688220818,1.2504861486052519,400,307
approximation and,0.0019266383893900472,0.0024090521961309163,0.0004824138067408691,1.2503913339452672,129,99
observations provide,0.0019266383893900472,0.0024090521961309163,0.0004824138067408691,1.2503913339452672,129,99
confirm this,0.001284425592926698,0.0016060347974206108,0.00032160920449391273,1.2503912689639143,86,66
noise properties,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
threshold the,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
older and,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
median redshift,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
extremely challenging,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
these mergers,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
based high,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
press schechter,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
in primordial,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
formation these,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
a minute,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
features as,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
the kids,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
optimizing the,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
and unstable,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
law form,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
questions and,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
coupling g,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
measurement to,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
refractory elements,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
a tidally,0.000642212796463349,0.0008030173987103054,0.00016080460224695637,1.2503910740200572,43,33
primordial non,0.0023746938287830814,0.002968730989171432,0.0005940371603883506,1.2501530525894,159,122
relations of,0.0017324810323197323,0.0021657135904611267,0.0004332325581413944,1.250064676030903,116,89
and kinematic,0.00327080470756915,0.004088088575252464,0.0008172838676833139,1.2498723375075422,219,168
period we,0.002180536471712767,0.0027253923835016424,0.0005448559117888756,1.24987229931018,146,112
been established,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
significant detection,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
the poles,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
agns we,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
its discovery,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
production is,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
spectral models,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
and iv,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
for potential,0.0010902682358563834,0.0013626961917508212,0.0002724279558944378,1.2498721847181642,73,56
massive galaxy,0.003076647350498835,0.0038447499695826743,0.0007681026190838394,1.2496556419778369,206,158
with sufficient,0.0015383236752494174,0.0019223749847913372,0.0003840513095419197,1.2496555608325344,103,79
a gradual,0.0015383236752494174,0.0019223749847913372,0.0003840513095419197,1.2496555608325344,103,79
develop a,0.014994922038353545,0.018737072636573794,0.003742150598220249,1.2495611740486225,1004,770
spectral energy,0.020954059382280902,0.02618323397006935,0.0052291745877884495,1.2495542387675052,1403,1076
to n,0.0019863791146424517,0.002482053777831853,0.0004956746631894012,1.2495366619588932,133,102
effects such,0.002434434554035486,0.003041732570872369,0.0006072980168368831,1.2494615295238294,163,125
the latest,0.0117838580560368,0.014721985643022266,0.002938127586985466,1.2493349227119517,789,605
grid of,0.0051227671903936916,0.006399805329115464,0.0012770381387217722,1.2492867315598035,343,263
mass black,0.008961108787860685,0.011193575860810318,0.0022324670729496326,1.249128414426289,600,460
mass ejections,0.0058247207121094454,0.0072758243095267065,0.001451103597417261,1.2491283994564846,390,299
fundamental physics,0.0031363880757512394,0.003917751551283611,0.0007813634755323719,1.249128362795747,210,161
methodology to,0.0022402771969651713,0.0027983939652025795,0.0005581167682374081,1.2491283310231158,150,115
multi component,0.0022402771969651713,0.0027983939652025795,0.0005581167682374081,1.2491283310231158,150,115
dominates over,0.0013441663181791028,0.0016790363791215476,0.0003348700609424448,1.2491282568870086,90,69
galaxies may,0.0013441663181791028,0.0016790363791215476,0.0003348700609424448,1.2491282568870086,90,69
the feature,0.0013441663181791028,0.0016790363791215476,0.0003348700609424448,1.2491282568870086,90,69
dissipation in,0.0013441663181791028,0.0016790363791215476,0.0003348700609424448,1.2491282568870086,90,69
and extremely,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
spectral coverage,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
past two,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
violation in,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
with intermediate,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
are potential,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
g i,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
disk gas,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
pc resolution,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
moon s,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
the sampling,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
and minimum,0.0008961108787860684,0.0011193575860810317,0.00022324670729496324,1.2491281642169365,60,46
good performance,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
this offset,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
and generates,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
and mutual,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
these dark,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
times our,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
to astronomical,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
modes this,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
that cause,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
o which,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
debris and,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
morphology to,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
solution which,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
identified we,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
demonstrate for,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
a q,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
more tightly,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
delays of,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
sio emission,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
the enclosed,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
high soft,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
appears at,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
tackle this,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
eclipses of,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
phase lag,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
our parameter,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
will reveal,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
to circumvent,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
fluctuations during,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
at greater,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
readout of,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
of hawking,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
a planned,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
map for,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
for distant,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
branch the,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
and ambient,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
the upward,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
explosive events,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
clusters while,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
mathrm a,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
on general,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
system during,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
we undertake,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
slope parameter,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
range our,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
have sufficient,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
and identification,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
sne from,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
art models,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
at future,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
shear instability,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
that larger,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
of ci,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
pressures of,0.0004480554393930342,0.0005596787930405158,0.00011162335364748162,1.2491278862071344,30,23
an ideal,0.0040922396797897125,0.00511011071906558,0.0010178710392758673,1.2487319585826933,274,210
l mathrm,0.0020461198398948562,0.00255505535953279,0.0005089355196379337,1.248731897801347,137,105
strongly magnetized,0.0015980644005018222,0.001995376566492274,0.000397312165990452,1.2486207171907286,107,82
compare their,0.0015980644005018222,0.001995376566492274,0.000397312165990452,1.2486207171907286,107,82
physical origin,0.00274807336161061,0.0034310743399440322,0.0006830009783334221,1.2485380264357637,184,141
used with,0.001150008961108788,0.001435697773451758,0.0002856888123429701,1.2484229024134033,77,59
luminous quasars,0.001150008961108788,0.001435697773451758,0.0002856888123429701,1.2484229024134033,77,59
it the,0.0030019714439333293,0.0037474145273147584,0.0007454430833814291,1.2483177635050886,201,154
proximity to,0.0018519624828245416,0.0023117167538630004,0.00045975427103845876,1.2482523415295748,124,95
field spectroscopy,0.003255869526256049,0.0040637547146854846,0.0008078851884294356,1.2481318534980044,218,167
to x,0.003957823047971802,0.004939773695096727,0.0009819506471249254,1.2481036638372363,265,203
electron density,0.004211721130294522,0.005256113882467453,0.0010443927521729315,1.2479728528766683,282,216
cosmological observations,0.0028078140868630147,0.003504075921644969,0.0006962618347819542,1.247972823438256,188,144
q and,0.0028078140868630147,0.003504075921644969,0.0006962618347819542,1.247972823438256,188,144
evolution from,0.002105860565147261,0.0026280569412337265,0.0005221963760864657,1.247972793999851,141,108
spatial distributions,0.002105860565147261,0.0026280569412337265,0.0005221963760864657,1.247972793999851,141,108
simulations at,0.0014039070434315073,0.0017520379608224844,0.0003481309173909771,1.2479727351230618,94,72
formation from,0.0014039070434315073,0.0017520379608224844,0.0003481309173909771,1.2479727351230618,94,72
high to,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
coverage we,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
detectors can,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
to full,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
step forward,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
stars hosting,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
are short,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
also significantly,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
function from,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
termination shock,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
products and,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
subhalo mass,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
to percent,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
by synchrotron,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
derive stellar,0.0007019535217157537,0.0008760189804112422,0.00017406545869548854,1.2479725584928618,47,36
address the,0.005869526256048748,0.007324492030660664,0.0014549657746119162,1.2478846610879137,393,301
non gaussian,0.005167572734332995,0.006448473050249422,0.0012809003159164273,1.2478726732830565,346,265
for additional,0.0016578051257542267,0.002068378148193211,0.00041057302243898406,1.2476604568294691,111,85
selection function,0.0016578051257542267,0.002068378148193211,0.00041057302243898406,1.2476604568294691,111,85
the q,0.0016578051257542267,0.002068378148193211,0.00041057302243898406,1.2476604568294691,111,85
halos in,0.0026136567297926996,0.0032607373159751793,0.0006470805861824797,1.247576635152531,175,134
co co,0.002867554812115419,0.003577077503345906,0.0007095226912304867,1.2474311705574324,192,147
allowing the,0.002867554812115419,0.003577077503345906,0.0007095226912304867,1.2474311705574324,192,147
and precision,0.0019117032080769461,0.0023847183355639374,0.00047301512748699126,1.247431127414222,128,98
for neutron,0.0019117032080769461,0.0023847183355639374,0.00047301512748699126,1.247431127414222,128,98
with synthetic,0.0009558516040384731,0.0011923591677819687,0.00023650756374349563,1.247430997984681,64,49
analysis provides,0.0009558516040384731,0.0011923591677819687,0.00023650756374349563,1.247430997984681,64,49
pose a,0.0009558516040384731,0.0011923591677819687,0.00023650756374349563,1.247430997984681,64,49
transitions we,0.0009558516040384731,0.0011923591677819687,0.00023650756374349563,1.247430997984681,64,49
from observed,0.0009558516040384731,0.0011923591677819687,0.00023650756374349563,1.247430997984681,64,49
imager and,0.0009558516040384731,0.0011923591677819687,0.00023650756374349563,1.247430997984681,64,49
a sim,0.00719875739291475,0.008979194549215233,0.0017804371563004831,1.247325588542164,482,369
at later,0.0021656012903996653,0.0027010585229346636,0.0005354572325349982,1.247255571768064,145,111
publicly available,0.012291654220682239,0.015330332157196739,0.0030386779365144997,1.2472147063970316,823,630
from and,0.0012097496863611925,0.001508699355152695,0.0002989496687915026,1.2471167589833845,81,62
field theories,0.0012097496863611925,0.001508699355152695,0.0002989496687915026,1.2471167589833845,81,62
eccentricities and,0.0012097496863611925,0.001508699355152695,0.0002989496687915026,1.2471167589833845,81,62
