bigram,base_freq,rec_freq,abs_excess,ratio,base_n,rec_n
and axisymmetric,0.0005227313459585399,0.000511011071906558,-1.1720274051981957e-05,0.9775788237659363,35,21
process enhanced,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
as important,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
from detailed,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
the exponent,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
estimate and,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
for transiting,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
stellar tidal,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
orbital inclinations,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
functions at,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
trends for,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
stellar densities,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
in abundance,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
compute their,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
other large,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
of diffusion,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
step for,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
spectroscopy at,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
post reionization,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
our case,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
and literature,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
and transmission,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
that single,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
sight magnetic,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
validated with,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
of coupled,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
bands is,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
these wavelengths,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
condition the,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
companions around,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
both dark,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
foreground removal,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
elements that,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
particularly sensitive,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
zero in,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
can alleviate,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
collisional ionization,0.0005974072525240456,0.0005840126536074948,-1.3394598916550808e-05,0.9775788184044015,40,24
our tests,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
often observed,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
two nearby,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
semi numerical,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
with finite,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
absorbed power,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
dot e,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
agn which,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
stark contrast,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
i have,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
sight of,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
july and,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
and estimates,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
with icecube,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
dynamically stable,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
fully non,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
outer envelope,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
planetary radii,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
j from,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
concentrated than,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
encounters and,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
their ages,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
interactions as,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
calculations using,0.0006720831590895514,0.0006570142353084316,-1.5068923781119768e-05,0.9775788142343169,45,27
we collect,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
periods from,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
two fields,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
methods by,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
elements to,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
invariance of,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
the recurrent,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
euv images,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
i are,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
pc this,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
more concentrated,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
variability from,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
critical points,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
interactions on,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
most robust,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
heating mechanism,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
mass around,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
of acceleration,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
be adapted,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
break down,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
ngc m,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
lensing maps,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
prior information,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
model prediction,0.0007467590656550571,0.0007300158170093686,-1.674324864568851e-05,0.9775788108982484,50,30
density measurements,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
these light,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
a noticeable,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
present epoch,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
point we,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
single or,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
a project,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
science in,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
beneath the,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
compact dwarf,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
raise the,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
of searching,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
a symmetric,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
highly irradiated,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
their structure,0.0008214349722205627,0.0008030173987103054,-1.841757351025736e-05,0.9775788081687369,55,33
planet can,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
dynamical effects,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
the explicit,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
regions by,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
atoms and,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
analogs of,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
fluxes we,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
sublimation of,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
with precision,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
mpc this,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
extract information,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
frequency for,0.0008961108787860684,0.0008760189804112422,-2.0091898374826212e-05,0.9775788058941435,60,36
target and,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
as solar,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
their atmospheric,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
an embedded,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
or star,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
unique and,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
magnetically driven,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
s velocity,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
in september,0.0009707867853515742,0.0009490205621121791,-2.1766223239395063e-05,0.9775788039694872,65,39
have yet,0.0010454626919170799,0.001022022143813116,-2.3440548103963914e-05,0.9775788023197814,70,42
two peaks,0.0010454626919170799,0.001022022143813116,-2.3440548103963914e-05,0.9775788023197814,70,42
precision is,0.0010454626919170799,0.001022022143813116,-2.3440548103963914e-05,0.9775788023197814,70,42
background level,0.0010454626919170799,0.001022022143813116,-2.3440548103963914e-05,0.9775788023197814,70,42
directly measured,0.0010454626919170799,0.001022022143813116,-2.3440548103963914e-05,0.9775788023197814,70,42
pile up,0.0010454626919170799,0.001022022143813116,-2.3440548103963914e-05,0.9775788023197814,70,42
of species,0.0010454626919170799,0.001022022143813116,-2.3440548103963914e-05,0.9775788023197814,70,42
emission component,0.0010454626919170799,0.001022022143813116,-2.3440548103963914e-05,0.9775788023197814,70,42
bodies and,0.0011201385984825857,0.0010950237255140528,-2.5114872968532874e-05,0.9775788008900362,75,45
respectively a,0.0011201385984825857,0.0010950237255140528,-2.5114872968532874e-05,0.9775788008900362,75,45
ahead of,0.0011201385984825857,0.0010950237255140528,-2.5114872968532874e-05,0.9775788008900362,75,45
emitting galaxies,0.0011201385984825857,0.0010950237255140528,-2.5114872968532874e-05,0.9775788008900362,75,45
electric charge,0.0011201385984825857,0.0010950237255140528,-2.5114872968532874e-05,0.9775788008900362,75,45
well aligned,0.0011201385984825857,0.0010950237255140528,-2.5114872968532874e-05,0.9775788008900362,75,45
physics that,0.0011201385984825857,0.0010950237255140528,-2.5114872968532874e-05,0.9775788008900362,75,45
decompose the,0.0011201385984825857,0.0010950237255140528,-2.5114872968532874e-05,0.9775788008900362,75,45
the produced,0.0011948145050480912,0.0011680253072149896,-2.6789197833101616e-05,0.9775787996390093,80,48
total we,0.0011948145050480912,0.0011680253072149896,-2.6789197833101616e-05,0.9775787996390093,80,48
instrument we,0.0011948145050480912,0.0011680253072149896,-2.6789197833101616e-05,0.9775787996390093,80,48
however with,0.0011948145050480912,0.0011680253072149896,-2.6789197833101616e-05,0.9775787996390093,80,48
code with,0.0011948145050480912,0.0011680253072149896,-2.6789197833101616e-05,0.9775787996390093,80,48
line from,0.0011948145050480912,0.0011680253072149896,-2.6789197833101616e-05,0.9775787996390093,80,48
curve in,0.0011948145050480912,0.0011680253072149896,-2.6789197833101616e-05,0.9775787996390093,80,48
accelerate the,0.0011948145050480912,0.0011680253072149896,-2.6789197833101616e-05,0.9775787996390093,80,48
star matter,0.001269490411613597,0.0012410268889159264,-2.8463522697670576e-05,0.9775787985351616,85,51
remains to,0.001269490411613597,0.0012410268889159264,-2.8463522697670576e-05,0.9775787985351616,85,51
central and,0.001269490411613597,0.0012410268889159264,-2.8463522697670576e-05,0.9775787985351616,85,51
opens the,0.001269490411613597,0.0012410268889159264,-2.8463522697670576e-05,0.9775787985351616,85,51
a composite,0.001269490411613597,0.0012410268889159264,-2.8463522697670576e-05,0.9775787985351616,85,51
a canonical,0.0013441663181791028,0.0013140284706168633,-3.0137847562239535e-05,0.9775787975539636,90,54
are strong,0.0013441663181791028,0.0013140284706168633,-3.0137847562239535e-05,0.9775787975539636,90,54
density ratio,0.0013441663181791028,0.0013140284706168633,-3.0137847562239535e-05,0.9775787975539636,90,54
this thesis,0.0013441663181791028,0.0013140284706168633,-3.0137847562239535e-05,0.9775787975539636,90,54
e erg,0.0013441663181791028,0.0013140284706168633,-3.0137847562239535e-05,0.9775787975539636,90,54
hr diagram,0.0013441663181791028,0.0013140284706168633,-3.0137847562239535e-05,0.9775787975539636,90,54
both at,0.0013441663181791028,0.0013140284706168633,-3.0137847562239535e-05,0.9775787975539636,90,54
free energy,0.0013441663181791028,0.0013140284706168633,-3.0137847562239535e-05,0.9775787975539636,90,54
the definition,0.0014188422247446084,0.0013870300523178003,-3.181217242680806e-05,0.9775787966760497,95,57
conclude with,0.0014188422247446084,0.0013870300523178003,-3.181217242680806e-05,0.9775787966760497,95,57
galaxies were,0.0014188422247446084,0.0013870300523178003,-3.181217242680806e-05,0.9775787966760497,95,57
to theoretical,0.0014188422247446084,0.0013870300523178003,-3.181217242680806e-05,0.9775787966760497,95,57
minor mergers,0.0014935181313101141,0.0014600316340187371,-3.348649729137702e-05,0.977578795885927,100,60
of rapidly,0.0014935181313101141,0.0014600316340187371,-3.348649729137702e-05,0.977578795885927,100,60
free emission,0.0014935181313101141,0.0014600316340187371,-3.348649729137702e-05,0.977578795885927,100,60
stellar astrophysics,0.0014935181313101141,0.0014600316340187371,-3.348649729137702e-05,0.977578795885927,100,60
in coronal,0.0014935181313101141,0.0014600316340187371,-3.348649729137702e-05,0.977578795885927,100,60
with radiative,0.0014935181313101141,0.0014600316340187371,-3.348649729137702e-05,0.977578795885927,100,60
detail we,0.0015681940378756197,0.001533033215719674,-3.516082215594576e-05,0.9775787951710542,105,63
gcs in,0.0015681940378756197,0.001533033215719674,-3.516082215594576e-05,0.9775787951710542,105,63
static and,0.0015681940378756197,0.001533033215719674,-3.516082215594576e-05,0.9775787951710542,105,63
further evidence,0.0015681940378756197,0.001533033215719674,-3.516082215594576e-05,0.9775787951710542,105,63
than days,0.0016428699444411255,0.0016060347974206108,-3.683514702051472e-05,0.9775787945211696,110,66
increases as,0.0016428699444411255,0.0016060347974206108,-3.683514702051472e-05,0.9775787945211696,110,66
problem the,0.0017175458510066313,0.0016790363791215476,-3.850947188508368e-05,0.9775787939277966,115,69
after inflation,0.0017922217575721368,0.0017520379608224844,-4.0183796749652424e-05,0.9775787933838715,120,72
required by,0.0017922217575721368,0.0017520379608224844,-4.0183796749652424e-05,0.9775787933838715,120,72
originate in,0.0017922217575721368,0.0017520379608224844,-4.0183796749652424e-05,0.9775787933838715,120,72
provided a,0.0017922217575721368,0.0017520379608224844,-4.0183796749652424e-05,0.9775787933838715,120,72
history we,0.0017922217575721368,0.0017520379608224844,-4.0183796749652424e-05,0.9775787933838715,120,72
an ongoing,0.0017922217575721368,0.0017520379608224844,-4.0183796749652424e-05,0.9775787933838715,120,72
detection efficiency,0.0018668976641376426,0.0018250395425234212,-4.1858121614221384e-05,0.9775787928834603,125,75
body problem,0.0018668976641376426,0.0018250395425234212,-4.1858121614221384e-05,0.9775787928834603,125,75
j which,0.0018668976641376426,0.0018250395425234212,-4.1858121614221384e-05,0.9775787928834603,125,75
a prototype,0.0019415735707031484,0.0018980411242243583,-4.3532446478790126e-05,0.9775787924215423,130,78
tested the,0.002016249477268654,0.001971042705925295,-4.52067713433593e-05,0.9775787919938402,135,81
ultraviolet euv,0.002016249477268654,0.001971042705925295,-4.52067713433593e-05,0.9775787919938402,135,81
at t,0.0020909253838341598,0.002044044287626232,-4.688109620792783e-05,0.9775787915966887,140,84
results that,0.0020909253838341598,0.002044044287626232,-4.688109620792783e-05,0.9775787915966887,140,84
all available,0.0020909253838341598,0.002044044287626232,-4.688109620792783e-05,0.9775787915966887,140,84
studies are,0.0021656012903996653,0.002117045869327169,-4.8555421072496354e-05,0.9775787912269268,145,87
also consistent,0.0021656012903996653,0.002117045869327169,-4.8555421072496354e-05,0.9775787912269268,145,87
power in,0.0021656012903996653,0.002117045869327169,-4.8555421072496354e-05,0.9775787912269268,145,87
by adopting,0.0022402771969651713,0.0021900474510281056,-5.022974593706575e-05,0.9775787908818153,150,90
by accretion,0.0022402771969651713,0.0021900474510281056,-5.022974593706575e-05,0.9775787908818153,150,90
be m,0.002314953103530677,0.0022630490327290426,-5.190407080163427e-05,0.9775787905589696,155,93
and isotropic,0.002314953103530677,0.0022630490327290426,-5.190407080163427e-05,0.9775787905589696,155,93
observation and,0.0023896290100961825,0.0023360506144299792,-5.357839566620323e-05,0.9775787902563013,160,96
constitute a,0.0024643049166616885,0.0024090521961309163,-5.525272053077219e-05,0.9775787899719767,165,99
offset from,0.0024643049166616885,0.0024090521961309163,-5.525272053077219e-05,0.9775787899719767,165,99
satellites and,0.002538980823227194,0.002482053777831853,-5.692704539534115e-05,0.9775787897043771,170,102
of jet,0.0028376844494892167,0.0027740601046356006,-6.362434485361612e-05,0.9775787887748205,190,114
equations in,0.003061712169185734,0.002993064849738411,-6.8647319447323e-05,0.9775787881966814,205,123
distances to,0.0032110639823167454,0.0031390680131402845,-7.199596917646092e-05,0.9775787878560724,215,129
rate at,0.003285739888882251,0.0032120695948412215,-7.367029404102944e-05,0.9775787876973796,220,132
synthetic spectra,0.0033604157954477566,0.0032850711765421586,-7.534461890559797e-05,0.9775787875457399,225,135
high and,0.004107174861102814,0.004015086993551527,-9.208786755128713e-05,0.9775787863326211,275,165
that includes,0.004704582113626859,0.004599099647159021,-0.00010548246646783794,0.9775787856394104,315,189
occur in,0.0058247207121094454,0.005694123372673074,-0.00013059733943637103,0.9775787847229057,390,234
a relatively,0.01060397873230181,0.010366224601533034,-0.00023775413076877576,0.9775787829880012,710,426
strength of,0.01545791265905968,0.01511132741209393,-0.0003465852469657516,0.9775787823240543,1035,621
and r,0.009513710496445426,0.00929553473658596,-0.0002181757598594663,0.9770672297619092,637,382
on our,0.009140330963617898,0.008930526828081275,-0.0002098041355366228,0.9770463330684569,612,367
parameters in,0.008393571897962842,0.008200511011071906,-0.0001930608868909358,0.9769989622729324,562,337
with those,0.01913196726208256,0.018688404915439834,-0.00044356234664272645,0.9768156448637949,1281,768
from this,0.011858533962602306,0.011582917629881982,-0.0002756163327203246,0.976757977811802,794,476
a range,0.019684568970667303,0.01922374984791337,-0.0004608191227539332,0.9765898303371312,1318,790
m in,0.004883804289384073,0.004769436671127875,-0.00011436761825619861,0.9765822731498327,327,196
the ray,0.00458510066312205,0.004477430344324127,-0.00010767031879792364,0.97651735409404,307,184
the r,0.008796821793416572,0.00858985278014357,-0.00020696901327300204,0.976472299359276,589,353
results in,0.025345002688332636,0.024747536196617594,-0.0005974664917150416,0.9764266559570445,1697,1017
of recent,0.004211721130294522,0.004112422435819443,-9.929869447507841e-05,0.9764232559976281,282,169
the dense,0.007900710914630503,0.007713833799732328,-0.0001868771148981754,0.9763468005266568,529,317
technique for,0.003614313877770476,0.003528409782211948,-8.590409555852803e-05,0.9762322602032065,242,145
galactic center,0.010021506661090866,0.00978221194792554,-0.0002392947131653264,0.9761218849241214,671,402
a cold,0.0032409343449429475,0.003163401873707264,-7.753247123568367e-05,0.9760771311415815,217,130
orbits in,0.003166258438377442,0.0030904002920063268,-7.585814637111514e-05,0.9760417148855026,212,127
data with,0.012665033753509768,0.012361601168025307,-0.0003034325854844606,0.9760417092104408,848,508
stars as,0.0058844614373618495,0.005742791093807032,-0.0001416703435548174,0.975924675352617,394,236
previous work,0.011694246968158193,0.011412580605913127,-0.0002816663622450654,0.9759141106797117,783,469
the loop,0.002867554812115419,0.0027983939652025795,-6.916084691283974e-05,0.9758816039009127,192,115
for higher,0.002867554812115419,0.0027983939652025795,-6.916084691283974e-05,0.9758816039009127,192,115
co and,0.011320867435330666,0.011047572697408444,-0.0002732947379222219,0.975859207314051,758,454
around a,0.011022163809068642,0.010755566370604696,-0.00026659743846394607,0.9758126064088064,738,442
the all,0.0027182029989844076,0.002652390801800706,-6.581219718370182e-05,0.975788352453204,182,109
them the,0.0027182029989844076,0.002652390801800706,-6.581219718370182e-05,0.975788352453204,182,109
observatory in,0.0027182029989844076,0.002652390801800706,-6.581219718370182e-05,0.975788352453204,182,109
in emission,0.0027182029989844076,0.002652390801800706,-6.581219718370182e-05,0.975788352453204,182,109
infrared observations,0.0027182029989844076,0.002652390801800706,-6.581219718370182e-05,0.975788352453204,182,109
two orders,0.005436405997968815,0.005304781603601412,-0.00013162439436740364,0.975788347999592,364,218
gravity and,0.007930581277256706,0.007738167660299306,-0.00019241361695739988,0.9757377692796654,531,318
a scalar,0.005137702371706792,0.005012775276797664,-0.0001249270949091278,0.9756842530853186,344,206
centered on,0.0024941752792878905,0.002433386056697895,-6.0789222589995376e-05,0.9756275355936946,167,100
the uv,0.012097496863611924,0.011801922374984791,-0.0002955744886271334,0.9755673039202435,810,485
limit we,0.002344823466156879,0.0022873828932960215,-5.744057286085746e-05,0.9755032525078513,157,94
imaging survey,0.002344823466156879,0.0022873828932960215,-5.744057286085746e-05,0.9755032525078513,157,94
abundances and,0.004689646932313758,0.004574765786592043,-0.00011488114572171491,0.9755032472842721,314,188
a rotating,0.004689646932313758,0.004574765786592043,-0.00011488114572171491,0.9755032472842721,314,188
a combination,0.016264412449967142,0.015865677089670276,-0.000398735360296866,0.9754841844420973,1089,652
supernova explosion,0.0022701475595913734,0.0022143813115950844,-5.576624799628893e-05,0.9754349785785267,152,91
of ly,0.0022701475595913734,0.0022143813115950844,-5.576624799628893e-05,0.9754349785785267,152,91
are combined,0.0022701475595913734,0.0022143813115950844,-5.576624799628893e-05,0.9754349785785267,152,91
an energy,0.004540295119182747,0.004428762623190169,-0.00011153249599257786,0.9754349731680819,304,182
the initial,0.029362566461556844,0.028640953887334227,-0.0007216125742226173,0.9754240641535386,1966,1177
particle in,0.004465619212617241,0.004355761041489232,-0.00010985817112800934,0.9753991235489274,299,179
above the,0.017489097317641436,0.017058036257452246,-0.0004310610601891904,0.9753525852299444,1171,701
in turn,0.008707210705537965,0.008492517337875654,-0.0002146933676623105,0.975343040352888,583,349
versions of,0.0021207957464603622,0.002068378148193211,-5.2417598267151446e-05,0.9752840066571032,142,85
sed of,0.0021207957464603622,0.002068378148193211,-5.2417598267151446e-05,0.9752840066571032,142,85
the entropy,0.0021207957464603622,0.002068378148193211,-5.2417598267151446e-05,0.9752840066571032,142,85
wind in,0.0020461198398948562,0.001995376566492274,-5.074327340258205e-05,0.9752002558142218,137,82
region with,0.004017563773224207,0.003917751551283611,-9.981222194059558e-05,0.9751560391494339,269,161
mission to,0.0019714439333293507,0.0019223749847913372,-4.906894853801353e-05,0.975110160213734,132,79
the broadband,0.0038682119600931954,0.0037717483878817373,-9.64635722114581e-05,0.9750624970221045,259,155
release we,0.001896768026763845,0.0018493734030904003,-4.739462367344457e-05,0.9750129704752157,127,76
the western,0.001896768026763845,0.0018493734030904003,-4.739462367344457e-05,0.9750129704752157,127,76
limits from,0.001896768026763845,0.0018493734030904003,-4.739462367344457e-05,0.9750129704752157,127,76
an orbital,0.005690304080291535,0.005548120209271201,-0.0001421838710203337,0.9750129616928994,381,228
b rm,0.0018220921201983391,0.0017763718213894635,-4.572029880887561e-05,0.9749078143690599,122,73
their energy,0.0018220921201983391,0.0017763718213894635,-4.572029880887561e-05,0.9749078143690599,122,73
of myr,0.0035695083338311727,0.00347974206107799,-8.976627275318269e-05,0.9748519293947787,239,143
mechanism of,0.007139016667662345,0.00695948412215598,-0.00017953254550636538,0.9748519258721553,478,286
cases in,0.0017474162136328335,0.0017033702396885267,-4.4045973944306866e-05,0.9747936705666665,117,70
and circ,0.0017474162136328335,0.0017033702396885267,-4.4045973944306866e-05,0.9747936705666665,117,70
mode in,0.0017474162136328335,0.0017033702396885267,-4.4045973944306866e-05,0.9747936705666665,117,70
tev and,0.0017474162136328335,0.0017033702396885267,-4.4045973944306866e-05,0.9747936705666665,117,70
dynamics is,0.0017474162136328335,0.0017033702396885267,-4.4045973944306866e-05,0.9747936705666665,117,70
two cases,0.0017474162136328335,0.0017033702396885267,-4.4045973944306866e-05,0.9747936705666665,117,70
well defined,0.0050928968277674895,0.004964107555663706,-0.00012878927210378376,0.9747119858950244,341,204
the infall,0.0016727403070673278,0.0016303686579875896,-4.237164907973812e-05,0.9746693353594378,112,67
start of,0.0016727403070673278,0.0016303686579875896,-4.237164907973812e-05,0.9746693353594378,112,67
the immediate,0.0016727403070673278,0.0016303686579875896,-4.237164907973812e-05,0.9746693353594378,112,67
