quarter,mean,lo,hi,lo68,hi68
2020Q1,0.006567837138469585,0.003212248413122903,0.011867825179507087,0.004487337873513655,0.008675290786985096
2020Q2,0.008208936026797004,0.004475386077827137,0.014237220501295672,0.005880947139839998,0.010546210323968321
2020Q3,0.00996791908490593,0.005800407859358049,0.01615815451498746,0.0074870926316403024,0.012448408087058683
2020Q4,0.012112105164111238,0.007663180731625279,0.019352555163396165,0.009354212647367926,0.014775349483898133
2021Q1,0.013627041032050499,0.008606529444361091,0.02178424795026761,0.010520021920616685,0.016589128632540775
2021Q2,0.015209243940699712,0.009752617275832659,0.025436735252310074,0.011669390176803043,0.01842477111408322
2021Q3,0.017189187083473684,0.011050525310367963,0.028661092457817915,0.01311715685033051,0.02083165148523611
2021Q4,0.01884189165500987,0.012015555023469588,0.03108167688217047,0.014379690654993803,0.022953362122527507
2022Q1,0.020620360224964777,0.012874279106687052,0.035972221301160054,0.015659213128482584,0.02506973925226507
2022Q2,0.022746532108277977,0.014018084432011734,0.039268278882946775,0.017148989321975467,0.02790412902896592
2022Q3,0.02609704761753507,0.015684737977648605,0.04635161806294705,0.019416227096576102,0.03238687898294912
2022Q4,0.031856977681796426,0.019098285536212796,0.05979679136990498,0.023325265235906202,0.03967240430316261
2023Q1,0.04457177674003448,0.026106521727259444,0.08289409914939642,0.03201524340415975,0.05654847345522045
2023Q2,0.07856209322903814,0.04944448840405536,0.13446111292885923,0.05896670726603827,0.0964872032549318
2023Q3,0.14550428166675816,0.09792882717764549,0.2377757087289342,0.11335297853345401,0.175669046661393
2023Q4,0.19811554633814968,0.13892524723359498,0.3026042743048889,0.15954882040647345,0.2368805685784573
2024Q1,0.24282027823201124,0.1731350164355274,0.3670697379203465,0.19742037398284482,0.2866902167434663
2024Q2,0.26802368721201975,0.19080085054136472,0.39801322187904686,0.2203811299200922,0.3163094775736431
2024Q3,0.3386563665547071,0.2469135943455872,0.4785518685509467,0.2816431443632825,0.39481522010535147
2024Q4,0.4004735767239205,0.30077029053808196,0.556198017895966,0.339190435239798,0.4620313171447537
2025Q1,0.47986982837174574,0.37071433924371544,0.6338115247431757,0.41407438550779657,0.5448708751796176
2025Q2,0.6036789713088715,0.48836252347054326,0.7420515249182735,0.5384297500825005,0.6713475227265558
2025Q3,0.7392370291434641,0.618036870796937,0.8607901944302548,0.676693588390595,0.8009232501011114
2025Q4,0.8584664684542789,0.7519707901328404,0.944698421631646,0.810063655579747,0.9060528980018995
2026Q1,0.91791400596029,0.8274440249576575,0.9765740182196629,0.8812636963881239,0.9559226458909563
2026Q2,0.9497319653431358,0.8790749809442907,0.9897916294778963,0.9214479546353925,0.9779645099312306
