word,base_df,base_slope,disc_df,val_df,disc_ratio,val_ratio,in_dict,is_seed,is_control,disc_rank,n_docs,topic_entropy,top_share
estrada,0.0021560986616948,-0.0012109203789876,0.0040993276612816,0.0031285071376317,1.9162948273908167,1.4660157511459628,False,False,False,153,190,0.8182420255665642,0.4385810988535778
cracks,0.0021618901751778,-0.0483385059630755,0.0030187973964298,0.0023721563995377,1.9118586949809604,1.6548225710141524,False,False,False,154,127,0.6712198484027275,0.5756190835866235
utilized,0.0499511319498594,0.0500226057717443,0.1316780472420336,0.1356583049242689,1.9044015328448696,1.7751802105667085,False,False,False,155,7288,0.9922919558186537,0.17399960736818604
resampled,0.0124159606759459,-0.042879435299126,0.0178872726901592,0.028698364244212,1.9037449456325457,3.3278702338986808,False,False,False,156,1125,0.9204546757129699,0.24072192925552147
keldysh,0.0021479442339423,0.0022065855552389,0.0041443571601942,0.0033756671797666,1.9019766128831408,1.542378639651008,False,False,False,157,174,0.4524523826409157,0.7421944513677581
hypothetically,0.0024537118423639,-0.032939907443662,0.0037664522819781,0.0027372912386175,1.90149610838378,1.476030116194062,True,False,False,158,163,0.9633733479409171,0.24413595105717903
tong,0.0056169960869229,0.0205652883151962,0.0122062006470153,0.0147105418187854,1.901176074825757,2.1989113560201305,True,False,False,159,910,0.9496909741088294,0.2135324372112372
gti,0.0024924494170376,0.0012304211602137,0.0047715099517682,0.0054621519745087,1.8991361794938348,2.1686792423803416,False,False,False,160,270,0.5960884967803974,0.6051948487454855
amara,0.0026300036520651,-0.0166641450109731,0.0044736081524382,0.0036252673308643,1.8955840251126488,1.5881789252666183,True,False,False,161,277,0.7751528145258468,0.3595159533097521
progressing,0.0047650906605388,-0.055027276971656,0.0063159266572193,0.0071641471391836,1.8954100894243968,2.400085384669356,False,False,False,162,352,0.9833070967108576,0.17561941110214507
situated,0.0321797365332535,-0.0196501895698889,0.0536691556991222,0.0486579253787339,1.895016854487571,1.7869394616119592,True,False,False,163,2795,0.9854229854613981,0.16919541212932657
nonspherical,0.002105224520455,-0.0577453231386103,0.0027404655320702,0.0022951332742162,1.8946806209809424,1.781051709869672,True,False,False,164,161,0.925191681069937,0.27159365458023565
ssb,0.0039617684715551,-0.0475570778505703,0.0055063906280827,0.0046479348827667,1.893335042552659,1.7576323753915613,False,False,False,165,230,0.8858531771744447,0.22155586618497572
unmodelled,0.0029026883794109,-0.0216424800588982,0.0047737751936804,0.006889685982633,1.893025272273948,2.852937752470041,True,False,False,166,277,0.8842300498919963,0.36234055448694885
sokendai,0.0032940662462403,-0.0369490218900079,0.0048856693683883,0.0037817536904699,1.885800126093204,1.5716590554698957,False,False,False,167,293,0.9654494270769701,0.21217860150451182
seamlessly,0.0024904324760585,0.0562350548521469,0.0067606962112307,0.0102631110727507,1.8835186266465695,2.555126339663258,True,True,False,168,440,0.853782381030675,0.30608707024001214
glorieta,0.0039178809564115,-0.0410581817937849,0.0056355894958488,0.0047206718481039,1.8784162501358708,1.7081223736205502,False,False,False,169,338,0.9634908740963797,0.19387467412538867
supersolar,0.003261734238041,-0.0160067109406959,0.0055178056921692,0.007172093462612,1.877169118642636,2.519336571187963,True,False,False,170,336,0.8110544980862104,0.37508638385911897
totalling,0.0028793331743791,0.0010879550292215,0.0054300119362562,0.004958665512329,1.872568267697099,1.7063051575351444,False,False,False,171,263,0.9412648909185879,0.2631965487513948
hereon,0.0020479480906417,0.0308729735246262,0.0046837161958552,0.0024503995793405,1.8711985574688592,0.9203442164661456,True,False,False,172,160,0.9660318886500455,0.20224486458392116
scrutinized,0.0041549051060965,-0.0208225067777793,0.0067843435816431,0.005555067746687,1.869506042504181,1.5958592991107785,False,False,False,173,317,0.9804445822962325,0.21835449523270858
encapsulates,0.0073411560016718,0.0241292868022643,0.0160259261533155,0.0275825829008176,1.866138098690136,3.060533532358116,False,False,False,174,1104,0.9549350894547283,0.23804633571905573
detailing,0.0044689321110179,0.0182156759900946,0.0093843728909116,0.015187749201717,1.8654353822221657,2.9110283529422665,False,False,False,175,675,0.953970461419684,0.2474666285421262
decin,0.0022049093704416,-0.0233464269557771,0.0035326968681487,0.0030241828978946,1.864749883852288,1.672633217399035,False,False,False,176,171,0.7744692836201785,0.4052657059201338
insulation,0.0025732213358293,-0.0260226604679625,0.0040488615817797,0.0035117767132174,1.8634404653230985,1.7025994261304915,True,False,False,177,188,0.5600182840998689,0.6519180754966875
sander,0.0021436436129876,0.0099384038138709,0.0042594226735792,0.0056288267471917,1.86269990967828,2.413112941248172,True,False,False,178,266,0.7958428597352701,0.4460832991332179
readability,0.0055989863213859,0.0096107747575996,0.011046484545517,0.0145459111164376,1.853464579616428,2.394160813504325,True,False,False,179,669,0.9764683200362069,0.2028278486309431
commences,0.0040505853638633,-0.046595627919592,0.0055423591593465,0.0046797201764804,1.8523042927492936,1.716761640682429,False,False,False,180,269,0.9638249321742185,0.21916105355471893
prevailing,0.0113316350598338,-0.0328002870230637,0.0169372115836954,0.0199387882697395,1.8498722059102584,2.3253511421229707,False,False,False,181,936,0.9863064040406674,0.1878956110203622
refines,0.0022601500547928,0.031007156250998,0.0051130821048635,0.0129221591315654,1.849332293282255,4.39273291242467,False,False,False,182,478,0.9242358664648651,0.28690694619493956
witzel,0.002196930401303,-0.0590291404283193,0.0027672842411597,0.001330134056648,1.8487222407305728,0.9999663119038849,False,False,False,183,113,0.8117308934752865,0.3957280647570696
monopolar,0.0021722379136675,-0.0388947937726298,0.0031161051683741,0.0012518908768452,1.8471466651484003,0.8021199843573588,True,False,False,184,127,0.8468809907679191,0.3093505183762106
complexities,0.0136494259526118,0.0187952402007536,0.0284531968594519,0.0380465941489278,1.844842659781961,2.375848323895614,False,False,False,185,1829,0.9777215306869359,0.19882496796935922
kocevski,0.0045205497267383,0.0191343892801278,0.0094229708579447,0.0100715752946147,1.840695112547147,1.8935269717114735,False,False,False,186,553,0.7290070959379421,0.5070176500633058
sergio,0.0037807019448127,-0.0592384928447691,0.0047328231302098,0.0063635806046495,1.8398101595689809,2.784890915942356,True,False,False,187,331,0.9594921341659548,0.2601791346632548
pmo,0.0024021048961188,-0.0373093361842903,0.0034599425633817,0.0028689165927703,1.8356842144577512,1.6400363877337387,False,False,False,188,243,0.9655412878007122,0.2032138051164904
affairs,0.0030997465380003,-0.0495853260408416,0.0041211628381643,0.0024777006937561,1.8351379189335029,1.2183359053633986,False,False,False,190,453,0.9830202569352727,0.16802878664278245
slitless,0.003899260095763,0.0387789846344695,0.0091696455091448,0.0144053174036888,1.8276818434350388,2.6569775492248686,True,False,False,191,579,0.8787640416025866,0.24375652357840571
spec,0.0159493471892515,-0.0326390273326668,0.023546056508038,0.0230302019185056,1.8252083271733943,1.905644580723677,True,False,False,192,1296,0.9630530291776946,0.19654801759449556
mccomas,0.0029447570781572,-0.0405235549839172,0.0041261463703711,0.0031806692575002,1.8234324182725536,1.5242698718268968,False,False,False,193,171,0.6825603349043957,0.5938688605352344
fragos,0.0026135615223006,0.0114451941124855,0.0051307509917788,0.0045550191105884,1.822381969440245,1.5812753692772954,False,False,False,194,266,0.8567803272127734,0.2857542938502801
ruhr,0.0021594095576553,0.0098793752990028,0.0041907458042542,0.0063637786239632,1.8199844252590305,2.7096319199300245,False,False,False,195,465,0.8787485894535821,0.27791914303021226
dev,0.0034197247316828,-0.0170630145399393,0.0055673656749062,0.0061447437120979,1.8189720388455997,2.077307531095602,True,False,False,196,400,0.9660359569469448,0.19946266918421024
notably,0.0802743691467314,0.0508340119521973,0.2031900768898357,0.3462341702562138,1.8189700263831663,2.799878031064426,True,True,False,197,13935,0.9967049688328508,0.14094808231242828
jorstad,0.0033039876338778,-0.0473942914602969,0.0044062904282605,0.0035117767132174,1.814783078067057,1.5901740251844618,False,False,False,198,193,0.6418673982624619,0.5288381299361649
boyle,0.0030256200289542,-0.0270893274000144,0.0045909389077354,0.0051412329318689,1.8094974369636387,2.1392090649259625,False,False,False,199,324,0.9426386460362548,0.2038117423375717
furnished,0.002195818716134,-0.0481232868177367,0.0029055440765747,0.0022939132197348,1.8091679770302496,1.5726343738638209,True,False,False,200,116,0.9329454220382585,0.2801913683727529
multifield,0.0025685604393459,-0.0511772651436175,0.0033307436956156,0.0036784514859005,1.808508066759997,2.212566212113967,False,False,False,201,167,0.38690741857524885,0.7614840730538598
totals,0.0026707370994073,-0.054171877546222,0.0033962492262635,0.005145717111167,1.8083853159299423,3.0534472473845247,False,False,False,202,191,0.9234318539116302,0.22094664514385007
normalizes,0.0037834472321801,-0.0342635035939428,0.0054736822900214,0.007710629343322,1.8076520301483892,2.7270052565452634,False,False,False,203,304,0.9219688769767747,0.3298877271769518
informatics,0.0029240378484972,-0.0174842601442467,0.0047114410017096,0.0027906734129675,1.805208344517626,1.1073100089099714,False,False,False,204,269,0.9835300283614314,0.16521859412151463
disparity,0.0088816442185463,0.0340174105209557,0.0199815573985929,0.0196849019586575,1.8034650642026877,1.6598334314514394,True,False,False,205,1056,0.9903339276635256,0.15381801177967291
fog,0.0031239738102484,-0.0530922981190258,0.0039842621478967,0.0066368217067187,1.801007493568162,3.3361314117786605,True,False,False,206,245,0.8015429841545968,0.4365430881239629
quicker,0.0065073430350587,-0.031532575404988,0.0095425668551541,0.0088241685970675,1.800011429874607,1.772852874219125,False,False,False,207,461,0.9871381307024714,0.17909835918242858
hatch,0.0025846195942712,-0.0030874024767806,0.0045567825700014,0.0054939372682223,1.7987762554179796,2.1821480859605327,True,False,False,208,249,0.9129557031776158,0.2254090256774516
luckily,0.0048207851189987,-0.0528190944757784,0.006143057435688,0.0039755315582549,1.7962656724233232,1.2919903870905445,True,False,False,209,217,0.9867300997328173,0.17472668618361456
tiered,0.0028332399174112,-0.0341825606244305,0.0040738680973394,0.0079113314993678,1.7956349297123877,3.733801785829329,True,False,False,210,266,0.8266182130926216,0.281676756172641
baes,0.0026039488675366,-0.0322760950942355,0.0037887405072432,0.0047318822963489,1.7946305408973564,2.3908304927772077,False,False,False,211,236,0.7047020900574715,0.4377328895728845
methodological,0.005278344405482,0.0264934775885712,0.0112493438148149,0.0475289214553581,1.7940752463058307,7.188850973662976,True,False,False,212,1251,0.9372853135634135,0.29614750507309817
cations,0.0021695086580133,-0.0331494411212045,0.0031338629098148,0.0035400998628007,1.791829294678797,2.162844966263084,False,False,False,213,168,0.7848649812992118,0.3540548559329007
qing,0.0021666856675339,0.0056685275314726,0.0040261203081322,0.0057376351662269,1.790973134676316,2.52354836296533,False,False,False,214,306,0.8863730524303737,0.27643199141728014
outweigh,0.002007769973384,-0.020041626631635,0.0031556980866974,0.0043712316365671,1.7904297378611724,2.5815086978138773,True,False,False,215,176,0.9333431485736817,0.2736211062455806
reviewers,0.0021324090898117,0.012632856528749,0.0041429980150469,0.0021908090344791,1.789710272612878,0.922783390914082,False,False,False,216,660,0.8824993398908025,0.3186797219107301
examining,0.0677788430304038,-0.0161598194738584,0.1091981210808901,0.1387330338489232,1.7895292330639403,2.348225262888103,True,False,False,217,6310,0.9910761418926237,0.1594729499625335
alfaro,0.0025812274022349,-0.0420370852642344,0.0035104086428836,0.0055426372439605,1.7873042592691415,3.0695182453445025,False,False,False,218,253,0.9465166623600304,0.20790843721370372
incorporating,0.0549907090249278,0.0368206832409255,0.1247624172597629,0.2653742482627925,1.7858823049903771,3.528952326706638,False,False,False,219,9985,0.98665135450244,0.18333260918309785
valdivia,0.0021976595343876,-0.0415541419299443,0.002994696977635,0.0016691878357936,1.7852385126562595,1.0812896429540813,False,False,False,220,148,0.8503379811447632,0.2695935979196019
northeastern,0.0044027100773491,-0.0456547071750339,0.0058416201038238,0.0087652802082519,1.7852232760914668,2.934811480957157,True,False,False,221,409,0.9403266794923693,0.2715626773324362
fernando,0.0030127380804982,-0.0519311474181634,0.0038369413448329,0.0050312044583524,1.784929031317002,2.596656969855792,True,False,False,222,261,0.9598191009681573,0.1899575343933883
nojiri,0.0028842522567044,-0.046045663709008,0.0038142000711854,0.0072128471149218,1.7838288504545892,3.6987177880018343,False,False,False,223,354,0.24263045742419356,0.8731724235791343
choudhury,0.0036466042914369,-0.0188625156659132,0.0057542793962933,0.0107348122412167,1.7838140010214791,3.455706493012475,False,False,False,224,525,0.8421731172664695,0.3499257338477366
nonexistent,0.0023575648959243,-0.0366993862207912,0.0033039249865261,0.0032792892634579,1.7789581775118282,1.9001678630477965,True,False,False,225,144,0.9878358221911414,0.1612938185077196
feo,0.0022944614553731,-0.0358971067811101,0.0032270932463171,0.0038110988752209,1.7760909367587372,2.2536357881261475,False,False,False,226,176,0.44199756930265455,0.7861817470509016
adjustments,0.0171068543114598,-0.0084555238832835,0.028743307981755,0.0401805588649267,1.7751530763677614,2.5238259926778266,False,False,False,227,1787,0.967278879626434,0.21099140877931177
tod,0.0021266612299406,-0.0505760695400323,0.0027150059681281,0.0015127014761879,1.7735538374254425,1.0933435173213426,True,False,False,228,135,0.7798891083292281,0.3548317513917092
fabrizio,0.0020691671782159,-0.0194686364225935,0.0032334359236713,0.0031545881975659,1.7734827436928409,1.7989356354322985,False,False,False,229,195,0.9415665149532814,0.20114800194198537
levan,0.0042105862021815,-0.0309697454547718,0.0061053655654199,0.0056345309809712,1.773348296413893,1.7411657650053944,False,False,False,230,343,0.6069465531962631,0.6179889978583253
acf,0.0036532260712255,-0.0227024443435692,0.0055846703679644,0.0058918794361835,1.7717728681146303,1.95606574041309,False,False,False,231,316,0.9052083330937277,0.3057769027193165
dos,0.0064824437223346,-0.0324000120906322,0.0093010207642977,0.0080645537341568,1.7711457887148023,1.638499562680959,True,False,False,232,499,0.9585924912715976,0.25577450902560683
resting,0.0020943642490565,-0.0519361322651334,0.002646329098803,0.0007302696781597,1.7709360478593803,0.5421924249761368,True,False,False,233,103,0.9036546264948351,0.24663816104832106
mancini,0.0040953162283789,-0.0541155034071049,0.0051016670407771,0.0057932594302258,1.7708757386644278,2.2407999353209638,False,False,False,234,328,0.8867375199938723,0.27432845766874636
estec,0.0022041031101668,-0.0244430533940725,0.0033253071150263,0.0018256741953993,1.7684813941837714,1.0195839188810345,False,False,False,235,168,0.9316652576930184,0.22360686320997702
superiority,0.0022783058774857,0.0041916981252438,0.0041389205796049,0.0046196117331834,1.7678371599547198,1.956679876757758,True,False,False,236,234,0.8103535120665217,0.4314632383012393
skewing,0.0021861971471891,-0.0178963587448957,0.003438107386499,0.0047703938590097,1.7666478864480308,2.5405595419778915,False,False,False,237,198,0.9393855836076138,0.2561607524202602
incorporates,0.0394638772262782,0.0160788484107934,0.0773753072194578,0.1453786258949243,1.7660924203334576,3.213258681569873,False,False,False,238,5707,0.9858608110066204,0.18917992338964953
arf,0.0042610209303641,-0.030382924799982,0.0061754015798922,0.0076380903972986,1.7657122290510192,2.3207576326272936,False,False,False,239,337,0.7603871733722445,0.4716500389750409
bernardo,0.0023045842357723,-0.0136106505848104,0.0037214227830655,0.0039392620852432,1.7641606189867785,1.9189605562473653,False,False,False,240,238,0.9410081671905336,0.22238687866336196
megaparsecs,0.0027459376615974,-0.0475531893939198,0.0035549850934137,0.0060483657957892,1.7635414866891652,3.299819016378851,False,False,False,241,265,0.8116053946273739,0.26124378605907367
deepens,0.0020816862146453,-0.0219554203001106,0.0031816106990221,0.0074316840074734,1.762828399366133,4.30249595916101,False,False,False,242,254,0.9403815186439803,0.2793818372568046
distorting,0.0045659237622733,-0.0593202685935523,0.0054718700964917,0.0089670043994653,1.7622322602418894,3.25161922226464,False,False,False,243,342,0.9540752239404694,0.2583653028289076
bei,0.0093482781033435,-0.0506886390276061,0.0118486829460092,0.0083027454176957,1.7620901770662585,1.366492856507829,False,False,False,244,553,0.9563714428813003,0.227972726779736
backends,0.0025545091383964,-0.0476680379283036,0.0033016597446139,0.0048973370145507,1.7619258686042278,2.8748768145070414,False,False,False,245,165,0.8796960102248209,0.28129333618284724
categorize,0.0052959943278269,0.0555228908777784,0.0133814092480421,0.0140935647389588,1.761237762135662,1.6600089130203208,True,False,False,246,771,0.9716443013798999,0.20820416662464195
tran,0.0052756244992448,-0.0515498930135118,0.0066456306978458,0.0071256355765229,1.7610968841546508,2.0933715660387446,True,False,False,247,413,0.9827656842957029,0.1681609101055639
estudios,0.0032097057224971,-0.0254256266891811,0.0047901737899738,0.0046163476083668,1.7605988526638037,1.7852213276548383,False,False,False,248,372,0.9234796779073151,0.2673838649986953
ping,0.0030720112669455,-0.0116785313697839,0.0050084367042748,0.0072185513487012,1.7589231977082636,2.595007280723584,True,False,False,249,356,0.9657204759920107,0.2410416143433256
insights,0.0725075377788372,0.0558998440469015,0.1832566314743071,0.2549821180255665,1.7574220942336265,2.1866139747653563,False,True,False,250,12519,0.9954746121410929,0.1476814812645423
posits,0.0047609204758039,0.0423876643730072,0.011018848594188,0.0168738517195352,1.7570679278684531,2.472003645237312,False,False,False,251,765,0.9535504914175499,0.2506695040612254
solitary,0.0029563940613694,-0.0599859458096104,0.0035158452234729,0.0027112101786833,1.7563157705098231,1.5270004666034722,True,False,False,252,146,0.9588708851644523,0.19361173368591791
hinge,0.0021899902287688,-0.0161874335084124,0.003461301708529,0.0030604523709063,1.7558726510316127,1.6036124113246593,True,False,False,253,164,0.9711225185579798,0.18119448346401618
reyes,0.0048820896119468,-0.0470912222114804,0.0063113961733949,0.0078343083740464,1.7557156168254822,2.3945963054510457,False,False,False,254,426,0.9392424504633785,0.2589574028787301
brook,0.008705247258196,-0.0566157821424519,0.0105720891375961,0.007984068464705,1.7546932145911278,1.4840224689715906,True,False,False,255,516,0.9366923712247818,0.21467087783863292
permissible,0.0052519790054381,0.008003370803064,0.0097044740609814,0.007417011415098,1.7541074522933673,1.3193544856734838,True,False,False,256,448,0.9298775077455202,0.2517431460156717
seeming,0.003127537208586,-0.0483974066478153,0.0040033790344847,0.0015387825361222,1.753258481176878,0.742393122665831,True,False,False,257,167,0.975760977399454,0.20093324443691632
debates,0.0039524253712721,-0.0336583192421658,0.0055669126265237,0.0057296888427985,1.752932817201773,1.9298215376632004,False,False,False,258,303,0.9546291115566191,0.22965735745653962
grounded,0.0045300354854012,0.0395291490903209,0.0102602316929357,0.0269042773232127,1.7517340440885143,4.244218662282761,True,False,False,259,850,0.9747582162410209,0.2054214019052624
huntsville,0.0030658710481148,-0.0534524021121923,0.0037932709910676,0.0022429711543477,1.7512636236727004,1.1523635478446212,False,False,False,260,185,0.9660917436930335,0.1965697977472397
ccf,0.0086845697005445,-0.0267637467776667,0.0127787210691201,0.0141263720678401,1.751018943328493,2.042117794928651,False,False,False,261,639,0.8488088259048882,0.34230470297523313
vulcani,0.00235131256054,-0.0211380318897561,0.0035872403830926,0.0036784514859005,1.750334145572261,1.8723445847728888,False,False,False,262,167,0.5374209187610529,0.6313605270685023
dropouts,0.0029859353278198,-0.0435193053618958,0.0039365143586894,0.0041161252710038,1.749374150437068,1.995537240955215,False,False,False,263,180,0.8583126045601366,0.28915757408573883
yue,0.0046909830987198,0.0329102373380395,0.0101478844698454,0.019036337604431,1.7466620002119655,3.067829978761162,False,False,False,264,877,0.9214425308672396,0.22694330273799365
brussels,0.0065478932860635,-0.0441532708027308,0.0085829028781336,0.0100909300856019,1.746519735248729,2.242960059605136,True,False,False,265,551,0.9184263467885274,0.2437691779028508
halving,0.0027131945491175,-0.0524164014351233,0.0033676183236442,0.005370258237498,1.7450542323616376,3.0903633327710827,False,False,False,266,219,0.9380673059691501,0.24611768286403188
osorio,0.0032564791619697,-0.0184664339740952,0.0050366145585116,0.0048282602126576,1.7438919399905333,1.7346476115867189,False,False,False,267,252,0.9234027234514276,0.2628428818425078
krawczynski,0.0021360437101736,-0.0088581243238426,0.0035153921750905,0.0020343226748735,1.7432889227315551,1.0268558880645626,False,False,False,268,165,0.49448651897709506,0.7108260139520265
oke,0.0104458084904014,-0.0437780646352713,0.0136941727894674,0.0128860876778674,1.7425107311161672,1.7897232655692878,False,False,False,269,725,0.7944058908442437,0.41138845342576075
faintly,0.0020992341549952,-0.0157875242788003,0.0033003005994665,0.003258912437303,1.7420452827223314,1.775380733695452,True,False,False,270,163,0.9010655907092578,0.2955382053374209
facilitated,0.0133950289878315,0.0184098458954376,0.0262979371041947,0.0273083197635807,1.741841407145147,1.7433770260245425,False,False,False,271,1573,0.9858323113135588,0.17844884883632223
tar,0.0021383123680392,-0.0457759511991752,0.0027650189992475,0.0014605393563194,1.7411995708595165,1.007915634265377,True,False,False,272,130,0.9055220403199531,0.223021189495595
jeong,0.0049055508982582,-0.0287860475196345,0.0070826095748302,0.0101396300613401,1.7408688581628189,2.639964626435484,False,False,False,273,506,0.9655782540542504,0.1829394698134681
replicates,0.0028966474410999,0.0251059580020781,0.0059334912951788,0.0075496588044184,1.739973791214284,2.1054889370624643,False,False,False,274,368,0.9587297470705212,0.22074001997052195
pritchard,0.0040151022501966,-0.0461713953698948,0.0051739682971616,0.0041116410917057,1.7396626449058696,1.516213771828201,False,False,False,275,280,0.8585202334696155,0.28993844307100125
rhodes,0.0049405758326854,-0.0405717153596211,0.0066006011989331,0.0091984698140571,1.7391474045288913,2.628503930173925,True,False,False,276,462,0.9086814279663654,0.2388464438384976
seidel,0.0026383255567442,-0.0218047010255832,0.00397746642216,0.0074873082714724,1.7371244631727396,3.415776540451801,True,False,False,277,323,0.9156975886095607,0.22540347177559653
influencing,0.0156344485561382,0.0425587064163047,0.0357961052178694,0.0588154921572662,1.736255499486128,2.620013753724308,False,False,False,278,2622,0.9794466604455742,0.16726566924249522
jerk,0.0029837511709264,0.0068333583904991,0.0054118011464331,0.0049211759848359,1.7349591108828228,1.5562556096623734,True,False,False,279,218,0.6855392556348762,0.5489441334426658
accessed,0.0160746295397881,0.033543989462906,0.034673450229206,0.047003212116002,1.7344599820096458,2.1986637901149773,False,False,False,280,2664,0.9640012932229806,0.1949369653072062
cuesta,0.0021955405158542,-0.0561686743621878,0.0026431577601259,0.0016691878357936,1.734366890329264,1.2254923105762652,True,False,False,281,183,0.8674974563414822,0.29866729350457466
penultimate,0.0025767708413452,-0.0370309252119261,0.0035122208364134,0.0034176408865577,1.7339682450482667,1.8169810770560584,True,False,False,282,164,0.9750453171264772,0.1793219069527986
walmsley,0.0025289811358776,-0.0139317256001969,0.0040029259861022,0.003129727192113,1.732846267819499,1.3931244087452974,False,False,False,283,224,0.702985627147419,0.49583808768059295
mayall,0.0033579203415236,-0.0017548109856995,0.0057515611059986,0.0087958454474842,1.7324831906862892,2.658796452059283,False,False,False,284,521,0.7965111304087921,0.339900457823348
ceiling,0.0027294631863372,-0.0036421347713994,0.0046096027459409,0.0103888341738103,1.7292894511161463,3.925857438279506,True,False,False,285,300,0.9593578553154156,0.228430656117431
formidable,0.0071301425785825,-0.0580454333976834,0.0084506215262158,0.0075076850976272,1.7284137457595266,1.72457756089566,True,False,False,286,412,0.9557520845664539,0.20460287002449254
turku,0.0036650730538406,-0.0446465170687388,0.0047382597107991,0.0029732408325074,1.7281025447406864,1.1856601100757505,False,False,False,287,297,0.844644628948902,0.3654553589608265
elucidate,0.0189841606747023,0.0064001200897528,0.0341956081432763,0.0282119904833706,1.7278734894666266,1.4073958452471038,True,True,False,288,1752,0.9865689473766941,0.16303900632888632
preparations,0.0023260884896856,-0.0439410373323669,0.0030197034931947,0.0013040529967137,1.7273480115905977,0.8144744865989477,False,False,False,289,141,0.8679189422618055,0.38313771762044563
yin,0.0034258703322536,0.046343331390578,0.0079958849077907,0.0153884513577628,1.7269205918926902,3.0293359842758423,True,False,False,290,790,0.9143753455535192,0.28385061209621204
calzetti,0.0164011786665441,-0.0393772732478238,0.0219206417724105,0.0205830664639817,1.7263818694767916,1.753865732827698,False,False,False,291,1084,0.5737391402302849,0.6577277206780073
levy,0.0061069255474795,-0.0521591889983753,0.007508351096779,0.0063578763708701,1.7256903033996045,1.6219417803441587,True,False,False,292,341,0.9537065932460544,0.2294785482256887
customized,0.007333985521444,-0.0012891856017534,0.0125399821230837,0.0155188566574342,1.7242337011148592,2.1393345552756498,False,False,False,293,716,0.9188332580753473,0.2482240472243089
tosi,0.0027673163986303,-0.0483741121589324,0.0034840429821765,0.0080725000575852,1.7241722556582473,4.400706704530684,False,False,False,294,339,0.9224988852626506,0.23131707692377246
domingo,0.0029092142988209,-0.0121277449474318,0.0046355153582655,0.0041320179178606,1.724081903735735,1.574548674508038,False,False,False,295,227,0.820095760014515,0.4010938009207117
tearing,0.0044353814828332,-0.055828125507585,0.005308603745517,0.0058476636397434,1.7204709128235245,2.1190495061251204,True,False,False,296,293,0.7327650332149777,0.38097088464910356
furnishes,0.0028081737906662,-0.0211037741496659,0.004210768787607,0.0010954045172395,1.719933104553563,0.4667186907631497,False,False,False,297,165,0.8587715241474113,0.34456982348526394
prism,0.0134860022665753,-0.0228615961604988,0.0199796563505378,0.0268637216902167,1.7188623886618348,2.4192269072379364,True,False,False,298,1129,0.8958418962303811,0.2590238795021476
trieste,0.0106664318200827,-0.0332620021700725,0.0147633768447581,0.0107429565839588,1.7181549191251406,1.3362614602765712,False,False,False,299,780,0.964800668302126,0.2101465616198342
wasn,0.0020029176821329,-0.0445519545158341,0.0025758400359483,0.0010171613374367,1.7179959295595897,0.7416353489063092,False,False,False,300,110,0.942842481633648,0.28037701039934576
bends,0.0074617503167179,-0.0503919398493275,0.0092378693300874,0.0104297858454338,1.71784201816121,2.145145133429421,False,False,False,301,481,0.9700867729306967,0.19738730778231084
rectify,0.0029288149728121,-0.0095623644009117,0.0047264804528556,0.0033393977067549,1.7172742728830903,1.2367323079373107,True,False,False,302,202,0.9517563308520246,0.2335478963460738
tre,0.0039540423791736,0.0126719514450607,0.0073724453578016,0.0326080831253906,1.7171111639049164,7.404664772318185,False,False,False,303,1031,0.6495296134054154,0.6263471014312805
conveys,0.0022781097011645,-0.0144253156623415,0.0035586094804733,0.0035140188028664,1.7156438009929165,1.743735241804654,False,False,False,304,169,0.9749585089385875,0.22021500214153925
worsening,0.00320302336434,-0.0003053559414645,0.0054809310641405,0.0065483901138384,1.7145739725396063,2.049753609983349,True,False,False,305,276,0.9324338999560405,0.21276384296585607
looser,0.0047887759587599,0.0100155134701051,0.0087553190512825,0.0109593533675477,1.7130676863487349,2.101784147705739,True,False,False,306,469,0.8995538152395018,0.33231689289030186
beatty,0.0024552920174178,-0.0231173250949801,0.0036154182373294,0.003886077930207,1.71125061123218,1.926398053986612,False,False,False,307,227,0.7267197239420016,0.46072102302669093
capozziello,0.0033651280264125,-0.0213169582594774,0.0050116080429519,0.0088105180398597,1.7106117414652444,3.138278420747588,False,False,False,308,465,0.43308975441244174,0.7553759491883612
bernardini,0.0037390689251252,-0.0512624340825412,0.0045831482307085,0.0058069099874336,1.710448026855153,2.401137648714053,False,False,False,309,261,0.705635230013504,0.417918750608364
bypassing,0.0028781741458691,0.0246390741912451,0.0057770206699408,0.0098741372633856,1.7101447166446264,2.7824468282511416,False,False,False,310,377,0.9141156638032055,0.2662075459524245
photoelectron,0.0039013292209377,-0.0596882610071143,0.0045236211835577,0.0054246624470156,1.709103895602091,2.3094019002169346,True,False,False,311,222,0.7346988043963799,0.5210824656584624
wolter,0.0020520662310096,-0.0448331667640118,0.0026190573413311,0.0035820735695918,1.7081020477446578,2.5553176901786494,True,False,False,312,190,0.8063892940514057,0.33942057905902384
lake,0.0125538326363589,-0.0033956866828451,0.0209590767473349,0.0188743450303597,1.7067957210031988,1.5475003049736296,True,False,False,313,1025,0.9592450534688599,0.2163251178103977
readouts,0.0030109209877609,-0.043620480237464,0.0038678374893644,0.0036546125156152,1.7057120977239673,1.7586001913319929,False,False,False,314,166,0.523803029201928,0.7279610861262586
cavalieri,0.0022293149422587,-0.0343939406297209,0.00304017952493,0.0021125658546763,1.7053712765304965,1.269416582968056,False,False,False,315,169,0.7708677009424187,0.46675424440325586
